ChassyID	W29_NCBI	CLIB122_NCBI	CLIB122_UNIPROT	Protein_name	ec_number
Chassy_YL_F_98	YALI1_F03136g	YALI0F02013g	Q6C376	similar to uniprot|O14295 Schizosaccharomyces pombe SPAC9E9.11 Pyridoxal reductase I2	
Chassy_YL_E_1639	YALI1_E40540g	YALI0E34170g	Q6C3K0	highly similar to uniprot|P47117 Saccharomyces cerevisiae YJR065C ARP3 Essential component of the Arp2/3 complex I2	
Chassy_YL_B_372	YALI1_B09367g	YALI0B07359g	Q6CFG0	uniprot|Q6CFG0 Yarrowia lipolytica YALI0B07359g NIT3 Nitrilase I2	
Chassy_YL_B_288	YALI1_B07331g	YALI0B05346g	Q6CFN7	similar to uniprot|C4R4B2 Komagataella pastoris PAS_chr3_0356 hypothetical protein I2	
Chassy_YL_F_806	YALI1_F20712g	YALI0F15389g	Q6C1K7	highly similar to uniprot|P32381 Saccharomyces cerevisiae YDL029w ARP2 actin-like protein I2	
Chassy_YL_F_1387	YALI1_F35542g	YALI0F27885g	Q6C045	weakly similar to uniprot|P40433 Saccharomyces cerevisiae YIL107c PFK26 6-phosphofructose-2-kinase I2	
Chassy_YL_E_162	YALI1_E04091g	YALI0E03432g	Q6C763	similar to uniprot|P46672 Saccharomyces cerevisiae YGL105w G4P1 protein with specific affinity for G4 quadruplex nucleic acids I2	
Chassy_YL_E_102	YALI1_E02529g	YALI0E02046g	Q6C7C0	similar to uniprot|Q04439 Saccharomyces cerevisiae YMR109W (ohnolog of YKL129C) MYO5 myosin I I2	
Chassy_YL_B_640	YALI1_B16996g	YALI0B12826g	Q6CEU6	similar to uniprot|Q12690 Saccharomyces cerevisiae YDL082W (ohnolog of YMR142C) RPL13A 60S large subunit ribosomal protein L13 I2	
Chassy_YL_E_830	YALI1_E21097g	YALI0E17765g	Q6C5I6	similar to uniprot|Q9C1M3 Emericella nidulans cdc11p Septin I2	
Chassy_YL_C_947	YALI1_C26167g	YALI0C19041g	Q6CBG6	"highly similar to uniprot|P25374 Saccharomyces cerevisiae YCL017c NFS1 regulates Iron-Sulfur cluster proteins, cellular Iron uptake, and Iron distribution I2"	
Chassy_YL_F_22	YALI1_F00821g	YALI0F00506g	Q6C3E0	highly similar to uniprot|P32288 Saccharomyces cerevisiae YPR035w GLN1 glutamate--ammonia ligase I2	6.3.1.2
Chassy_YL_D_255	YALI1_D06828g	YALI0D05291g	Q6CA74	"uniprot|B5MFD1 Yarrowia lipolytica YALI0D05291g SCS2 VAMP-associated protein involved in alkane utilization, not inositol response I2"	
Chassy_YL_C_1009	YALI1_C27746g	YALI0C19800g		weakly similar to uniprot|Q91255 Petromyzon marinus NF-180 I2	
Chassy_YL_E_1030	YALI1_E25713g	YALI0E21692g	Q6C522	"highly similar to uniprot|P40413 Saccharomyces cerevisiae YJR064w CCT5 T-complex protein 1, epsilon subunit I2"	
Chassy_YL_B_608	YALI1_B15996g	YALI0B12166g	Q8TG23	uniprot|Q8TG23 Yarrowia lipolytica YALI0B12166g MBF1 Putative multi-protein binding factor 1 I2	
Chassy_YL_A_786	YALI1_A19759g	YALI0A18810g	Q6CGJ3	"similar to uniprot|P00729 Saccharomyces cerevisiae YMR297w PRC1 carboxypeptidase y, serine-type protease I2"	3.4.16.-
Chassy_YL_C_1087	YALI1_C29902g	YALI0C21604g	Q6CB63	"similar to uniprot|P00729 Saccharomyces cerevisiae YMR297w PRC1 carboxypeptidase y, serine-type protease I2"	3.4.16.-
Chassy_YL_E_1098	YALI1_E27383g	YALI0E23243g		similar to uniprot|P32867 Saccharomyces cerevisiae YPL232W (ohnolog of YMR183C) SSO1 syntaxin-related protein I2	
Chassy_YL_C_83	YALI1_C02391g	YALI0C01716g	Q6CDC5	"similar to uniprot|P32347 Saccharomyces cerevisiae YDR047W HEM12 Uroporphyrinogen decarboxylase, catalyzes the fifth step in the heme biosynthetic pathway I2"	4.1.1.37
Chassy_YL_F_1214	YALI1_F31512g	YALI0F24101g	Q6C0J6	weakly similar to uniprot|P47018 Saccharomyces cerevisiae YJL123c I2	
Chassy_YL_B_357	YALI1_B09090g	YALI0B07007g	Q6CFH1	"similar to uniprot|Q9Y763 Phanerochaete chrysosporium 1, 4-benzoquinone reductase I2"	
Chassy_YL_F_1240	YALI1_F32067g	YALI0F24717g	Q6C0H2	"weakly similar to uniprot|C5JP18 Ajellomyces dermatitidis (Blastomyces dermatitidis) BDBG_04101 Grp1p, RNP domain-containing protein I2"	
Chassy_YL_D_1354	YALI1_D35735g			No description in CLIB122 I2	
Chassy_YL_A_118	YALI1_A03170g	YALI0A02673g	Q6CI09	similar to uniprot|A5DWP6 Lodderomyces elongisporus conserved hypothetical protein I2	
Chassy_YL_F_71	YALI1_F02309g	YALI0F01496g	Q6C399	similar to uniprot|P22803 Saccharomyces cerevisiae YGR209C (ohnolog of YLR043C) TRX2 thioredoxin II I2	
Chassy_YL_B_197	YALI1_B05024g	YALI0B03564g	Q6CFU7	"similar to uniprot|P43070 Candida albicans Glucan 1,3-beta -glucosidase precursor (Exo-1, 3-beta- glucanase) I2"	
Chassy_YL_A_346	YALI1_A08546g	YALI0A08734g	Q6CHH7	similar to uniprot|O94562 Schizosaccharomyces pombe Aminotransferase I2	
Chassy_YL_D_337	YALI1_D08884g	YALI0D06930g	Q6CA04	"similar to uniprot|Q06408 Saccharomyces cerevisiae YDR380W ARO10 phenylpyruvate decarboxylase, catalyzes decarboxylation of phenylpyruvate to phenylacetaldehyde I2"	
Chassy_YL_E_1462	YALI1_E36179g	YALI0E30811g	Q6C406	highly similar to uniprot|P38061 Saccharomyces cerevisiae YBL092w RPL32 60S large subunit ribosomal protein L32.e I2	
Chassy_YL_F_1309	YALI1_F33618g	YALI0F26169g	Q6C0B5	similar to uniprot|P36775 Saccharomyces cerevisiae YBL022c PIM1 ATP-dependent protease I2	3.4.21.53
Chassy_YL_E_826	YALI1_E20995g	YALI0E17699g	Q6C5I9	similar to uniprot|O13899 Schizosaccharomyces pombe CDP-alcohol phosphatidyltransferase I2	
Chassy_YL_D_882	YALI1_D22636g	YALI0D18106g	Q6C8P2	similar to uniprot|M2RQP8 Bipolaris sorokiniana hypothetical protein COCSADRAFT_135182 I2	
Chassy_YL_F_511	YALI1_F13505g	YALI0F09966g	Q6C284	similar to uniprot|P40054 Saccharomyces cerevisiae YER081W (ohnolog of YIL074C) SER3 3-phosphoglycerate dehydrogenase I2	
Chassy_YL_C_859	YALI1_C23926g	YALI0C16775g	Q6CBP4	similar to uniprot|P53691 Saccharomyces cerevisiae YLR216c CPR6 member of the cyclophilin family I2	5.2.1.8
Chassy_YL_B_784	YALI1_B20730g	YALI0B15774g	Q6CEG7	highly similar to uniprot|P12612 Saccharomyces cerevisiae YDR212w CCT1 component of chaperonin-containing T-complex I2	
Chassy_YL_F_454	YALI1_F12330g	YALI0F08833g	Q6C2D3	weakly similar to uniprot|P15424 Saccharomyces cerevisiae YDR194c MSS116 RNA helicase of the DEAD box family I2	
Chassy_YL_F_542	YALI1_F14368g	YALI0F10703g	Q6C256	weakly similar to uniprot|P53723 Saccharomyces cerevisiae YNR021w I2	
Chassy_YL_F_1161	YALI1_F29987g	YALI0F22781g	Q6C0P7	"similar to uniprot|P20051 Saccharomyces cerevisiae YLR420w URA4 Dihydroorotase, catalyzes the third enzymatic step in the de novo biosynthesis of pyrimidines I2"	
Chassy_YL_D_203	YALI1_D05343g	YALI0D04268g	Q6CAB5	similar to uniprot|P00431 Saccharomyces cerevisiae YKR066c CCP1 cytochrome-c peroxidase precursor I2	1.11.1.5
Chassy_YL_D_305	YALI1_D08125g	YALI0D06325g	Q6CA32	similar to uniprot|P52893 Saccharomyces cerevisiae YLR089C ALT1 (ohnolog of YDR111C) Putative alanine transaminase (glutamic pyruvic transaminase) I2	
Chassy_YL_C_1072	YALI1_C29506g	YALI0C21362g	Q6CB74	similar to uniprot|P39676 Saccharomyces cerevisiae YGR234w YHB1 flavohemoglobin I2	
Chassy_YL_F_42	YALI1_F01405g	YALI0F00880g	Q6C3C3	similar to uniprot|P25491 Saccharomyces cerevisiae YNL064c YDJ1 mitochondrial and ER import protein I2	
Chassy_YL_C_748	YALI1_C20224g	YALI0C14520g	Q6CBY1	weakly similar to uniprot|P28321 Saccharomyces cerevisiae YKL094w I2	
Chassy_YL_C_505	YALI1_C14369g	YALI0C10208g	Q6CCE0	weakly similar to uniprot|G8YTD8 Millerozyma farinosa Piso0_000212 I2	
Chassy_YL_A_706	YALI1_A17570g		Q6CGP7	No description in CLIB122 I2	
Chassy_YL_E_593	YALI1_E15452g	YALI0E12463g	Q6C648	similar to uniprot|O74230 Candida sp.HA167 XDH Xylitol dehydrogenase I2	
Chassy_YL_B_1064	YALI1_B28357g	YALI0B21692g	Q6CDR9	similar to uniprot|A2RA32 Aspergillus niger short- chain dehydrogenase/reductase I2	
Chassy_YL_E_598	YALI1_E15555g	YALI0E12573g	Q6C643	uniprot|Q6C643 Yarrowia lipolytica YALI0E12573g IVD1 Isovaleryl-CoA dehydrogenase I2	
Chassy_YL_C_918	YALI1_C25512g	YALI0C18315g	Q6CBJ1	"uniprot|Q6CBJ1 Yarrowia lipolytica YALI0C18315g AMO2 Amine oxidase, putative I2"	1.4.3.-
Chassy_YL_D_1131	YALI1_D29419g	YALI0D22847g	Q6C846	similar to uniprot|P18544 Saccharomyces cerevisiae YOL140w ARG8 acetylornithine aminotransferase I2	2.6.1.11
Chassy_YL_E_690	YALI1_E17754g	YALI0E14751g	Q6C5V8	similar to uniprot|P00899 Saccharomyces cerevisiae YER090w TRP2 anthranilate synthase component I I2	
Chassy_YL_D_475	YALI1_D12091g	YALI0D09493g	Q6C9P1	"uniprot|Q6C9P1 Yarrowia lipolytica YALI0D09493g ISO2 Enoyl-CoA hydratase/isomerase family protein, putative I2"	
Chassy_YL_A_850	YALI1_A21265g	YALI0A20207g	Q6CGD5	"uniprot|Q6CGD5 Yarrowia lipolytica YALI0A20207g ISO3 Enoyl-CoA hydratase/isomerase family protein, putative I2"	
Chassy_YL_F_1422	YALI1_F36290g	YALI0F28567g	Q6C016	"uniprot|Q6C016 Yarrowia lipolytica YALI0F28567g ISO1 Enoyl-CoA hydratase/isomerase family protein, putative I2"	
Chassy_YL_C_237	YALI1_C06626g	YALI0C05170g	Q99145	uniprot|Q99145 Yarrowia lipolytica YALI0C05170g HIS1 ATP phosphoribosyltransferase I2	2.4.2.17
Chassy_YL_A_295	YALI1_A07290g	YALI0A07733g	Q6CHL1	"uniprot|Q6CHL1 Yarrowia lipolytica YALI0A07733g ECH1 Enoyl-CoA hydratase, putative I2"	
Chassy_YL_E_1367	YALI1_E34072g	YALI0E28787g	Q6C490	similar to uniprot|P47039 Saccharomyces cerevisiae YJL060w I2	
Chassy_YL_F_500	YALI1_F13220g	YALI0F09669g	Q6C294	highly similar to uniprot|P32471 Saccharomyces cerevisiae YAL003w EFB1 translation elongation factor eEF1beta I2	
Chassy_YL_F_1296	YALI1_F33345g	YALI0F25905g	Q6C0C4	"highly similar to uniprot|P61830 Saccharomyces cerevisiae YBR010w HHT1, histone H3 I2"	
Chassy_YL_C_1100	YALI1_C30119g	YALI0C21802g	Q6CB55	similar to uniprot|P41811 Saccharomyces cerevisiae YGL137w SEC27 coatomer complex beta chain (beta -cop) of secretory pathway vesicles I2	
Chassy_YL_B_87	YALI1_B02091g	YALI0B01224g	W0TYP5	similar to uniprot|P23615 Saccharomyces cerevisiae YGR116w SPT6 transcription elongation protein singleton I2	
Chassy_YL_E_1638	YALI1_E40502g	YALI0E34155g	Q6C3K1	"some similarities with uniprot|P38081 Saccharomyces cerevisiae YBR056w similarity to glucan 1,3-beta- glucosidase I2"	
Chassy_YL_D_781	YALI1_D20202g	YALI0D16335g	Q6C8W6	similar to uniprot|P50101 Saccharomyces cerevisiae YMR304w UBP15 I2	
Chassy_YL_F_1375	YALI1_F35109g	YALI0F27665g	Q6C055	"similar to uniprot|O94505 Schizosaccharomyces pombe 3 (2 ), 5 -bisphosphate nucleotidase I2"	
Chassy_YL_F_332	YALI1_F09361g	YALI0F06314g	Q6C2N9	highly similar to uniprot|P23639 Saccharomyces cerevisiae YML092c PRE8 20S proteasome subunit Y7 (alpha2) I2	3.4.25.1
Chassy_YL_F_113	YALI1_F03481g	YALI0F02255g	Q6C365	weakly similar to uniprot|C4R4B9 Komagataella pastoris hypothetical protein I2	
Chassy_YL_F_598	YALI1_F15692g	YALI0F11847g	Q6C207	hypothetical protein conserved in the Yarrowia clade I2	
Chassy_YL_D_82	YALI1_D02041g	YALI0D01738g	Q6CAL4	weakly similar to uniprot|P54007 Saccharomyces cerevisiae YLR460c putative dehydrogenase I2	
Chassy_YL_F_517	YALI1_F13644g	YALI0F10098g	Q6C278	"similar to uniprot|P30822 Saccharomyces cerevisiae YGR218w CRM1 nuclear export factor, exportin I2"	
Chassy_YL_B_550	YALI1_B14615g	YALI0B10934g	Q6CF23	similar to uniprot|Q05123 Saccharomyces cerevisiae YMR033w ARP9 Actin-related protein I2	
Chassy_YL_F_118	YALI1_F03573g	YALI0F02343g	Q6C361	weakly similar to uniprot|O42970 Schizosaccharomyces pombe SPBC1E8.05 Serine rich protein I2	
Chassy_YL_D_74	YALI1_D01890g	YALI0D01573g		"uniprot|Q9Y7W9 Yarrowia lipolytica YALI0D01573g MGF1 Mycelial growth factor, DNA-binding transcription factor I2"	
Chassy_YL_E_1591	YALI1_E39295g	YALI0E33143g	Q6C3P7	highly similar to uniprot|Q12074 Saccharomyces cerevisiae YPR069c SPE3 putrescine aminopropyltransferase (spermidine synthase) I2	
Chassy_YL_D_58	YALI1_D01431g	YALI0D01265g	Q6CAN4	"uniprot|Q6CAN4 Yarrowia lipolytica YALI0D01265g BAT1 Branched-chain Amino acid Transaminase, mitochondrial I2"	2.6.1.42
Chassy_YL_E_672	YALI1_E17243g	YALI0E14212g	Q6C5X8	similar to uniprot|Q7SBB3 Neurospora crassa NCU06210.1 predicted protein I2	
Chassy_YL_F_554	YALI1_F14688g	YALI0F11033g	Q6C243	similar to uniprot|P47154 Saccharomyces cerevisiae YJR117w STE24 zinc metallo-protease I2	
Chassy_YL_C_1000	YALI1_C27543g	YALI0C19624g		"uniprot|Q6CBE4 Yarrowia lipolytica YALI0C19624g ETR1 2-enoyl thioester reductase, member of the medium chain dehydrogenase/reductase family, putative I2"	
Chassy_YL_A_430	YALI1_A10857g	YALI0A10747g	Q6CHA5	similar to uniprot|G3B197 Candida tenuis hypothetical protein CANTEDRAFT_121094 I2	
Chassy_YL_D_302	YALI1_D08050g	YALI0D06281g	Q6CA34	highly similar to uniprot|B9W8I3 Candida dubliniensis putative dolichol-phosphate mannose synthase I2	
Chassy_YL_F_1052	YALI1_F27175g	YALI0F20482g	Q6C0Z7	highly similar to uniprot|P0CX47 Saccharomyces cerevisiae YDR025W (ohnolog of YBR048W) RPS11A ribosomal protein I2	
Chassy_YL_F_1523	YALI1_F38820g	YALI0F31119g	Q6BZT1	similar to uniprot|P32563 Saccharomyces cerevisiae YOR270c VPH1 H+-ATPase V0 domain 95K subunit I2	
Chassy_YL_F_155	YALI1_F04455g	YALI0F03201g	Q6C325	similar to uniprot|P32799 Saccharomyces cerevisiae YGL191w COX13 cytochrome-c oxidase chain VIa singleton I2	
Chassy_YL_E_14	YALI1_E00510g	YALI0E00176g	Q6C7K0	similar to uniprot|P19524 Saccharomyces cerevisiae YOR326W (ohnolog of YAL029C) MYO2 myosin heavy chain I2	
Chassy_YL_D_115	YALI1_D02781g	YALI0D02321g	Q6CAJ1	highly similar to uniprot|Q96VU5 Cryptococcus neoformans UDP-glucose dehydrogenase Uxs2p I2	1.1.1.22
Chassy_YL_E_1000	YALI1_E25018g	YALI0E21021g	Q6C549	"uniprot|Q9UVK9/Q6C549  Yarrowia lipolytica YALI0E21021g FKS1 1,3-beta-glucan synthase activity I2"	
Chassy_YL_E_1670	YALI1_E41367g	YALI0E34826g	B5FVG8	similar to uniprot|P38711 Saccharomyces cerevisiae YHR021C (ohnolog of YKL156W) R27B 40S ribosomal protein S27-B I2	
Chassy_YL_D_37	YALI1_D00888g	YALI0D00825g	Q6CAQ4	"similar to uniprot|Q8X012 Neurospora crassa Conserved hypothetical protein, Putative transaminase I2"	
Chassy_YL_E_329	YALI1_E08351g	YALI0E07051g	Q6C6R2	similar to uniprot|G8Y5D7 Millerozyma farinosa PISO0K16180g I2	
Chassy_YL_C_1168	YALI1_C31971g	YALI0C23144g	Q6CAZ5	similar to uniprot|P22147 Saccharomyces cerevisiae YGL173c KEM1 multifunctional nuclease I2	3.1.13.-
Chassy_YL_A_445	YALI1_A11258g	YALI0A11143g	Q6CH91	"similar to uniprot|P31412 Saccharomyces cerevisiae YKL080w VMA5 H+-ATPase V1 domain 42 KD subunit, vacuolar I2"	
Chassy_YL_F_1192	YALI1_F30877g	YALI0F23551g	Q6C0L9	"similar to uniprot|Q875D2 Podospora anserina, similarity to thiosulfate sulfurtransferases I2"	
Chassy_YL_A_25	YALI1_A00746g	YALI0A00594g	Q6CI89	"similar to uniprot|P32527 Saccharomyces cerevisiae YGR285c ZUO1 zuotin, a putative Z-DNA binding protein I2"	
Chassy_YL_B_1002	YALI1_B26790g	YALI0B20482g	Q6CDX4	highly similar to uniprot|P50085 Saccharomyces cerevisiae YGR231c PHB2 Prohibitin I2	
Chassy_YL_D_932	YALI1_D24054g			No description in CLIB122 I2	
Chassy_YL_F_1066	YALI1_F27686g	YALI0F20790g	Q6C0Y3	"similar to uniprot|P05373 Saccharomyces cerevisiae YGL040C HEM2 Delta-aminolevulinic acid dehydratase, catalyzes the conversion of 5-aminolevulinate to porphobilinogen, the second step in heme biosynthesis I2"	4.2.1.24
Chassy_YL_C_648	YALI1_C17848g	YALI0C12661g	Q6CC41	uniprot|Q6CC41 Yarrowia lipolytica YALI0C12661g UGT1 UDP-Glucose:glycoprotein glucosyltransferase I2	
Chassy_YL_B_964	YALI1_B25553g	YALI0B19492g	Q6CE13	similar to uniprot|P19145 Saccharomyces cerevisiae YKR039w Gap1 general amino acid permease I2	
Chassy_YL_B_1003	YALI1_B26808g	YALI0B20504g	Q6CDX3	similar to uniprot|P07280 Saccharomyces cerevisiae YOL121C (ohnolog of YNL302C) RP55A 40S small subunit ribosomal protein S19 I2	
Chassy_YL_D_208	YALI1_D05440g	YALI0D04378g	Q6CAB0	similar to uniprot|Q05533 Saccharomyces cerevisiae YDR287w I2	3.1.3.25
Chassy_YL_C_305	YALI1_C08523g	YALI0C06424g	Q6CCU6	similar to uniprot|P10870 Saccharomyces cerevisiae YDL194W (ohnolog of YDL138W) SNF3 high-affinity glucose transporter/regulatory protein I2	
Chassy_YL_B_531	YALI1_B14150g	YALI0B10494g	Q6CF39	similar to uniprot|P27929 Saccharomyces cerevisiae YNL137c NAM9 Mitochondrial ribosomal component of the small subunit I2	
Chassy_YL_E_247	YALI1_E06109g	YALI0E05247g	Q6C6Y6	similar to uniprot|P32319 Saccharomyces cerevisiae YBL017c PEP1 vacuolar protein sorting/targeting protein I2	
Chassy_YL_F_1049	YALI1_F27101g	YALI0F20416g	Q6C100	highly similar to uniprot|P39078 Saccharomyces cerevisiae YDL143w CCT4 component of chaperonin-containing T-complex I2	
Chassy_YL_D_453	YALI1_D11614g	YALI0D09119g	Q6C9Q7	highly similar to uniprot|P33297 Saccharomyces cerevisiae YOR117w YTA1 26S proteasome regulatory subunit I2	
Chassy_YL_B_354	YALI1_B09025g	YALI0B06941g	Q6CFH4	similar to uniprot|Q12189 Saccharomyces cerevisiae YOR095c RKI1 D-ribose-5-phosphate ketol-isomerase I2	5.3.1.6
Chassy_YL_E_609	YALI1_E15835g	YALI0E12859g	Q6C634	"uniprot|Q6C634 Yarrowia lipolytica YALI0E12859g FAT2 Peroxisomal protein that binds AMP and mRNA, putative I2"	
Chassy_YL_D_1073	YALI1_D27637g	YALI0D21890g	Q6C883	similar to uniprot|P22855 Saccharomyces cerevisiae YGL156w AMS1 alpha-mannosidase singleton I2	3.2.1.-
Chassy_YL_D_654	YALI1_D16609g	YALI0D13442g	Q6C975	similar to uniprot|P47160 Saccharomyces cerevisiae YJR125c ENT3 cytoskeletal adaptor I2	
Chassy_YL_F_936	YALI1_F24228g	YALI0F18260g	Q6C192	some similarities with uniprot|Q03973 Saccharomyces cerevisiae YDR174w HMO1 Non-histone protein I2	
Chassy_YL_C_1101	YALI1_C30130g	YALI0C21824g	Q6CB54	similar to uniprot|P20606 Saccharomyces cerevisiae YPL218w SAR1 GTP-binding protein of the ARF family I2	3.6.5.-
Chassy_YL_F_830	YALI1_F21426g	YALI0F15939g	Q6C1I6	weakly similar to uniprot|P32591 Saccharomyces cerevisiae YJL176c SWI3 transcription regulatory protein I2	
Chassy_YL_F_921	YALI1_F23867g	YALI0F17974g	Q6C1A4	similar to uniprot|Q01532 Saccharomyces cerevisiae YNL239w Cysteine proteinase 1  (Bleomycin hydrolase) I2	
Chassy_YL_E_618	YALI1_E16068g	YALI0E13123g	Q6C624	"similar to uniprot|P07263 Saccharomyces cerevisiae YPR033c HTS1 histidine--tRNA ligase, mitochondrial I2"	
Chassy_YL_E_1260	YALI1_E31396g	YALI0E26477g	Q6C4I6	highly similar to uniprot|P04912 Saccharomyces cerevisiae YBL003c HTA2 histone H2A I2	
Chassy_YL_F_139	YALI1_F04070g			No description in CLIB122 I2	
Chassy_YL_F_713	YALI1_F17962g	YALI0F13453g	Q6C1T8	highly similar to uniprot|P17423 Saccharomyces cerevisiae YHR025w THR1 homoserine kinase I2	
Chassy_YL_C_1113	YALI1_C30440g	YALI0C22088g	Q6CB42	similar to uniprot|P38716 Saccharomyces cerevisiae YHR112c similarity to cystathionine gamma-synthases I2	
Chassy_YL_D_511	YALI1_D12930g	YALI0D10263g	Q6C9L1	highly similar to uniprot|P0CX42 Saccharomyces cerevisiae YER117W (ohnolog of YBL087C) RPL23B ribosomal protein L23.e I2	
Chassy_YL_B_167	YALI1_B04433g	YALI0B02948g	Q9UVF4	uniprot|Q9UVF4 Yarrowia lipolytica YALI0B02948g GPD1 Glycerol-3- phosphate dehydrogenase [NAD ] I2	1.1.1.8
Chassy_YL_D_1268	YALI1_D33504g	YALI0D25256g	Q6C7U5	similar to uniprot|P53839 Saccharomyces cerevisiae YNL274c related to glycerate- and formate-dehydrogenases I2	
Chassy_YL_B_1063	YALI1_B28349g	YALI0B21670g	Q6CDS0	similar to uniprot|P53839 Saccharomyces cerevisiae YNL274c related to glycerate- and formate-dehydrogenases I2	
Chassy_YL_D_955	YALI1_D24626g	YALI0D19382g	Q6C8I3	some similarities with uniprot|G3BCN3 Candida tenuis CANTEDRAFT_96280 hypothetical protein I2	
Chassy_YL_F_177	YALI1_F05089g	YALI0F03567g	Q6C309	similar to uniprot|P00424 Saccharomyces cerevisiae YNL052W (ohnolog of YIL111W) COX5A mitochondrial cytochrome-c oxidase chain V.A precursor I2	
Chassy_YL_E_175	YALI1_E04499g	YALI0E03718g	Q6C752	hypothetical protein conserved in the Yarrowia clade I2	
Chassy_YL_D_962	YALI1_D24770g	YALI0D19536g	Q6C8H6	weakly similar to uniprot|Q802V5 Brachydanio rerio Similar to TBP-interacting protein I2	
Chassy_YL_D_130	YALI1_D03221g	YALI0D02629g	Q6CAH9	similar to uniprot|Q03028 Saccharomyces cerevisiae YPL134C (ohnolog of YOR222W) Mitochondrial 2- oxodicarboxylate carrier 1 ODC1 I2	
Chassy_YL_C_1040	YALI1_C28621g	YALI0C20669g	Q6CBA5	similar to uniprot|Q9C2D7 Neurospora crassa Related to lincomycin-condensing protein lmbA I2	
Chassy_YL_A_725	YALI1_A18166g	YALI0A17941g	Q6CGN0	highly similar to uniprot|Q03195 Saccharomyces cerevisiae YDR091c RLI1 Essential iron-sulfur protein I2	
Chassy_YL_A_314	YALI1_A07649g	YALI0A08077g	Q6CHJ9	highly similar to uniprot|P20654 Emericella nidulans serine-threonine protein phosphatase PP1 I2	3.1.3.16
Chassy_YL_E_1468	YALI1_E36365g	YALI0E30899g	Q6C402	similar to uniprot|P26570 Saccharomyces cerevisiae YML016C (ohnolog of YDR436W) PPZ1 ser/thr phosphatase required for normal osmoregulation I2	3.1.3.16
Chassy_YL_E_1377	YALI1_E34269g	YALI0E28963g	Q6C482	similar to uniprot|P80210 Saccharomyces cerevisiae YNL220w ADE12 adenylosuccinate synthetase I2	6.3.4.4
Chassy_YL_D_1080	YALI1_D27826g	YALI0D22022g		"similar to uniprot|P78700 Kluyveromyces lactis ATP16, ATP synthase delta chain, mitochondrial precursor I2"	
Chassy_YL_B_289	YALI1_B07366g	YALI0B05368g	Q6CFN6	"highly similar to uniprot|P28274 Saccharomyces cerevisiae YBL039C URA7 (ohnolog of YJR103W) Major CTP synthase isozyme (see also URA8), catalyzes the ATP- dependent transfer of the amide nitrogen from glutamine to UTP, forming CTP, the final step in de novo biosynthesis of pyrimidines I2"	6.3.4.2
Chassy_YL_E_361	YALI1_E09395g	YALI0E07810g	Q6C6N8	similar to uniprot|G7E305 Mixia osmundae Mo03862 Uncharacterized protein I2	
Chassy_YL_B_516	YALI1_B13723g	YALI0B10175g	Q6CF54	"similar to uniprot|Q839Q1 Enterococcus faecalis EF0111 Oxidoreductase, zinc-binding I2"	
Chassy_YL_E_693	YALI1_E17786g	YALI0E14795g	Q6C5V6	similar to uniprot|P39966 Saccharomyces cerevisiae PTC2 YER089C (ohnolog of YBL056W) Type 2C protein phosphatase I2	
Chassy_YL_E_849	YALI1_E21513g	YALI0E18117g	Q6C5H0	similar to uniprot|P39940 Saccharomyces cerevisiae YER125W RSP5 Ubiquitin-protein ligase involved in ubiquitin-mediated protein degradation I2	2.3.2.26
Chassy_YL_C_969	YALI1_C26764g	YALI0C19382g		highly similar to uniprot|P23638 Saccharomyces cerevisiae YGR135w PRE9 20S proteasome subunit Y13 (alpha3) I2	
Chassy_YL_C_1081	YALI1_C29648g	YALI0C21494g	Q6CB68	similar to uniprot|Q5APD4 Candida albicans potential cyclopropane-fatty-acyl-phospholipid synthase I2	
Chassy_YL_D_355	YALI1_D09277g	YALI0D07282g	Q6C9Y8	similar to uniprot|Q9P861 Arxula adeninivorans Ferro-O2-oxidoreductase precursor I2	
Chassy_YL_F_796	YALI1_F20426g	YALI0F15191g	Q6C1L5	similar to uniprot|Q08968 Saccharomyces cerevisiae YPL222w I2	
Chassy_YL_A_17	YALI1_A00504g	YALI0A00396g	Q6CI96	some similarities with uniprot|Q8J174 Emericella nidulans RfeF I2	
Chassy_YL_C_830	YALI1_C23075g	YALI0C16049g	Q6CBS2	some similarities with uniprot|P26642 Xenopus laevis Elongation factor 1-gamma type 1 (EF-1-gamma) (P47) I2	
Chassy_YL_F_1476	YALI1_F37734g	YALI0F30151g	Q6BZX5	similar to uniprot|Q04491 Saccharomyces cerevisiae YLR208w SEC13 protein transport protein I2	
Chassy_YL_A_117	YALI1_A03153g	YALI0A02651g	Q6CI10	uniprot|Q6CI10 Yarrowia lipolytica YALI0A02651g NUZM Accessory subunit of protein NADH:ubiquinone oxidoreductase (Complex I) I2	
Chassy_YL_B_137	YALI1_B03404g	YALI0B02266g	Q6CFZ3	some similarities with uniprot|Q8WZS4 Neurospora crassa hypothetical 138.9 kDa protein I2	
Chassy_YL_D_427	YALI1_D11063g	YALI0D08602g	Q6C9T1	some similarities with uniprot|Q08023 Saccharomyces cerevisiae YLR077w I2	
Chassy_YL_E_1157	YALI1_E28631g	YALI0E24057g	Q6C4S7	similar to uniprot|P50107 Saccharomyces cerevisiae YML004c GLO1 glyoxalase I I2	4.4.1.5
Chassy_YL_F_529	YALI1_F14136g	YALI0F10461g	Q6C266	similar to uniprot|Q03516 Saccharomyces cerevisiae YMR266w I2	
