ChassyID	NCBI_CBS6556	Uniprot_DMKU3_1042	Gene_name_DMKU3_1042	Standard_A	Standard_B	Standard_C	HighTemp_A	HighTemp_B	HighTemp_C	LowpH_A	LowpH_B	LowpH_C	OsmoticStress_A	OsmoticStress_B	OsmoticStress_C	Protein_name	ec_number
Chassy_KM_3191	KMXK_0E01590	W0TCR6	KLMA_50154	4.711586478	4.366976946	4.711586478	2.065395295	0.452653926	0.452653926	2.065395295	3.184288508	5.078323128	2.26222201	2.065395295	1.543345761	 3-isopropylmalate dehydratase - LEU1	4.2.1.33
Chassy_KM_1247	KMXK_0B04290	W0T5I6	KLMA_20414	17.47849797	6.356422545	9	1.15443469	1.928644565	1.928644565	4.411695265	2.981071706	7.576958986	6.356422545	1.511886432	2.414548874	 Phospho-2-dehydro-3-deoxyheptonate aldolase - ARO4	2.5.1.54
Chassy_KM_2511	KMXK_0D01290	W0TBD2	KLMA_40107	3.832930239	2.792690191	1.976351442	0.623776739	0.438449888	0.832980711	0.832980711	2.359818286	2.359818286	3.832930239	2.792690191	3.281332399	 Phospho-2-dehydro-3-deoxyheptonate aldolase - ARO3	2.5.1.54
Chassy_KM_2383	KMXK_0C07290	W0T8R1	KLMA_30722	6.325965428	4.711586478	4.711586478	1.245697996	1.110203429	2.471686819	2.694601205	3.73887961	2.694601205	0.863246312	1.389892566	0.982883949	 Glycerol-3-phosphate dehydrogenase - GUT2	1.1.5.3
Chassy_KM_4015	KMXK_0F03610	W0TFA6	KLMA_60210	6.943282347	3.641588834	2.981071706	1.511886432	1.928644565	1.511886432	1.928644565	3.641588834	3.641588834	3.298662347	9.797751623	4.843414134	 Eukaryotic translation initiation factor 5B - FUN12	
Chassy_KM_4652	KMXK_0G04220	W0TI32	KLMA_80417	9999	31621.7766	5622.413252	999999	1778278.41	17781.7941	177826.941	99999	5622.413252	9999	315.227766	56233.13252	 Actin-depolymerizing factor 1 - COF1	
Chassy_KM_2527	KMXK_0D01450	W0TBE8	KLMA_40122	3.520353656	5.723357536	3.893900918	2.039195382	2.039195382	1.807216204	4.298316906	3.893900918	2.290344562	3.893900918	3.893900918	4.73615251	 Lysine--tRNA ligase - KRS1	6.1.1.6
Chassy_KM_1805	KMXK_0C01500	W0T8S2	KLMA_30148	64.79332247	186.3817423	27.48035868	7.111308308	9	7.111308308	42.28761281	80.11308308	64.79332247	42.28761281	99	64.79332247	 Acetolactate synthase small subunit - ILV6	
Chassy_KM_2075	KMXK_0C04200	W0T9I6	KLMA_30423	1.212216291	1.126112334	1.301807313	0.813930694	0.963828002	1.126112334	1.043359718	1.492021151	0.743328822	1.301807313	1.592943797	0.963828002	 Protein SSD1 - SSD1	
Chassy_KM_904	KMXK_0B00860	W0T4J6	KLMA_20074	1.080567538	1.565020906	0.601568264	2.16227766	3.10805608	3.10805608	0.873817423	1.434241355	0.442417255	3.328761281	2.898603703	0.974488213	 Trehalose synthase complex regulatory subunit TPS3 - TSL1	
Chassy_KM_648	KMXK_0A06580			82.76776401	40.24626383	19.30917621	10.93776642	10.93776642	4.878016072	19.30917621	10.93776642	40.24626383	19.30917621	16.0125428	16.0125428	CBS 6556 specific No description in DMKU3-1042- NA	
Chassy_KM_961	KMXK_0B01430	W0T598	KLMA_20132	40.24626383	202.0917621	3.124626383	6.017038287	10.93776642	7.376776401	57.78016072	82.76776401	202.0917621	3.923882632	1.424462017	9	 Protein BMH2 - BMH2	
Chassy_KM_317	KMXK_0A03270	W0T5N8	KLMA_10514	34.48133892	11.58925412	6.079457844	2.16227766	4.623413252	1.511886432	5.309573445	11.58925412	14.84893192	13.12537545	7.912509381	11.58925412	 Branched-chain-amino-acid aminotransferase - BAT1	2.6.1.42
Chassy_KM_664	KMXK_0A06740	W0T459	KLMA_10181	4.623413252	5.978305849	1.371373706	0.910952975	0.6548171	0.77827941	4.232991147	5.493816316	9	3.531583638	2.924189758	2.924189758	 Dipeptidyl peptidase 3 - KLMA_10181	3.4.14.4
Chassy_KM_313	KMXK_0A03230	W0T408	KLMA_10518	2609.157216	463.1588834	680.2920691	2.16227766	4.623413252	9	25.10157216	11.11527659	382.118685	0.211527659	3.641588834	2.83118685	 Inulinase - INU1	
Chassy_KM_2197	KMXK_0C05420	W0TAM9	KLMA_30546	19.80567538	11.32846739	10.10336318	2.511191734	0.873817423	2.511191734	4.925530976	4.925530976	15.87612476	10.10336318	4.336699231	3.806380863	 Ribosome-associated complex subunit SSZ1 - SSZ1	
Chassy_KM_1666	KMXK_0C00110	W0TB61	KLMA_30009	0	0	0.206792641	254.9547923	0	0	0	0	0	13.56348478	1.442053095	0.842069969	 Beta-galactosidase - LAC4	
Chassy_KM_4369	KMXK_0G01390	W0TI04	KLMA_80130	51.74997064	34.93813664	15.68100537	1.782559402	0.467799268	0.668100537	6.742636827	9	15.68100537	13.67799268	23.48436747	23.48436747	 Homoisocitrate dehydrogenase - LYS12	
Chassy_KM_4042	KMXK_0F03880	W0TCW7	KLMA_60181	30.6227766	10.36463666	7.799225436	11.91549665	7.799225436	6.742636827	7.799225436	9	10.36463666	9	7.799225436	7.799225436	" Arginine biosynthesis bifunctional protein ArgJ, mitochondrial - KLMA_60181"	2.3.1.1; 2.3.1.35
Chassy_KM_2385	KMXK_0C07310	W0TD37	KLMA_30724	315.227766	397.1071706	124.8925412	6.943282347	62.09573445	18.95262315	157.4893192	62.09573445	49.11872336	30.6227766	62.09573445	78.43282347	 Probable pyridoxine biosynthesis protein SNZ3 - SNZ3	
Chassy_KM_3299	KMXK_0E02670	W0TD12	KLMA_50264	718.685673	267.2695795	99	70.9685673	137.9495494	70.9685673	137.9495494	371.759372	371.759372	137.9495494	371.759372	192.0697729	 40S ribosomal protein S14 - RPS14	
Chassy_KM_2083	KMXK_0C04280	W0TA81	KLMA_30431	198.5262315	315.227766	62.09573445	24.11886432	11.58925412	9	157.4893192	397.1071706	99	24.11886432	78.43282347	62.09573445	 ATP synthase subunit 5 - atpH	
Chassy_KM_4422	KMXK_0G01920	W0TFS8	KLMA_80181	21.53933905	16.19072202	18.68419447	6.626985859	4.080218047	6.626985859	5.660846291	10.4504757	21.53933905	18.68419447	10.4504757	5.660846291	 Zuotin - ZUO1	
Chassy_KM_3789	KMXK_0F01350	W0TF72	KLMA_60427	18.30697729	9	9	3.159562163	1.15443469	1.404099184	7.030857221	7.961505019	9	6.19685673	1.404099184	3.159562163	 Adenosine kinase - ADO1	
Chassy_KM_2988	KMXK_0D06060	W0TCR0	KLMA_40577	2153.43469	6811.920691	463.1588834	99	214.443469	145.7799268	999	2153.43469	9999	315.227766	999	214.443469	 40S ribosomal protein S18 - rps13	
Chassy_KM_1187	KMXK_0B03690	W0T5D8	KLMA_20354	12914.49665	358.3813664	598.4842503	11.91549665	11.91549665	15.68100537	34.93813664	58.94842503	58.94842503	165.8100537	45.41588834	45.41588834	 Cystathionine gamma-lyase - CYS3	
Chassy_KM_132	KMXK_0A01420	W0T4L3	KLMA_10698	36.92690191	15.23776739	25.36650899	3.281332399	1.335721469	2.359818286	6.847599704	11.74274986	5.951927962	11.74274986	11.74274986	5.951927962	 ATP-dependent RNA helicase SUB2 - SUB2	
Chassy_KM_1127	KMXK_0B03090	W0T553	KLMA_20294	10.15883993	9	7.030857221	1.15443469	2.72759372	2.72759372	4.779692884	9	6.19685673	7.961505019	16.30195739	9	 Rab GDP dissociation inhibitor - GDI1	
Chassy_KM_2605	KMXK_0D02230	W0T9B9	KLMA_40198	2.674661941	5.700187504	5.061898993	3.061585988	3.061585988	2.324597932	7.185467307	5.061898993	5.061898993	6.405684692	10.05295141	5.061898993	 4-aminobutyrate aminotransferase - UGA1	
Chassy_KM_3295	KMXK_0E02630	W0TFP1	KLMA_50260	69.17038287	586.8016072	411.4626383	3.124626383	3.923882632	1.424462017	118.3776642	10.93776642	141.510267	1.894266125	1.424462017	0.70125428	 Peroxidase - CCP1	1.11.1.-
Chassy_KM_4577	KMXK_0G03470	W0TGY9	KLMA_80339	41.16965034	9	3.216965034	10.54781985	14.39926526	14.39926526	14.39926526	16.7827941	30.6227766	19.53525026	4.623413252	6.498942093	 NADP-dependent alcohol dehydrogenase 6 - ADH6	
Chassy_KM_3775	KMXK_0F01210	W0TF85	KLMA_60442	7.961505019	6.19685673	10.15883993	2.340484984	2.72759372	3.159562163	6.19685673	4.179474679	7.961505019	12.89495494	16.30195739	7.961505019	 Eukaryotic translation initiation factor 2 subunit gamma - GCD11	
Chassy_KM_1323	KMXK_0B05050	W0T6B8	KLMA_20492	464157.8834	215442.469	46414.88834	215442.469	46414.88834	99999	21543.3469	464157.8834	21543.3469	999999	999999	215442.469	 40S ribosomal protein S26 - RPS26A	
Chassy_KM_2358	KMXK_0C07040	W0T8P1	KLMA_30697	5.579332247	3.328761281	1.477076356	0.629750835	0.629750835	0.7475284	1.15443469	2.274549163	4.336699231	5.135907273	3.977023564	1.848035868	" Bifunctional purine biosynthetic protein ADE5 - ADE5,7"	
Chassy_KM_4720	KMXK_0H00650			177826.941	99999	9999	17781.7941	56233.13252	17781.7941	17781.7941	17781.7941	5622.413252	17781.7941	99999	177826.941	CBS 6556 specific No description in DMKU3-1042- NA	
Chassy_KM_3710	KMXK_0F00560	W0TI65	KLMA_60508	1.466930206	0.968419447	1.15443469	1.059327837	0.968419447	0.968419447	0.719072202	1.58086154	0.435035831	1.15443469	2.234475915	1.059327837	 Protein transport protein SEC31 - SEC31	
Chassy_KM_4671	KMXK_0H00160	W0TEU3	KLMA_70017	2.574304018	1.189906295	1.189906295	0.890582984	0.714125253	0.985511196	1.663985857	1.189906295	1.536619456	1.189906295	1.085205857	0.985511196	 Leucyl-tRNA synthetase - CDC60	
Chassy_KM_3505	KMXK_0E04730	W0TCH5	KLMA_50471	2.426760253	2.248088897	2.248088897	0.30701048	0.055008148	0.534781344	1.918208238	1.485128427	2.248088897	3.023936909	3.023936909	0.708276394	 Sulfite reductase [NADPH] flavoprotein component - MET10	
Chassy_KM_1792	KMXK_0C01370	W0T9G3	KLMA_30136	0.70125428	1.648969288	4.379838403	1.894266125	3.923882632	2.16227766	0.557068405	1.648969288	0.42510267	10.93776642	30.6227766	10.93776642	 Putative succinate-semialdehyde dehydrogenase C1002.12c [NADP+] - gabD	
Chassy_KM_536	KMXK_0A05460	W0T771	KLMA_10317	3.124626383	6.017038287	1.894266125	1.030917621	1.894266125	1.424462017	3.506570338	7.376776401	5.422325422	3.506570338	6.017038287	4.878016072	 GMP synthase - GUA1	
Chassy_KM_2665	KMXK_0D02830	W0TB52	KLMA_40259	15.87612476	12.6887451	4.336699231	0.873817423	0.687612476	0.519911083	9	3.328761281	4.925530976	5.579332247	14.19911083	4.336699231	 Dihydroxy-acid dehydratase - ILV3	
Chassy_KM_2967	KMXK_0D05850	W0TAB6	KLMA_40558	236.1373706	1332.521432	55.23413252	16.7827941	561.3413252	41.16965034	30.6227766	420.6965034	41.16965034	315.227766	132.3521432	176.827941	 Ribosomal protein - RPL10A	
Chassy_KM_3348	KMXK_0E03160	W0TC29	KLMA_50311	9	4.878016072	4.878016072	1.030917621	0.557068405	0.70125428	4.379838403	4.379838403	5.422325422	3.923882632	4.379838403	3.923882632	 Nucleolar protein 56 - NOP56	
Chassy_KM_4556	KMXK_0G03260	W0THS9	KLMA_80317	3.216965034	10.54781985	5.493816316	14.39926526	7.659643234	9	10.54781985	10.54781985	5.493816316	10.54781985	9	5.493816316	 Trehalose-6-phosphate synthase - TPS1	2.4.1.15
Chassy_KM_2601	KMXK_0D02190	W0T9W1	KLMA_40191	2.931828756	2.471686819	2.694601205	1.245697996	0.750827032	0.863246312	1.880444153	2.471686819	2.471686819	1.245697996	1.245697996	1.389892566	 Glutaminyl-tRNA synthetase - GLN4	
Chassy_KM_4306	KMXK_0G00760	W0THU7	KLMA_80065	34.11191734	80.11308308	11.32846739	2.511191734	7.111308308	2.511191734	17.73817423	27.48035868	14.19911083	122.2846739	64.79332247	52.36699231	 Pyruvate dehydrogenase complex protein X component - PDX1	
Chassy_KM_1490	KMXK_0B06720	W0T670	KLMA_20659	1.610157216	9	1.371373706	1.15443469	1.872984833	1.15443469	9	25.10157216	2.16227766	5.812920691	4.623413252	5.812920691	 Meiotic sister chromatid recombination protein 1 - MSC1	
Chassy_KM_2119	KMXK_0C04640	W0TAB9	KLMA_30466	1.955209235	1.253933905	2.87467512	0	0.311133937	0	1.58086154	1.955209235	1.253933905	2.87467512	2.383855153	1.253933905	 26S protease subunit RPT4 - RPT4	
Chassy_KM_564	KMXK_0A05740	W0T4F3	KLMA_10286	1.636650899	0.832980711	0.438449888	0.274274986	1.069138081	0.832980711	0.623776739	0.623776739	1.636650899	1.636650899	1.636650899	1.069138081	 26S protease regulatory subunit 6B homolog - RPT3	
Chassy_KM_3182	KMXK_0E01500	W0TB23	KLMA_50143	1.3101297	0.687612476	0.519911083	0	0.519911083	0.687612476	0.519911083	0.873817423	0.519911083	1.080567538	0.873817423	1.3101297	 26S protease regulatory subunit 8 homolog - RPT6	
Chassy_KM_1880	KMXK_0C02250	W0T7Y2	KLMA_30225	12.33521432	12.33521432	10.54781985	4.623413252	5.493816316	3.869675252	4.623413252	19.53525026	7.659643234	12.33521432	9	16.7827941	' S-methyl-5''-thioadenosine phosphorylase - MEU1'	2.4.2.28
Chassy_KM_2992	KMXK_0D06100	W0TB05	KLMA_40581	31621.7766	316226.766	3161.27766	3161.27766	17781.7941	999	177826.941	999999	9999	176.827941	17781.7941	1777.27941	 40S ribosomal protein S17-B - RPS17A	
Chassy_KM_4594	KMXK_0G03640	W0TKG9	KLMA_80358	165.8100537	76.42636827	26.82559402	45.41588834	99	26.82559402	58.94842503	99	128.1549665	76.42636827	76.42636827	34.93813664	 Mitochondrial peroxiredoxin PRX1 - PRX1b	
Chassy_KM_986	KMXK_0B01680	W0T6B9	KLMA_20155	7.576958986	2.414548874	4.011872336	2.981071706	1.511886432	3.641588834	2.686945065	1.712272579	1.511886432	0.847849797	1.928644565	1.326305067	 Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] - GFA1	
Chassy_KM_792	KMXK_0A08030	W0T4B9	KLMA_10049	4.379838403	3.506570338	3.506570338	1.030917621	3.124626383	1.424462017	7.376776401	3.124626383	5.422325422	2.16227766	1.648969288	2.775053205	 Protein disulfide-isomerase - PDI1	5.3.4.1
Chassy_KM_2050	KMXK_0C03950	W0T9G4	KLMA_30398	16.7827941	25.10157216	20.5443469	55.23413252	13.67799268	20.5443469	20.5443469	25.10157216	4.623413252	11.11527659	4.623413252	9	 2-deoxyglucose-6-phosphate phosphatase 2 - DOG2	
Chassy_KM_1297	KMXK_0B04790	W0T804	KLMA_20468	17.95735652	4.274997064	5.812920691	2.16227766	1.15443469	0.467799268	13.67799268	5.812920691	15.68100537	11.91549665	15.68100537	11.91549665	 NADH-cytochrome b5 reductase - MCR1	1.6.2.2
Chassy_KM_2246	KMXK_0C05920	W0T8E4	KLMA_30592	3.540909611	1.86512027	2.72759372	0.692666615	0.584893192	0.483981789	1.86512027	1.86512027	1.682695795	2.490254879	4.179474679	2.268027589	 Eukaryotic translation initiation factor 3 subunit B - PRT1	
Chassy_KM_1736	KMXK_0C00810	W0T7J6	KLMA_30075	9	6.943282347	2.981071706	0.995262315	1.238721139	0.77827941	9	6.943282347	10.22018454	10.22018454	10.22018454	5.309573445	 Adenylosuccinate lyase - ADE13	4.3.2.2
Chassy_KM_3714	KMXK_0F00600	W0TEN7	KLMA_60504	9999	999999	56233.13252	5622.413252	561.3413252	99	99	999	99	3162276.66	316226.766	56233.13252	 60S ribosomal protein L35 - RPL35B	
Chassy_KM_921	KMXK_0B01030	W0T8Y0	KLMA_20091	215442.469	464157.8834	46414.88834	464157.8834	4640.588834	99999	464157.8834	215442.469	21543.3469	9999999	464157.8834	46414.88834	 40S ribosomal protein S27 - KLMA_20091	
Chassy_KM_3572	KMXK_0E05400	W0TEE8	KLMA_50537	4.925530976	3.806380863	3.328761281	2.898603703	4.925530976	3.806380863	3.328761281	3.328761281	1.565020906	9	9	4.925530976	 Eukaryotic peptide chain release factor GTP-binding subunit - SUP35	
Chassy_KM_929	KMXK_0B01110	W0T6W1	KLMA_20098	5.309573445	24.11886432	20.5443469	0.847849797	3.641588834	1.511886432	2.414548874	7.576958986	4.411695265	20.5443469	14.84893192	72.56422545	 Phosphoglycerate mutase - GPM1	5.4.2.11
Chassy_KM_1706	KMXK_0C00510	W0T8I3	KLMA_30048	10.65914401	10.65914401	7.576958986	6.356422545	1.928644565	2.981071706	12.59356391	17.47849797	9	24.11886432	28.28644565	9	 Actin-related protein 3 - ARP3	
Chassy_KM_2130	KMXK_0C04750	W0T830	KLMA_30477	11.58925412	4.623413252	2.981071706	4.623413252	2.548133892	2.16227766	5.309573445	4.011872336	9	3.466835922	9	2.548133892	 D-3-phosphoglycerate dehydrogenase 1 - SER3	
Chassy_KM_4496	KMXK_0G02660	W0TG01	KLMA_80256	999	3161.27766	20.5443469	680.2920691	99	20.5443469	999	6811.920691	30.6227766	315.227766	463.1588834	214.443469	 Translationally-controlled tumor protein homolog - KLMA_80256	
Chassy_KM_149	KMXK_0A01590	W0T5I8	KLMA_10681	10.15883993	3.159562163	5.449466771	1.682695795	2.72759372	1.682695795	4.779692884	4.779692884	6.19685673	3.159562163	5.449466771	4.179474679	 Cell division control protein 12 - CDC12	
Chassy_KM_4797	KMXK_0H01420	W0TG06	KLMA_70145	0.77827941	7.659643234	14.39926526	2.16227766	9	2.651741273	14.39926526	16.7827941	1.738419634	47.69675252	47.69675252	9	 Conserved hypothetical membrane protein - ywtG	
Chassy_KM_2436	KMXK_0D00530	W0TAJ8	KLMA_40039	999	9999	3161.27766	999	99	30.6227766	561.3413252	999	5622.413252	99999	17781.7941	56233.13252	 60S ribosomal protein L38 - RPL38	
Chassy_KM_2206	KMXK_0C05510	W0TCN1	KLMA_30554	76.42636827	99	76.42636827	20.5443469	15.68100537	4.994842503	76.42636827	76.42636827	11.91549665	20.5443469	58.94842503	45.41588834	 Cell wall protein ECM33 - ECM33	
Chassy_KM_4828	KMXK_0H01730	W0TG27	KLMA_70175	3.548777947	3.281332399	0.94748304	0.528306733	0.623776739	0.35387618	1.481628923	1.801356761	1.976351442	1.335721469	2.359818286	1.481628923	" Protein ARG5 - ARG5,6"	
Chassy_KM_1732	KMXK_0C00770	W0T9A1	KLMA_30071	2.72759372	1.06198601	2.981071706	0.692666615	0.584893192	1.06198601	2.059949687	1.511886432	2.490254879	1.682695795	2.72759372	1.351952635	 Vacuolar protein sorting-associated protein 1 - VPS1	
Chassy_KM_936	KMXK_0B01180	W0T8Z6	KLMA_20106	132.3521432	236.1373706	41.16965034	22.71373706	9	22.71373706	73.98942093	99	73.98942093	55.23413252	315.227766	55.23413252	 Flavoprotein-like protein YCP4 - YCP4	
Chassy_KM_2019	KMXK_0C03640	W0T8A9	KLMA_30370	1.682695795	4.623413252	3.047089951	1.096179992	3.393970561	1.682695795	3.770582696	4.179474679	3.047089951	1.275845926	1.096179992	1.275845926	 Glycogen [starch] synthase - GSY2	2.4.1.11
Chassy_KM_5003	KMXK_0H03480	W0TJ61	KLMA_70351	19.53525026	6.498942093	16.7827941	1.738419634	1.053525026	1.053525026	5.493816316	10.54781985	4.623413252	41.16965034	9	9	 KH domain-containing protein YBL032W - HEK2	
Chassy_KM_4639	KMXK_0G04090	W0TIR2	KLMA_80405	7.576958986	5.309573445	7.576958986	10.65914401	6.356422545	9	5.309573445	5.309573445	9	6.356422545	9	9	 Putative aspartyl aminopeptidase - APE4	
Chassy_KM_1092	KMXK_0B02740	W0T517	KLMA_20259	6.079457844	7.912509381	9	1.818382931	0.77827941	0.995262315	4.623413252	4.011872336	3.466835922	9	4.011872336	10.22018454	 Aromatic amino acid aminotransferase 1 - ARO8	
Chassy_KM_1322	KMXK_0B05040	W0TA28	KLMA_20491	76.42636827	277.2559402	20.5443469	2.593813664	4.994842503	4.994842503	76.42636827	76.42636827	34.93813664	45.41588834	34.93813664	26.82559402	 Cytochrome c oxidase subunit 4 - COX4	
Chassy_KM_557	KMXK_0A05670	W0T4G0	KLMA_10296	45.41588834	5.309573445	6.356422545	2.981071706	33.14548874	33.14548874	2.981071706	2.414548874	1.511886432	0.584893192	2.414548874	14.84893192	 UPF0676 protein C1494.01 - KLMA_10296	
Chassy_KM_3382	KMXK_0E03500			0.930697729	0.115883993	0.245197085	0	0.115883993	0.115883993	0.245197085	0.245197085	0.55051578	0.115883993	0	0	CBS 6556 specific No description in DMKU3-1042- NA	
Chassy_KM_4394	KMXK_0G01640	W0TI26	KLMA_80155	2.16227766	2.371147678	1.296736176	1.020949938	0.564748142	1.448436747	1.782559402	2.83118685	1.296736176	1.966348839	2.593813664	1.296736176	 Protein transport protein SEC24 - SEC24	
Chassy_KM_2036	KMXK_0C03810	W0TC41	KLMA_30384	4.754399373	3.365158322	2.981071706	0.737800829	1.754228703	1.754228703	5.918309709	2.630780548	2.01995172	4.754399373	5.309573445	3.786300923	 T-complex protein 1 subunit beta - CCT2	
Chassy_KM_997	KMXK_0B01790	W0T6D1	KLMA_20165	12.33521432	30.6227766	4.623413252	3.869675252	9	7.659643234	19.53525026	14.39926526	7.659643234	3.216965034	1.371373706	3.869675252	 Adenylate kinase - ADK1	2.7.4.3
Chassy_KM_3706	KMXK_0F00520	W0TFI3	KLMA_60512	1.253933905	0.839525796	0.902881591	0.311133937	0.14504757	0.356291191	0.553017933	0.661836278	0.77827941	0.77827941	0.902881591	0.606506004	 DNA-directed RNA polymerase subunit - RPB1	2.7.7.6
Chassy_KM_4002	KMXK_0F03480	W0TD08	KLMA_60226	4.484416576	5.700187504	4.484416576	1.462092401	1.015337686	0.823348001	3.489251258	2.324597932	9	5.700187504	4.484416576	4.484416576	 2-isopropylmalate synthase - LEU4	
Chassy_KM_987	KMXK_0B01690	W0T938	KLMA_20156	1.818382931	9	1.818382931	3.466835922	2.548133892	2.981071706	5.309573445	11.58925412	7.912509381	2.548133892	6.079457844	3.466835922	 Vacuolar aminopeptidase 1 - LAP4	
Chassy_KM_148	KMXK_0A01580	W0T8A7	KLMA_10682	42.28761281	22.101297	42.28761281	7.111308308	3.328761281	3.328761281	34.11191734	14.19911083	42.28761281	27.48035868	27.48035868	14.19911083	 Thioredoxin reductase - TRR1	1.8.1.9
Chassy_KM_4502	KMXK_0G02720	W0TG05	KLMA_80261	0.55051578	1.404099184	1.539580038	0.637893707	0.637893707	1.404099184	0.637893707	0.827699369	0.637893707	2.340484984	2.72759372	1.404099184	 Uncharacterized protein YMR031C - EIS1	
Chassy_KM_2856	KMXK_0D04740			45.41588834	76.42636827	26.82559402	34.93813664	99	26.82559402	26.82559402	45.41588834	11.91549665	165.8100537	58.94842503	34.93813664	CBS 6556 specific No description in DMKU3-1042- NA	
Chassy_KM_851	KMXK_0B00330	W0T6Q3	KLMA_20023	0.376857165	0.77827941	1.020949938	6.742636827	1.296736176	1.610157216	1.15443469	1.610157216	0.668100537	1.966348839	3.084238653	1.448436747	 Trehalose-phosphatase - TPS2	
Chassy_KM_4257	KMXK_0G00270	W0TG62	KLMA_80019	198.5262315	49.11872336	500.1872336	5.309573445	18.95262315	30.6227766	62.09573445	9	6.943282347	38.81071706	4.011872336	11.58925412	 Probable chaperone protein HSP31 - HSP31	
Chassy_KM_2573	KMXK_0D01910	W0TAX2	KLMA_40164	1.656087783	2.274549163	1.009233003	1.477076356	1.3101297	1.3101297	2.511191734	1.848035868	2.764935807	1.3101297	2.053855509	1.848035868	 Fimbrin - SAC6	
Chassy_KM_1602	KMXK_0B07840	W0TAV4	KLMA_20771	2510.886432	25117.86432	99	250.1886432	24.11886432	38.81071706	158488.3192	158488.3192	629.9573445	250.1886432	14.84893192	24.11886432	 12 kDa heat shock protein - HSP12	
Chassy_KM_1609	KMXK_0B07910	W0T8U2	KLMA_20778	5.660846291	5.660846291	3.436687331	2.383855153	4.817091329	2.383855153	2.87467512	12.11133937	4.080218047	7.733261624	18.68419447	12.11133937	 Protein KES1 - KES1	
Chassy_KM_443	KMXK_0A04530			214.443469	3161.27766	67.12920691	45.41588834	145.7799268	30.6227766	145.7799268	1466.799268	214.443469	67.12920691	67.12920691	99	CBS 6556 specific No description in DMKU3-1042- NA	
Chassy_KM_3266	KMXK_0E02340	W0TBW1	KLMA_50231	186.3817423	52.36699231	7.111308308	9	5.579332247	5.579332247	9	5.579332247	4.336699231	34.11191734	42.28761281	42.28761281	 Aminomethyltransferase - GCV1	2.1.2.10
Chassy_KM_2848	KMXK_0D04660	W0TBS0	KLMA_40444	11.58925412	78.43282347	38.81071706	14.84893192	1.511886432	1.511886432	30.6227766	24.11886432	250.1886432	14.84893192	78.43282347	24.11886432	 FK506-binding protein - FPR3	
Chassy_KM_2063	KMXK_0C04080	W0TA66	KLMA_30411	6.356422545	5.309573445	5.309573445	4.411695265	1.15443469	1.928644565	17.47849797	9	6.356422545	9	28.28644565	20.5443469	 Uncharacterized protein YMR152W - YIM1	
Chassy_KM_2570	KMXK_0D01880	W0T9T0	KLMA_40161	1.351952635	0.995262315	0.930697729	0.068000433	0.103715503	0.068000433	0.435961702	0.483981789	0.483981789	0.637893707	1.130941015	0.868222385	 Pentafunctional AROM polypeptide - ARO1	
Chassy_KM_2985	KMXK_0D06030	W0TC44	KLMA_40574	45.41588834	15.68100537	26.82559402	76.42636827	34.93813664	15.68100537	128.1549665	20.5443469	165.8100537	26.82559402	6.742636827	9	 Peroxiredoxin TSA1 - TSA1	
Chassy_KM_776	KMXK_0A07870	W0T294	KLMA_10065	4.531681198	1.86512027	2.268027589	0.483981789	0.483981789	0.584893192	1.351952635	0.807768677	1.86512027	1.682695795	3.540909611	1.682695795	 Histidine biosynthesis trifunctional protein - HIS4	3.5.4.19; 3.6.1.31; 1.1.1.23
Chassy_KM_3319	KMXK_0E02870	W0TBC7	KLMA_50283	0.920141939	0.920141939	0.995262315	0.258925412	0.122018454	0.308177474	0.584893192	0.525222957	1.073321573	1.511886432	0.77827941	0.525222957	 Phosphoribosylformylglycinamidine synthase - ADE6	
Chassy_KM_2208	KMXK_0C05530	W0TAN7	KLMA_30556	0.70125428	1.218982341	0.858791891	3.124626383	2.455107295	5.422325422	3.923882632	5.422325422	2.16227766	1.218982341	2.775053205	1.218982341	 Glutamate decarboxylase - GAD1	4.1.1.15
Chassy_KM_3519	KMXK_0E04870	W0TBW3	KLMA_50483	12.33521432	5.493816316	5.493816316	3.216965034	2.16227766	3.869675252	3.869675252	10.54781985	3.216965034	14.39926526	12.33521432	9	 Prohibitin-1 - PHB1	
Chassy_KM_3923	KMXK_0F02690	W0TDZ5	KLMA_60304	2.311311215	0.995262315	1.290867653	0.202264435	0.258925412	0.202264435	0.513561248	0.445439771	0.905460718	1.089296131	2.01995172	0.819700859	 Clustered mitochondria protein homolog - CLU1	
Chassy_KM_4539	KMXK_0G03090	W0TGV0	KLMA_80299	1.32379163	0.680165693	0.524398777	0	0.102182525	0	0.626550703	0.254849232	0.626550703	0.735547961	1.24963819	0.475754392	 L-aminoadipate-semialdehyde dehydrogenase - LYS2	
Chassy_KM_875	KMXK_0B00570	W0T8T6	KLMA_20046	1.807216204	2.290344562	2.039195382	1.043359718	0.610262028	2.039195382	0.887391822	2.039195382	2.856620421	3.520353656	4.298316906	1.39502662	 Tryptophan synthase - TRP5	4.2.1.20
Chassy_KM_38	KMXK_0A00480	W0T498	KLMA_10795	4.011872336	6.943282347	4.623413252	0.258925412	0.584893192	0.258925412	5.309573445	5.309573445	6.943282347	6.943282347	6.079457844	6.079457844	 Medium-chain fatty acid ethyl ester synthase/esterase 2 - EHT1	
