Gene ontology (biological process)	Gene names  (ORF ) DMKU	Entry Uniprot ID	UNIprot ID	description	Gene Names CBS6556
L-serine biosynthetic process [GO:0006564]	KLMA_30477	W0T830	W0T830	 D-3-phosphoglycerate dehydrogenase 1 - SER3 	KMXK_0C04750
"transcription, DNA-templated [GO:0006351]"	KLMA_20755	W0T831	W0T831	 DNA-directed RNA polymerases I - RPC10 	KMXK_0B07680
generation of catalytic spliceosome for second transesterification step [GO:0000350]; mRNA 3'-splice site recognition [GO:0000389]	KLMA_30280	W0T832	W0T832	 Pre-mRNA-splicing factor ISY1 - ISY1 	KMXK_0C02780
COPII-coated vesicle budding [GO:0090114]; intracellular protein transport [GO:0006886]; macroautophagy [GO:0016236]; regulation of COPII vesicle coating [GO:0003400]	KLMA_20498	W0T833	W0T833	 Protein transport protein SEC23 - SEC23 	KMXK_0B05110
	KLMA_10632	W0T834			
	KLMA_30482	W0T835			
	KLMA_30285	W0T836	W0T836	 Trans-aconitate 3-methyltransferase - TMT1 	KMXK_0C02830
DNA-dependent DNA replication maintenance of fidelity [GO:0045005]; error-prone translesion synthesis [GO:0042276]	KLMA_20503	W0T837	W0T837	 DNA polymerase epsilon subunit B - DPB2 	KMXK_0B05160
mature ribosome assembly [GO:0042256]	KLMA_20760	W0T838	W0T838	 Ribosome assembly protein 1 - RIA1 	KMXK_0B07730
	KLMA_10637	W0T839	W0T839	 Uncharacterized protein - KLMA_10637 	KMXK_0A02020
"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; positive regulation of transcription by RNA polymerase I [GO:0045943]; tRNA export from nucleus [GO:0006409]"	KLMA_20508	W0T840	W0T840	 U3 small nucleolar RNA-associated protein 8 - UTP8 	KMXK_0B05210
"nucleotide-excision repair, DNA duplex unwinding [GO:0000717]; nucleotide-excision repair, DNA incision [GO:0033683]; phosphorylation of RNA polymerase II C-terminal domain [GO:0070816]; positive regulation of mitotic recombination [GO:0045951]; regulation of transposition, RNA-mediated [GO:0010525]; transcription by RNA polymerase II [GO:0006366]"	KLMA_30290	W0T841	W0T841	 DNA repair helicase RAD3 - RAD3 	KMXK_0C02870
	KLMA_20765	W0T842	W0T842	 UPF0641 membrane protein YHR140W - KLMA_20765 	KMXK_0B07780
	KLMA_30487	W0T843	W0T843	 Ankyrin repeat-containing protein YCR051W - KLMA_30487 	KMXK_0C04840
endocytosis [GO:0006897]; establishment or maintenance of actin cytoskeleton polarity [GO:0030950]; vacuole organization [GO:0007033]	KLMA_20513	W0T844	W0T844	 Protein GVP36 - GVP36 	KMXK_0B05260
	KLMA_10642	W0T845	W0T845	 cAMP-dependent protein kinase type 2 - TPK2 	KMXK_0A01970
tRNA 3'-terminal CCA addition [GO:0001680]	KLMA_30295	W0T846	W0T846	 tRNA nucleotidyltransferase - CCA1 	KMXK_0C02910
'de novo' protein folding [GO:0006458]; mitochondrial genome maintenance [GO:0000002]; protein quality control for misfolded or incompletely synthesized proteins [GO:0006515]; protein refolding [GO:0042026]; response to heat [GO:0009408]	KLMA_20770	W0T847	W0T847	 DnaJ homolog 1 - dnaJ 	KMXK_0B07830
ER to Golgi vesicle-mediated transport [GO:0006888]	KLMA_20518	W0T848	W0T848	 Protein TED1 - TED1 	KMXK_0B05320
G1/S transition of mitotic cell cycle [GO:0000082]; G2/M transition of mitotic cell cycle [GO:0000086]; meiotic cell cycle [GO:0051321]; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]	KLMA_20775	W0T849	W0T849	 WD40 domain - CDC4 	KMXK_0B07880
ATP-dependent chromatin remodeling [GO:0043044]; histone H2B conserved C-terminal lysine ubiquitination [GO:0071894]; negative regulation of DNA-dependent DNA replication [GO:2000104]; negative regulation of histone exchange [GO:1900050]; negative regulation of histone H3-K14 acetylation [GO:0071441]; negative regulation of histone H3-K9 acetylation [GO:2000616]; nucleosome mobilization [GO:0042766]; nucleosome positioning [GO:0016584]; regulation of nucleosome density [GO:0060303]; regulation of transcriptional start site selection at RNA polymerase II promoter [GO:0001178]; termination of RNA polymerase II transcription [GO:0006369]; termination of RNA polymerase I transcription [GO:0006363]; transcription elongation from RNA polymerase II promoter [GO:0006368]	KLMA_30300	W0T850	W0T850	 Chromo domain-containing protein 1 - CHD1 	KMXK_0C02960
	KLMA_10647	W0T851	W0T851	 Uncharacterized protein - KLMA_10647 	KMXK_0A01930
	KLMA_20523	W0T852	W0T852	 Uncharacterized protein - KLMA_20523 	KMXK_0B05370
urea catabolic process [GO:0043419]	KLMA_30305	W0T853	W0T853	 Urea active transporter - DUR3 	KMXK_0C03000
	KLMA_20780	W0T854	W0T854	 Chaperone_DMP super family - KLMA_20780 	KMXK_0B07930
negative regulation of Ras protein signal transduction [GO:0046580]; positive regulation of adenylate cyclase activity [GO:0045762]; positive regulation of transcription from RNA polymerase II promoter in response to glucose starvation [GO:0061406]; positive regulation of transcription from RNA polymerase II promoter in response to nitrogen starvation [GO:0036278]; protein localization to bud neck [GO:0097271]; regulation of cytoplasmic mRNA processing body assembly [GO:0010603]	KLMA_20528	W0T855	W0T855	 cAMP-dependent protein kinase regulatory subunit - PKAR 	KMXK_0B05430
	KLMA_10652	W0T856			
transmembrane transport [GO:0055085]	KLMA_30310	W0T857	W0T857	 Probable transporter MCH2 - MCH2 	KMXK_0C03050
protein import into mitochondrial matrix [GO:0030150]; protein refolding [GO:0042026]	KLMA_20785	W0T858	W0T858	 GrpE protein homolog - mge1 	KMXK_0B07970
	KLMA_20533	W0T859	W0T859	 Protein SAN1 - SAN1 	KMXK_0B05480
	KLMA_30492	W0T860	W0T860	 Copper transport protein 86 - CTR86 	KMXK_0C04890
metabolic process [GO:0008152]	KLMA_10657	W0T861	W0T861	 Uncharacterized hydrolase HI0588 - KLMA_10657 	KMXK_0A01830
	KLMA_30315	W0T862	W0T862	 Uncharacterized protein - KLMA_30315 	KMXK_0C03080
	KLMA_20538	W0T863	W0T863	 Protein CAF130 - CAF130 	KMXK_0B05530
	KLMA_20790	W0T864	W0T864	 GLC7-interacting protein 3 - GIP3 	KMXK_0B08020
	KLMA_20543	W0T865	W0T865	 Nuclear control of ATPase protein 2 - NCA2 	KMXK_0B05580
protein glycosylation [GO:0006486]	KLMA_30320	W0T866	W0T866	 Glyco_transf_15 super family protein - KLMA_30320 	KMXK_0C03130
	KLMA_20795	W0T867	W0T867	 Mitochondrial 2-oxodicarboxylate carrier 2 - ODC2 	KMXK_0B08080
mRNA 3'-end processing [GO:0031124]; mRNA export from nucleus [GO:0006406]; nuclear retention of pre-mRNA at the site of transcription [GO:0071033]; posttranscriptional tethering of RNA polymerase II gene DNA at nuclear periphery [GO:0000973]; transcription-coupled nucleotide-excision repair [GO:0006283]; transcription elongation from RNA polymerase II promoter [GO:0006368]	KLMA_10662	W0T868	W0T868	 Nuclear mRNA export protein THP1 - THP1 	KMXK_0A01780
carbohydrate derivative metabolic process [GO:1901135]	KLMA_20548	W0T869	W0T869	 KpsF-like protein - KLMA_20548 	KMXK_0B05630
'de novo' L-methionine biosynthetic process [GO:0071266]; transsulfuration [GO:0019346]	KLMA_30325	W0T870	W0T870	 Cystathionine beta-lyase - STR3 	KMXK_0C03190
age-dependent response to reactive oxygen species involved in chronological cell aging [GO:0001320]; replicative cell aging [GO:0001302]	KLMA_20553	W0T871	W0T871	 Superoxide dismutase - SOD2 	KMXK_0B05680
"regulation of transcription, DNA-templated [GO:0006355]"	KLMA_30330	W0T872	W0T872	 Homeodomain super family - CUP9 	KMXK_0C03240
ribosomal large subunit assembly [GO:0000027]; translation [GO:0006412]	KLMA_20800	W0T873	W0T873	 60S ribosomal protein L5 - RPL5 	KMXK_0B08130
(1->3)-beta-D-glucan biosynthetic process [GO:0006075]	KLMA_30497	W0T874	W0T874	" 1,3-beta-glucan synthase component GSC2 - FKS3 "	KMXK_0C04940
translation [GO:0006412]	KLMA_20558	W0T875	W0T875	 60S ribosomal protein L27-A - RPL27A 	KMXK_0B05750
	KLMA_30502	W0T876	W0T876	 Putative guanine nucleotide-exchange factor SED4 - SEC12 	KMXK_0C04990
ATP-dependent chromatin remodeling [GO:0043044]; histone acetylation [GO:0016573]; nucleosome mobilization [GO:0042766]; regulation of nucleosome density [GO:0060303]; transcription initiation from RNA polymerase II promoter [GO:0006367]	KLMA_20805	W0T877	W0T877	 Transcription initiation factor TFIID subunit 14 - TAF14 	KMXK_0B08180
heme a biosynthetic process [GO:0006784]; iron-sulfur cluster assembly [GO:0016226]; ubiquinone biosynthetic process [GO:0006744]	KLMA_30335	W0T878	W0T878	 Adrenodoxin homolog - YAH1 	KMXK_0C03290
"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; ribosomal small subunit export from nucleus [GO:0000056]"	KLMA_30507	W0T880	W0T880	 Ribosome biogenesis protein SLX9 - SLX9 	KMXK_0C05030
	KLMA_30340	W0T881	W0T881	 Auxilin-like clathrin uncoating factor SWA2 - SWA2 	KMXK_0C03340
"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; positive regulation of transcription by RNA polymerase I [GO:0045943]"	KLMA_20810	W0T882	W0T882	 NET1-associated nuclear protein 1 - NAN1 	KMXK_0B08250
succinyl-CoA metabolic process [GO:0006104]; tricarboxylic acid cycle [GO:0006099]	KLMA_20568	W0T883	W0T883	" Succinate--CoA ligase [ADP-forming] subunit alpha, mitochondrial - LSC1 "	KMXK_0B05840
RNA processing [GO:0006396]	KLMA_10667	W0T884	W0T884	 Small nuclear ribonucleoprotein Sm D1 - SMD1 	KMXK_0A01730
	KLMA_30345	W0T885	W0T885	 Uncharacterized protein - KLMA_30345 	KMXK_0C03390
cell budding [GO:0007114]; cell wall mannoprotein biosynthetic process [GO:0000032]; division septum assembly [GO:0000917]; protein N-linked glycosylation [GO:0006487]	KLMA_30512	W0T886	W0T886	 Uncharacterized alpha-1 - MNN10 	KMXK_0C05070
	KLMA_20815	W0T887	W0T887	 Ribonuclease T2-like - RNY1 	KMXK_0B08300
	KLMA_20573	W0T888	W0T888	 Uncharacterized protein - RUP1 	KMXK_0B05880
	KLMA_30517	W0T889	W0T889	 U1 small nuclear ribonucleoprotein component - SNU56 	KMXK_0C05120
protein refolding [GO:0042026]	KLMA_30350	W0T890	W0T890	 Hsp70/Hsp90 co-chaperone CNS1 - CNS1 	KMXK_0C03440
negative regulation of protein kinase C signaling [GO:0090038]; negative regulation of Rho protein signal transduction [GO:0035024]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of fungal-type cell wall organization [GO:0060237]; signal transduction [GO:0007165]	KLMA_20578	W0T891	W0T891	 GTPase-activating protein SAC7 - SAC7 	KMXK_0B05920
	KLMA_20820	W0T892			
	KLMA_30355	W0T893	W0T893	 Antagonist of mitotic exit network protein 1 - AMN1 	KMXK_0C03490
	KLMA_20825	W0T896	W0T896	 K(+)/H(+) antiporter 1 - KHA1 	KMXK_0B08400
"DNA repair [GO:0006281]; mRNA splicing, via spliceosome [GO:0000398]"	KLMA_10672	W0T897	W0T897	 Pre-mRNA-splicing factor 19 - PRP19 	KMXK_0A01680
	KLMA_30360	W0T898	W0T898	 Protein TOS1 - TOS1 	KMXK_0C03540
lysine biosynthetic process via aminoadipic acid [GO:0019878]	KLMA_30527	W0T899	W0T899	" Homoaconitase, mitochondrial - LYS4 "	KMXK_0C05210
	KLMA_20588	W0T8A0	W0T8A0	 Uncharacterized protein - KLMA_20588 	KMXK_0B06010
	KLMA_10677	W0T8A1	W0T8A1	 Protein MET17 - MET17 	KMXK_0A01630
	KLMA_30365	W0T8A2	W0T8A2	 Putative pyridoxal reductase - KLMA_30365 	KMXK_0C03590
aerobic respiration [GO:0009060]; mitochondrial respiratory chain complex IV assembly [GO:0033617]; protein processing [GO:0016485]	KLMA_30532	W0T8A3	W0T8A3	" Cytochrome c oxidase protein 20, mitochondrial - COX20 "	KMXK_0C05250
	KLMA_20593	W0T8A4	W0T8A4	 Uncharacterized mitochondrial outer membrane protein YDR381C-A - KLMA_20593 	KMXK_0B06060
nucleotide-excision repair [GO:0006289]; phosphorylation of RNA polymerase II C-terminal domain [GO:0070816]; transcription by RNA polymerase II [GO:0006366]	KLMA_30537	W0T8A5	W0T8A5	 RNA polymerase II transcription factor B subunit 3 - TFB3 	KMXK_0C05320
establishment of cell polarity [GO:0030010]; positive regulation of formin-nucleated actin cable assembly [GO:0090338]; regulation of exit from mitosis [GO:0007096]; septin ring organization [GO:0031106]	KLMA_30542	W0T8A6	W0T8A6	 GTPase-interacting component 2 - GIC2 	KMXK_0C05370
cell redox homeostasis [GO:0045454]; removal of superoxide radicals [GO:0019430]	KLMA_10682	W0T8A7	W0T8A7	 Thioredoxin reductase - TRR1 	KMXK_0A01580
'de novo' IMP biosynthetic process [GO:0006189]; purine nucleobase metabolic process [GO:0006144]	KLMA_20598	W0T8A8	W0T8A8	 Phosphoribosylaminoimidazole carboxylase - ADE2 	KMXK_0B06100
glycogen biosynthetic process [GO:0005978]	KLMA_30370	W0T8A9	W0T8A9	 Glycogen [starch] synthase - GSY2 	KMXK_0C03640
nucleotide-excision repair [GO:0006289]; phosphorylation of RNA polymerase II C-terminal domain [GO:0070816]; transcription by RNA polymerase I [GO:0006360]; transcription by RNA polymerase II [GO:0006366]	KLMA_30547	W0T8B0	W0T8B0	 RNA polymerase II transcription factor B subunit 1 - TFB1 	KMXK_0C05430
	KLMA_20830	W0T8B1	W0T8B1	 Lactose permease - LAC12 	KMXK_0B08450
formation of cytoplasmic translation initiation complex [GO:0001732]; translation reinitiation [GO:0002188]	KLMA_30552	W0T8B2	W0T8B2	 Eukaryotic translation initiation factor 3 subunit A - TIF32 	KMXK_0C05490
	KLMA_10687	W0T8B3	W0T8B3	 Mitochondrial translation factor ATP22 - ATP22 	KMXK_0A01530
cellular iron ion homeostasis [GO:0006879]; ubiquinone biosynthetic process [GO:0006744]	KLMA_20603	W0T8B4	W0T8B4	" NADPH:adrenodoxin oxidoreductase, mitochondrial - ARH1 "	KMXK_0B06170
mitochondrial respiratory chain complex IV assembly [GO:0033617]	KLMA_30375	W0T8B5	W0T8B5	 Protein PET100 - PET100 	KMXK_0C03700
pantothenate biosynthetic process [GO:0015940]; S-adenosylmethioninamine biosynthetic process [GO:0006557]; spermidine biosynthetic process [GO:0008295]; spermine biosynthetic process [GO:0006597]	KLMA_30557	W0T8B6	W0T8B6	 S-adenosylmethionine decarboxylase proenzyme - SPE2 	KMXK_0C05540
mitochondrial tryptophanyl-tRNA aminoacylation [GO:0070183]	KLMA_10692	W0T8B7	W0T8B7	 Tryptophanyl-tRNA synthetase - MSW1 	KMXK_0A01480
ubiquinone biosynthetic process [GO:0006744]	KLMA_20608	W0T8B8	W0T8B8	" 5-demethoxyubiquinone hydroxylase, mitochondrial - COQ7 "	KMXK_0B06220
	KLMA_30380	W0T8B9	W0T8B9	 Serine/threonine-protein kinase Haspin homolog - ALK2 	KMXK_0C03750
carbohydrate metabolic process [GO:0005975]	KLMA_30562	W0T8C0	W0T8C0	 UPF0010 protein YMR099C - KLMA_30562 	KMXK_0C05610
	KLMA_10697	W0T8C1	W0T8C1	 Uncharacterized protein - KLMA_10697 	KMXK_0A01430
"DNA-templated transcription, termination [GO:0006353]; histone H3-K4 trimethylation [GO:0080182]; positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968]; positive regulation of transcription elongation from RNA polymerase I promoter [GO:2001209]; regulation of histone H2B conserved C-terminal lysine ubiquitination [GO:2001173]; regulation of transcription-coupled nucleotide-excision repair [GO:0090262]; transcription elongation from RNA polymerase II promoter [GO:0006368]"	KLMA_20613	W0T8C2	W0T8C2	 RNA polymerase-associated protein LEO1 - LEO1 	KMXK_0B06270
mRNA stabilization [GO:0048255]	KLMA_30567	W0T8C3	W0T8C3	 Uncharacterized protein YMR098C - ATP25 	KMXK_0C05670
actin filament organization [GO:0007015]; ascospore wall assembly [GO:0030476]; endocytosis [GO:0006897]	KLMA_30385	W0T8C4	W0T8C4	 Actin cytoskeleton-regulatory complex protein END3 - END3 	KMXK_0C03820
transmembrane transport [GO:0055085]	KLMA_20835	W0T8C5	W0T8C5	 Uncharacterized MFS-type transporter C1271.10c - KLMA_20835 	KMXK_0D00130
cytoplasmic translation [GO:0002181]; translational elongation [GO:0006414]	KLMA_10702	W0T8C6	W0T8C6	 60S acidic ribosomal protein P1-alpha - RPP1A 	KMXK_0A01380
regulation of meiotic nuclear division [GO:0040020]	KLMA_30572	W0T8C7	W0T8C7	 Meiosis induction protein kinase IME2/SME1 - IME2 	KMXK_0C05720
	KLMA_20618	W0T8C8	W0T8C8	 DNA repair protein XRS2 - KLMA_20618 	KMXK_0B06320
protein N-linked glycosylation [GO:0006487]	KLMA_10707	W0T8C9	W0T8C9	 Mannan polymerase II complex ANP1 subunit - ANP1 	KMXK_0A01330
cellular carbohydrate metabolic process [GO:0044262]	KLMA_30577	W0T8D0	W0T8D0	 D-arabinose dehydrogenase [NAD(P)+] heavy chain - ARA1 	KMXK_0C05770
meiotic mismatch repair [GO:0000710]	KLMA_30390	W0T8D1	W0T8D1	 DNA mismatch repair protein PMS1 - PMS1 	KMXK_0C03870
	KLMA_20623	W0T8D2	W0T8D2	 Exosome complex component RRP40 - RRP40 	KMXK_0B06370
cell adhesion [GO:0007155]; cellular response to nitrogen starvation [GO:0006995]; establishment of mitotic spindle orientation [GO:0000132]; fungal-type cell wall assembly [GO:0071940]; invasive growth in response to glucose limitation [GO:0001403]; negative regulation of TORC1 signaling [GO:1904262]; negative regulation of translation [GO:0017148]; positive regulation of filamentous growth of a population of unicellular organisms in response to starvation [GO:1900436]; positive regulation of gluconeogenesis [GO:0045722]; positive regulation of macroautophagy [GO:0016239]; positive regulation of protein export from nucleus in response to glucose starvation [GO:0036279]; positive regulation of pseudohyphal growth [GO:2000222]; replicative cell aging [GO:0001302]; response to unfolded protein [GO:0006986]; single-species surface biofilm formation [GO:0090606]	KLMA_30582	W0T8D3	W0T8D3	 Non-specific serine/threonine protein kinase - SNF1 	KMXK_0C05820
protein folding [GO:0006457]	KLMA_10712	W0T8D4	W0T8D4	 Heat shock protein SSC1 - SSC1 	KMXK_0A01280
	KLMA_30395	W0T8D6	W0T8D6	 ZZ_NBR1_like protein - KLMA_30395 	KMXK_0C03920
histone H4 deacetylation [GO:0070933]; negative regulation of chromatin silencing at rDNA [GO:0061188]; negative regulation of chromatin silencing at silent mating-type cassette [GO:0061186]; negative regulation of chromatin silencing at telomere [GO:0031939]; negative regulation of reciprocal meiotic recombination [GO:0045128]; negative regulation of transcription by RNA polymerase I [GO:0016479]; negative regulation of transcription involved in meiotic cell cycle [GO:0051038]; positive regulation of macroautophagy [GO:0016239]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein localization to nucleolar rDNA repeats [GO:0034503]; regulation of DNA-dependent DNA replication initiation [GO:0030174]; regulation of transcription involved in G1/S transition of mitotic cell cycle [GO:0000083]; regulation of transcription involved in G2/M transition of mitotic cell cycle [GO:0000117]; replicative cell aging [GO:0001302]; transcription elongation from RNA polymerase II promoter [GO:0006368]; transfer RNA gene-mediated silencing [GO:0061587]	KLMA_20628	W0T8D7	W0T8D7	 Histone deacetylase - RPD3 	KMXK_0B06420
ATP hydrolysis coupled proton transport [GO:0015991]	KLMA_10717	W0T8D8	W0T8D8	 V-type proton ATPase proteolipid subunit - VMA3 	KMXK_0A01230
nuclear-transcribed mRNA poly(A) tail shortening [GO:0000289]; positive regulation of endodeoxyribonuclease activity [GO:0032079]; regulation of mRNA stability [GO:0043488]	KLMA_30587	W0T8D9	W0T8D9	 Protein VTS1 - VTS1 	KMXK_0C05870
	KLMA_20633	W0T8E1			
"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000467]; nuclear polyadenylation-dependent rRNA catabolic process [GO:0071035]; nuclear polyadenylation-dependent tRNA catabolic process [GO:0071038]; U1 snRNA 3'-end processing [GO:0034473]; U4 snRNA 3'-end processing [GO:0034475]; U5 snRNA 3'-end processing [GO:0034476]"	KLMA_30400	W0T8E2	W0T8E2	 Exosome complex component RRP45 - RRP45 	KMXK_0C03970
	KLMA_10722	W0T8E3	W0T8E3	 Probable E3 ubiquitin-protein ligase HUL4 - HUL4 	KMXK_0A01180
formation of cytoplasmic translation initiation complex [GO:0001732]	KLMA_30592	W0T8E4	W0T8E4	 Eukaryotic translation initiation factor 3 subunit B - PRT1 	KMXK_0C05920
early endosome to late endosome transport [GO:0045022]; regulation of protein complex assembly [GO:0043254]; vacuolar acidification [GO:0007035]	KLMA_10727	W0T8E5	W0T8E5	 Regulator of V-ATPase in vacuolar membrane protein 1 - RAV1 	KMXK_0A01130
	KLMA_20638	W0T8E6	W0T8E6	 Putative polyol transporter 2 - PLT5 	KMXK_0B06510
	KLMA_30013	W0T8E7	W0T8E7	 Cytochrome b2 - CYB2 	KMXK_0C00150
	KLMA_30597	W0T8E8	W0T8E8	 Peroxisome proliferation transcriptional regulator - OAF1 	KMXK_0C05970
tRNA modification [GO:0006400]	KLMA_30405	W0T8E9	W0T8E9	 tRNA-specific adenosine deaminase subunit TAD2 - TAD2 	KMXK_0C04020
protein import into mitochondrial inner membrane [GO:0045039]	KLMA_10732	W0T8F0	W0T8F0	 Mitochondrial import inner membrane translocase subunit TIM9 - TIM9 	KMXK_0A01080
acetate fermentation [GO:0019654]; acetyl-CoA biosynthetic process from acetate [GO:0019427]; histone acetylation [GO:0016573]	KLMA_30602	W0T8F1	W0T8F1	 Acetyl-coenzyme A synthetase - ACS1 	KMXK_0C06020
UDP-N-acetylglucosamine biosynthetic process [GO:0006048]	KLMA_20643	W0T8F2	W0T8F2	 UDP-N-acetylglucosamine pyrophosphorylase - QRI1 	KMXK_0B06560
	KLMA_30410	W0T8F3	W0T8F3	 Synaptonemal complex protein ZIP1 - ZIP1 	KMXK_0C04070
	KLMA_30018	W0T8F4	W0T8F4	 Uncharacterized oxidoreductase YGL157W - ARI1 	KMXK_0C00200
	KLMA_10737	W0T8F5	W0T8F5	 UPF0652 protein - KLMA_10737 	KMXK_0A01030
carbohydrate transport [GO:0008643]	KLMA_30607	W0T8F6	W0T8F6	 Sugar transporter STL1 - STL1 	KMXK_0C06070
	KLMA_20648	W0T8F7	W0T8F7	 Uncharacterized protein YMR160W - KLMA_20648 	KMXK_0B06610
acetate biosynthetic process [GO:0019413]; NADPH regeneration [GO:0006740]; response to salt stress [GO:0009651]	KLMA_10742	W0T8F8	W0T8F8	 Magnesium-activated aldehyde dehydrogenase - ALD6 	KMXK_0A00970
"DNA damage response, detection of DNA damage [GO:0042769]; mRNA 3'-end processing [GO:0031124]; negative regulation of transposition, RNA-mediated [GO:0010526]"	KLMA_30415	W0T8F9	W0T8F9	 Regulator of Ty1 transposition - RTT103 	KMXK_0C04120
regulation of translational fidelity [GO:0006450]; telomere maintenance [GO:0000723]; tRNA threonylcarbamoyladenosine modification [GO:0002949]	KLMA_30612	W0T8G0	W0T8G0	 Threonylcarbamoyl-AMP synthase - SUA5 	KMXK_0C06110
	KLMA_30023	W0T8G1			
	KLMA_20653	W0T8G2	W0T8G2	 Uncharacterized protein YMR157C - AIM36 	KMXK_0B06660
adenine catabolic process [GO:0006146]; hypoxanthine salvage [GO:0043103]; nucleotide metabolic process [GO:0009117]; purine ribonucleoside monophosphate biosynthetic process [GO:0009168]	KLMA_10747	W0T8G3	W0T8G3	 Adenine deaminase - AAH1 	KMXK_0A00920
arsenate ion transmembrane transport [GO:1901684]; iron assimilation by reduction and transport [GO:0033215]	KLMA_30617	W0T8G4	W0T8G4	 Plasma membrane iron permease - FTR1 	KMXK_0C06160
proton transmembrane transport [GO:1902600]	KLMA_30420	W0T8G5	W0T8G5	 V-type proton ATPase subunit G - VMA10 	KMXK_0C04170
phosphatidylinositol dephosphorylation [GO:0046856]	KLMA_30028	W0T8G6	W0T8G6	 Phosphoinositide phosphatase SAC1 - SAC1 	KMXK_0C00300
geranylgeranyl diphosphate biosynthetic process [GO:0033386]	KLMA_10752	W0T8G7	W0T8G7	 Geranylgeranyl pyrophosphate synthetase - BTS1 	KMXK_0A00860
	KLMA_20658	W0T8G8	W0T8G8	 Uncharacterized membrane protein YMR155W - KLMA_20658 	KMXK_0B06710
	KLMA_30622	W0T8G9	W0T8G9	 54S ribosomal protein L13 - MRPL13 	KMXK_0C06210
	KLMA_30033	W0T8H0	W0T8H0	 Ubiquitin-activating enzyme E1 1 - UBA1 	KMXK_0C00350
lipid homeostasis [GO:0055088]; nuclear envelope organization [GO:0006998]	KLMA_30425	W0T8H1	W0T8H1	 Nucleus export protein BRL1 - BRL1 	KMXK_0C04220
	KLMA_10757	W0T8H2	W0T8H2	 Probable 26S protease subunit YTA6 - YTA6 	KMXK_0A00810
regulation of translation [GO:0006417]	KLMA_30627	W0T8H3	W0T8H3	 Eukaryotic translation initiation factor 2A - KLMA_30627 	KMXK_0C06260
protein folding in endoplasmic reticulum [GO:0034975]	KLMA_30038	W0T8H4	W0T8H4	 ER membrane protein complex subunit 3 - AIM27 	KMXK_0C00400
positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968]; protein folding [GO:0006457]; tubulin complex assembly [GO:0007021]	KLMA_20663	W0T8H5	W0T8H5	 Prefoldin alpha subunit - GIM5 	KMXK_0B06780
mannosyl-inositol phosphorylceramide metabolic process [GO:0006675]; sphingolipid biosynthetic process [GO:0030148]	KLMA_30430	W0T8H6	W0T8H6	 Sphingolipid C4-hydroxylase SUR2 - SUR2 	KMXK_0C04270
GPI anchor biosynthetic process [GO:0006506]	KLMA_10762	W0T8H7	W0T8H7	 Phosphatidylinositol N-acetylglucosaminyltransferase GPI2 subunit - GPI2 	KMXK_0A00780
tRNA re-export from nucleus [GO:0071528]	KLMA_30043	W0T8H8	W0T8H8	 Exportin-T - LOS1 	KMXK_0C00450
cell redox homeostasis [GO:0045454]	KLMA_30632	W0T8H9	W0T8H9	 Peroxiredoxin-like protein DDB_G0282517 - PRX1a 	KMXK_0C06310
RNA polymerase II transcriptional preinitiation complex assembly [GO:0051123]	KLMA_20668	W0T8I0	W0T8I0	 Transcription initiation factor TFIID subunit 13 - TAF13 	KMXK_0B06830
proline biosynthetic process [GO:0006561]; ribophagy [GO:0034517]	KLMA_30435	W0T8I1	W0T8I1	 Glutamate 5-kinase - PRO1 	KMXK_0C04320
"negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]; transcription, DNA-templated [GO:0006351]"	KLMA_10767	W0T8I2	W0T8I2	 Mediator of RNA polymerase II transcription subunit 8 - MED8 	KMXK_0A00720
actin cortical patch localization [GO:0051666]; actin cortical patch organization [GO:0044396]; actin filament polymerization [GO:0030041]; Arp2/3 complex-mediated actin nucleation [GO:0034314]; mitotic actomyosin contractile ring assembly [GO:1903475]	KLMA_30048	W0T8I3	W0T8I3	 Actin-related protein 3 - ARP3 	KMXK_0C00510
	KLMA_30637	W0T8I4	W0T8I4	 Bud site selection protein 8 - KLMA_30637 	KMXK_0C06360
	KLMA_20673	W0T8I5	W0T8I5	 Aldehyde dehydrogenase [NAD(P)+] 1 - ALD2 	KMXK_0B06880
positive regulation of transcription by RNA polymerase II [GO:0045944]	KLMA_30440	W0T8I6	W0T8I6	 Mediator of RNA polymerase II transcription subunit 6 - MED6 	KMXK_0C04370
