"orthoList$OG_IDs[converted]"	"genes"	"logFC"	"logCPM"	"PValue"	"FDR"	"Portein_names"
"OG0002156"	"YALI1_B28268g"	-1.018198531	7.105777281	0.001000681	0.012151028	"weakly similar to CAGL0K10648g Candida glabrata IPF3232.1"
"OG0003359"	"YALI1_D33105g"	-1.04784382	6.001832956	0.000864229	0.011161273	"similar to uniprot|Q9P7T6 Schizosaccharomyces pombeHypothetical protein C694.04c in chromosome I"
"OG0001572"	"YALI1_D06988g"	-0.919885877	5.967928611	0.000553375	0.008057338	"similar to uniprot|P38928 Saccharomyces cerevisiaeYIL140w SRO4 required for axial pattern of budding"
"OG0000692"	"YALI1_E13677g"	-1.105929756	3.971661346	0.000365936	0.006055944	"similar to uniprot|P14242 Saccharomyces cerevisiaeYNL082w PMS1 DNA mismatch repair protein"
"OG0001828"	"YALI1_F37685g"	1.027199039	6.580471873	0.003478792	0.027964959	"similar to CAGL0A03674g Candida glabrata"
"OG0003341"	"YALI1_E39378g"	-1.174953233	5.12852187	0.000288711	0.005128226	"weakly similar to DEHA0A13926g Debaryomyceshansenii IPF 7393.1"
"OG0003622"	"YALI1_A18273g"	-0.945216193	7.820769544	0.005690817	0.037789494	"weakly similar to uniprot|P14906 Saccharomycescerevisiae YOR254c SEC63 ER protein-translocation complexsubunit NPL1"
"OG0002492"	"YALI1_A21550g"	-0.787392135	5.567691831	0.002106179	0.020313897	"weakly similar to uniprot|Q8WZS2 Neurospora crassaDynactin (150 kDa dynein-associated polypeptide) ro-3"
"OG0002456"	"YALI1_F23988g"	-1.012729823	4.590406604	0.004061436	0.030445689	"weakly similar to uniprot|P87122Schizosaccharomyces pombe CaCA sodium/calcium exchanger"
"OG0001524"	"YALI1_E31982g"	-1.326315583	5.831298155	0.006482946	0.041433365	"weakly similar to uniprot|Q04781 Saccharomycescerevisiae YMR247c similarity to hypothetical protein S.pombe"
"OG0002493"	"YALI1_F00184g"	-1.473680491	5.52510094	0.000202303	0.004004417	"similar to uniprot|O13396 Neurospora crassa MSH-2DNA mismatch repair protein MSH2"
"OG0002145"	"YALI1_C03378g"	-1.086307181	6.242179219	0.000615393	0.008668454	"similar to uniprot|P39719 Saccharomyces cerevisiaeYAL053W Hypothetical 87.5 kDa protein in ACS1-GCV3intergenic region"
"OG0002221"	"YALI1_E11630g"	-0.803570898	4.88752986	0.005390351	0.03635786	"similar to uniprot|P32579 Saccharomyces cerevisiaeYGL169w SUA5 translation initiation protein"
"OG0002192"	"YALI1_B09708g"	-1.259463044	4.628591063	2.1322e-05	0.000792798	"similar to uniprot|P32863 Saccharomyces cerevisiaeYGL163c RAD54 DNA-dependent ATPase of the SNF2P family"
"OG0001823"	"YALI1_C11501g"	-0.970564632	5.224588953	0.001627311	0.016935783	"weakly similar to uniprot|P16151 Saccharomycescerevisiae YDR414c ERD1 required for retention of luminalER proteins"
"OG0000664"	"YALI1_C23504g"	1.336082553	7.267833248	0.001809396	0.018512684	"weakly similar to uniprot|P32912 Saccharomycescerevisiae YGL212w VAM7 vacuolar morphogenesis protein"
"OG0000867"	"YALI1_E26860g"	-0.936661043	5.215021679	0.001435052	0.015384269	"no similarity"
"OG0001926"	"YALI1_E08334g"	-0.886091347	6.612605877	0.004431769	0.031994306	"similar to uniprot|P53070 Saccharomyces cerevisiaeYGL236c MTO1"
"OG0002603"	"YALI1_E08472g"	-1.158321992	6.886922832	0.00369243	0.029122662	"similar to uniprot|P33307 Saccharomyces cerevisiaeYGL238w CSE1 importin-beta-like protein"
"OG0000855"	"YALI1_B23981g"	-0.98501872	6.24317082	0.000143642	0.003129629	"weakly similar to uniprot|P53067 Saccharomycescerevisiae YGL241w KAP114 Member of the karyopherin-betafamily nuclear import"
"OG0001015"	"YALI1_D13298g"	-1.000755861	6.011222398	0.003490426	0.027964959	"similar to uniprot|Q04869 Saccharomyces cerevisiaeYMR315w"
"OG0003582"	"YALI1_E31483g"	-1.376464014	4.180967496	0.000542266	0.007957776	"weakly similar to uniprot|Q9URQ3 Saccharomycescerevisiae YLR316c TAD3 subunit of tRNA-specificadenosine-34 deaminase"
"OG0003308"	"YALI1_F21279g"	0.715804333	5.151244181	0.006233053	0.040206178	"weakly similar to uniprot|P33411 Saccharomycescerevisiae YGR006w PRP18 U5 snRNA-associated protein"
"OG0001141"	"YALI1_D00537g"	-0.83456451	5.789221295	0.00436606	0.031678451	"weakly similar to uniprot|P53207 Saccharomycescerevisiae YGR013w SNU71 associated with U1 snRNP nocounterpart in mammalian U1 snRNP"
"OG0002065"	"YALI1_A13100g"	-0.908840811	7.375505307	0.008595298	0.049724663	"weakly similar to uniprot|P34160 Saccharomycescerevisiae YMR125w GCR3 large subunit of the nuclearcap-binding protein complex CBC singleton"
"OG0002733"	"YALI1_F24469g"	-0.81746021	6.370430465	0.004842464	0.033752366	"similar to uniprot|Q9Y7B3 Emericella nidulans DopAdevelopmental regulatory gene"
"OG0002716"	"YALI1_A04742g"	-1.020740825	7.048089411	4.40656e-05	0.001390131	"weakly similar to uniprot|Q12465 Saccharomycescerevisiae YLR084c RAX2"
"OG0001058"	"YALI1_C26408g"	-0.772706798	6.455965302	0.005962377	0.039084545	"similar to uniprot|Q12267 Saccharomyces cerevisiaeYLR086w SMC4 Stable Maintenance of Chromosomes P37.1.f4.2"
"OG0003032"	"YALI1_C17782g"	-1.066537918	6.720352156	0.005860671	0.03860276	"similar to uniprot|Q02895 Saccharomyces cerevisiaeYPL088w putative aryl-alcohol dehydrogenase"
"OG0001584"	"YALI1_E36098g"	-1.072985297	5.82843867	0.002508843	0.022968875	"similar to uniprot|P15565 Saccharomyces cerevisiaeYDR120C TRM1 N(2) N(2)-dimethylguanosine tRNAmethyltransferase mitochondrial precursor (EC 2.1.1.32)(tRNA(guanine-26 N(2)-N(2)) methyltransferase) (tRNA 22-dimethylguanosine-26 methyltransferase) (tRNA(m(22)G26)dimethyltransferase)"
"OG0002052"	"YALI1_B05420g"	1.872124226	6.944425234	0.002992415	0.02581917	"some similarities with uniprot|Q12255 Saccharomycescerevisiae YLR093c NYV1 v-SNARE vacuolar synaptobrevin"
"OG0001134"	"YALI1_B08438g"	-1.902766365	3.788532881	6.85552e-06	0.000380953	"similar to uniprot|Q08032 Saccharomyces cerevisiaeYLR103C Cell division control protein 45"
"OG0003117"	"YALI1_B11200g"	-2.054115073	6.748068282	0.004330185	0.031561326	"similar to uniprot|Q12019 Saccharomyces cerevisiaeYLR106C Midasin (MIDAS-containing protein)"
"OG0001169"	"YALI1_F09518g"	-1.143485991	5.744711553	1.7533e-05	0.000699418	"similar to uniprot|Q06156 Saccharomyces cerevisiaeYLR272c YCS4 subunit of condensin"
"OG0001658"	"YALI1_E21915g"	1.219483377	6.807977287	4.55131e-06	0.000281327	"similar to uniprot|P17649 Saccharomyces cerevisiaeYGR019w UGA1 4-aminobutyrate aminotransferase (GABAtransaminase)"
"OG0003253"	"YALI1_C18750g"	-1.018578465	4.996399932	0.006721715	0.042277702	"no similarity"
"OG0003559"	"YALI1_C32276g"	-1.382772283	6.773123447	7.94889e-05	0.002120989	"highly similar to uniprot|P39522 Saccharomycescerevisiae YJR016c ILV3 Dihydroxy-acid dehydratasemitochondrial precursor"
"OG0002016"	"YALI1_E17069g"	-1.019775599	5.820212812	0.000957048	0.011952241	"similar to ca|CA4686|IPF9015 Candida albicansIPF9015"
"OG0001258"	"YALI1_C32737g"	-1.474042251	3.632094612	0.000365619	0.006055944	"weakly similar to uniprot|P46946 Saccharomycescerevisiae YGL175c SAE2 meiotic recombination protein"
"OG0003368"	"YALI1_D19134g"	-0.898606191	6.77301314	0.007592316	0.045849111	"similar to uniprot|Q12496 Saccharomyces cerevisiaeYOL098c"
"OG0002280"	"YALI1_E04229g"	-0.901457052	5.131890689	0.003100428	0.026524427	"no similarity"
"OG0002642"	"YALI1_F17756g"	-0.809148956	6.665406203	0.006829487	0.042689583	"similar to wi|NCU09191.1 Neurospora crassaNCU09191. 1 hypothetical protein"
"OG0001628"	"YALI1_F25792g"	-0.942505568	4.782880215	0.001335608	0.014655396	"weakly similar to uniprot|Q9C2K7 Neurospora crassaRelated to nuclear protein SA-1"
"OG0003619"	"YALI1_B20242g"	-0.960766319	4.589860652	0.0023322	0.021867085	"weakly similar to uniprot|P09798 Saccharomycescerevisiae YKL022c CDC16 subunit of anaphase-promotingcomplex (cyclosome)"
"OG0001496"	"YALI1_B27307g"	0.83752428	6.779384739	0.005535	0.036963061	"similar to uniprot|P21734 Saccharomyces cerevisiaeYDR177w Ubiquitin-conjugating enzyme (Ubiquitin- proteinligase)"
"OG0001124"	"YALI1_F38869g"	0.72646884	4.793570223	0.007755212	0.046416322	"some similarities with DEHA0D16104g Debaryomyceshansenii"
"OG0003170"	"YALI1_E30943g"	-1.574893732	4.104772388	0.000380235	0.00621921	"weakly similar to CA5416|IPF1576 Candida albicans"
"OG0001882"	"YALI1_F15218g"	0.770231883	7.504139847	0.002950982	0.025570955	"weakly similar to uniprot|P32432 Saccharomycescerevisiae YLR403w SFP1 zinc finger protein"
"OG0002273"	"YALI1_E07121g"	-1.601930881	7.220126489	1.64362e-07	2.61985e-05	"similar to uniprot|P46971 Saccharomyces cerevisiaeYJR143c PMT4 dolichyl-phosphate-mannose--proteinO-mannosyl transferase"
"OG0002037"	"YALI1_D01188g"	-1.185590051	7.41856111	0.000193363	0.003878151	"similar to uniprot|P31116 Saccharomyces cerevisiaeYJR139c HOM6 homoserine dehydrogenase"
"OG0001202"	"YALI1_D21424g"	-0.853412323	7.333682221	0.00065515	0.00908065	"similar to uniprot|P32906 Saccharomyces cerevisiaeYJR131w MNS1 ER alpha1 2-mannosidase"
"OG0001764"	"YALI1_B15310g"	-0.874709601	6.119931264	0.003509688	0.028045094	"similar to uniprot|Q873P1 Emericella nidulans AvaBprotein"
"OG0000791"	"YALI1_B09993g"	-1.113791105	6.76341951	1.27526e-05	0.000585173	"weakly similar to uniprot|Q06991 Saccharomycescerevisiae YLR414C SIMILARITY to hypothetical 81 kDaprotein in CNB1-ORD1 intergenic region"
"OG0000732"	"YALI1_F11605g"	0.843865929	5.910497825	0.001926304	0.019190171	"weakly similar to uniprot|Q08959 Saccharomycescerevisiae YPL206C"
"OG0000713"	"YALI1_C30181g"	-1.117116041	7.250727102	0.002166367	0.020795059	"highly similar to uniprot|Q08965 Saccharomycescerevisiae YPL217c BMS1 Ribosome biogenesis protein"
"OG0001784"	"YALI1_F03735g"	-0.90635537	3.82942749	0.003177068	0.026876394	"weakly similar to uniprot|P06778 Saccharomycescerevisiae YML032c RAD52 recombination and DNA repairprotein"
"OG0001835"	"YALI1_F03722g"	-0.895759825	6.290629469	0.00050172	0.007503501	"weakly similar to uniprot|O13961Schizosaccharomyces pombe SPAC1786.03 Nuclear envelopeprotein cut11"
"OG0000967"	"YALI1_C23511g"	0.829571374	6.895388873	0.004199996	0.031099481	"similar to uniprot|P15454 Saccharomyces cerevisiaeYDR454c GUK1 guanylate kinase"
"OG0001171"	"YALI1_E21026g"	1.052913458	4.273166459	0.002710357	0.024071306	"similar to DEHA0C06160g Debaryomyces hansenii"
"OG0003089"	"YALI1_F08944g"	-1.836535094	4.666429778	6.17997e-07	6.6843e-05	"weakly similar to uniprot|Q8WZV3 Neurospora crassaConserved hypothetical protein"
"OG0003435"	"YALI1_A21913g"	1.270218836	4.636216444	0.003950151	0.030057872	"weakly similar to uniprot|Q02959 Saccharomycescerevisiae YPL116W HOS3 protein"
"OG0001261"	"YALI1_F35656g"	-1.038580768	6.301377797	0.003361006	0.02767662	"some similarities with uniprot|P25270 Saccharomycescerevisiae YOR201c PET56 rRNA (guanosine-2-O-)-methyltransferase"
"OG0002108"	"YALI1_D14893g"	-1.324403722	6.620394956	0.000944328	0.011817763	"similar to uniprot|P39744 Saccharomyces cerevisiaeYOR206w (RAD4) crucial for intranuclear movement ofribosomal precursor"
"OG0002407"	"YALI1_A02499g"	0.900656421	6.71968839	0.001130762	0.013045759	"similar to KLLA0F01639g Kluyveromyces lactis IPF1842.1"
"OG0000658"	"YALI1_F09405g"	-1.498188653	5.192687659	0.000306026	0.005372752	"similar to uniprot|P38149 Saccharomyces cerevisiaeYBR281c"
"OG0000935"	"YALI1_B27570g"	2.267969897	7.140335563	0.003382227	0.02767662	"weakly similar to uniprot|Q10321Schizosaccharomyces pombe"
"OG0002254"	"YALI1_C04991g"	-2.018575869	4.035216629	2.67399e-05	0.000952727	"similar to uniprot|Q8AWD3 Brachydanio rerio Similarto lipoyltransferase (Fragment)"
"OG0002252"	"YALI1_F09211g"	-1.038671931	3.618775254	0.002867415	0.025050831	"some similarities with uniprot|P39731 Saccharomycescerevisiae YAL034wa"
"OG0003573"	"YALI1_C17848g"	-1.023240883	6.975306859	0.00134477	0.014729241	"uniprot|Q873M5 Yarrowia lipolyticaUDP-Glc:glycoprotein glucosyltransferase"
"OG0002408"	"YALI1_E41057g"	-0.750474848	7.303856299	0.00448799	0.032284742	"similar to uniprot|Q9P424 Ajellomyces capsulataPutative calcium transporting ATPase"
"OG0001004"	"YALI1_C10730g"	-1.260403813	5.985835534	0.003774329	0.0293495	"similar to uniprot|P10962 Saccharomyces cerevisiaeYAL025c MAK16 nuclear viral propagation protein"
"OG0002048"	"YALI1_E41206g"	-1.176210757	3.991072574	0.001540546	0.016143746	"weakly similar to uniprot|P07866 Saccharomycescerevisiae YAL024c LTE1 GDP/GTP exchange factor"
"OG0003071"	"YALI1_B02345g"	-1.941652446	6.834099254	0.000126642	0.002894597	"uniprot|Q9P3Y5 Yarrowia lipolytica3-isopropylmalate dehydratase"
"OG0003405"	"YALI1_D20164g"	-1.736913859	6.684384308	0.000569058	0.008206623	"weakly similar to uniprot|Q06132 Saccharomycescerevisiae YLR336c SGD1 involved in HOG pathway"
"OG0002932"	"YALI1_E12223g"	-0.817060128	4.335762848	0.003517672	0.028071859	"similar to DEHA0F24321g Debaryomyces hansenii"
"OG0002713"	"YALI1_E19201g"	-1.275440035	5.831986407	1.30837e-06	0.000112386	"similar to uniprot|Q00684 Saccharomyces cerevisiaeYFR028c CDC14 dual specificity phosphatase"
"OG0002374"	"YALI1_D30058g"	-1.557158836	6.509059575	0.000625927	0.008776016	"similar to uniprot|Q12697 Saccharomyces cerevisiaeYOR291w similarity to cation translocating ATPases P16.2.f2.2"
"OG0001174"	"YALI1_C09773g"	1.368351284	9.247359265	0.004897271	0.033939097	"similar to uniprot|Q9P7B4 Schizosaccharomyces pombePutative short chain dehydrogenase"
"OG0001347"	"YALI1_D03047g"	-1.012260483	6.149717572	0.004865108	0.033832327	"similar to uniprot|P00927 Saccharomyces cerevisiaeYER086w ILV1 anabolic serine and threonine dehydrataseprecursor"
"OG0000789"	"YALI1_F13170g"	1.047732505	7.948015767	0.00240735	0.022427745	"similar to uniprot|P32771 Saccharomyces cerevisiaeYDL168w SFA1 long-chain alcohol dehydrogenase andDEHA0G06457g Debaryomyces hansenii"
"OG0001614"	"YALI1_F18152g"	-2.792951089	5.871746605	9.6423e-06	0.000470995	"similar to uniprot|P39709 Saccharomyces cerevisiaeYAL067c SEO1 suppressor of sulfoxyde ethionine resistance"
"OG0000870"	"YALI1_B06028g"	-1.225743597	6.923286487	0.000131537	0.002950815	"weakly similar to uniprot|Q12280 Saccharomycescerevisiae YPL242c IQG1 involved in cytokinesis hassimilarity to mammalian IQGAP proteins"
"OG0001595"	"YALI1_E38113g"	-0.678782349	7.011808883	0.007634695	0.046003714	"weakly similar to uniprot|Q06678 Saccharomycescerevisiae YDR322w MRPL35 ribosomal protein YmL35 of thelarge subunit mitochondrial singleton"
"OG0003499"	"YALI1_F12089g"	-0.955487619	5.866936425	0.000894396	0.011407518	"weakly similar to uniprot|Q06680 Saccharomycescerevisiae YDR325w YCG1 Yeast Condensin G"
"OG0002369"	"YALI1_B23834g"	-1.39326057	6.367081246	3.95079e-05	0.001252878	"similar to uniprot|P29952 Saccharomyces cerevisiaeYER003c PMI40 mannose-6-phosphate isomerase"
"OG0000838"	"YALI1_D06131g"	-5.119480336	7.675216992	2.86993e-06	0.000204508	"similar to uniprot|Q08193 Saccharomyces cerevisiaeYOL030w strongly similar to glycoprotein Gas1P"
"OG0003171"	"YALI1_B17592g"	-1.518147057	6.71683331	0.000181962	0.003748787	"some similarities with uniprot|P32606 Saccharomycescerevisiae YOR017w PET127 component of mitochondrialtranslation system singleton"
"OG0002093"	"YALI1_E37387g"	-1.288407865	6.482114801	0.00816657	0.047931119	"similar to CA3993|IPF8275 Candida albicans IPF8275"
"OG0001023"	"YALI1_C12282g"	-2.317122993	5.60828966	9.49062e-07	9.40428e-05	"some similarities with uniprot|Q03018 Saccharomycescerevisiae YGR098c ESP1 required for sister chromatidseparation"
"OG0002115"	"YALI1_D29668g"	-1.209488427	4.430183699	0.000125394	0.002887887	"weakly similar to uniprot|P53038 Saccharomycescerevisiae YGR099w TEL2 involved in controlling telomerelength and position effect"
"OG0002554"	"YALI1_F32167g"	-0.876727624	6.152865663	0.002449186	0.022600271	"similar to uniprot|P38989 Saccharomyces cerevisiaeYFR031c SMC2 chromosome segregation protein"
"OG0002261"	"YALI1_F07747g"	-1.08770635	6.901093318	0.006420423	0.041209704	"weakly similar to KLLA0D16115g Kluyveromyces lactisIPF 4333.1"
"OG0003042"	"YALI1_F07819g"	-0.99424153	6.037914028	0.007631059	0.046003714	"some similarities with uniprot|P40546 Saccharomycescerevisiae YIL019w"
"OG0001987"	"YALI1_C01297g"	-1.555485353	6.880916309	0.000369377	0.006096225	"similar to uniprot|Q12220 Saccharomyces cerevisiaeYLR129W DOM34 interacting protein 2"
"OG0001886"	"YALI1_D16783g"	-0.995501581	5.79921356	0.007869018	0.046736555	"similar to uniprot|Q12367 Saccharomyces cerevisiaeYLR137w"
"OG0001085"	"YALI1_C00999g"	-1.729938556	7.457279933	0.002128211	0.02049376	"similar to uniprot|Q877C1 Pichia anomala Na+/H+exchanger HaNHA1"
"OG0003249"	"YALI1_F07504g"	-1.254466532	6.155749216	0.001195886	0.013590021	"no similarity"
"OG0003605"	"YALI1_B12966g"	1.377634328	7.540717556	0.000187804	0.003816176	"weakly similar to uniprot|P09368 Saccharomycescerevisiae YLR142w PUT1 Proline oxidase mitochondrialprecursor (EC 1.5.3.-) (Proline dehydrogenase)"
"OG0001009"	"YALI1_D21023g"	1.359645849	6.557975433	0.000884774	0.011351592	""
"OG0002148"	"YALI1_B20188g"	-1.287137064	5.005949021	0.002687386	0.023926957	"similar to uniprot|P53863 Saccharomyces cerevisiaeYNL227c similarity to dnaJ-like proteins P10.5.f2.1"
"OG0001172"	"YALI1_C15991g"	1.346453862	11.07282255	0.00595991	0.039084545	"similar to uniprot|Q00955 Saccharomyces cerevisiaeYNR016C Acetyl-CoA carboxylase"
"OG0001678"	"YALI1_A03809g"	1.61669985	6.301395702	0.002073037	0.020187119	"similar to uniprot|Q03071 Saccharomyces cerevisiaeYPL046c ELC1 Elongin C transcription elongation factor"
"OG0002503"	"YALI1_C15180g"	-1.16769598	6.058033282	0.000281983	0.005053169	"similar to CA2103|CaISM1 Candida albicansisoleucyl-tRNA synthetase"
"OG0000860"	"YALI1_E35023g"	1.140178147	5.609545168	8.97393e-05	0.002283829	"similar to uniprot|P53152 Saccharomyces cerevisiaeYGL087c MMS2 part of the error-free postreplication repairpathway singleton"
"OG0001222"	"YALI1_C21755g"	-0.877456335	7.409043205	0.004757093	0.033450228	"similar to ca|IPF9132 Candida albicans"
"OG0001494"	"YALI1_D27181g"	-1.504393686	4.337845957	7.12646e-05	0.00199195	"some similarities with uniprot|P53148 Saccharomycescerevisiae YGL093w SPC105 spindle pole body proteinsingleton"
"OG0002635"	"YALI1_E34870g"	1.591590193	7.545706525	0.004087803	0.03055075	"weakly similar to DEHA0A03817g Debaryomyceshansenii IPF 10715.1"
"OG0002089"	"YALI1_E15889g"	-1.522540867	5.52660787	1.15619e-05	0.000538695	"similar to uniprot|O94076 Emericella nidulans BIMDprotein"
"OG0000698"	"YALI1_E15865g"	1.055733166	2.544791664	0.003910793	0.029946486	"some similarities with uniprot|P38750 Saccharomycescerevisiae YHL008c"
"OG0002304"	"YALI1_B19388g"	-1.186918866	6.83251783	0.002391949	0.022358077	"highly similar to uniprot|P53914 Saccharomycescerevisiae YNL132W Hypothetical 119.3 kDa protein inFPR1-TOM22 intergenic region"
"OG0001538"	"YALI1_F23414g"	-1.124867256	6.057344262	0.003330832	0.027620488	"some similarities with uniprot|P38961 Saccharomycescerevisiae YDR083w protein involved in cleavage at site A2in pre-rRNA in the pathway of ribosomal RNA processing"
"OG0003211"	"YALI1_D11151g"	-0.991176425	5.471961588	0.006652217	0.042058588	"similar to uniprot|P35178 Saccharomyces cerevisiaeYDR087c RRP1 involved in processing rRNA precursorspecies"
"OG0001435"	"YALI1_B15852g"	-0.808450669	6.331906216	0.00663893	0.042018808	"similar to uniprot|P36009 Saccharomyces cerevisiaeYKL078w DHR2 Probable ATP-dependent RNA helicase (DEAH-boxRNA helicase DHR2) (JA2)"
"OG0002331"	"YALI1_F30034g"	-4.13086264	6.944455533	2.5735e-07	3.71135e-05	"similar to uniprot|Q12358 Saccharomyces cerevisiaeYLL057c"
"OG0001636"	"YALI1_D20662g"	0.974919987	6.107477905	0.003372912	0.02767662	"similar to uniprot|P36077 Saccharomyces cerevisiaeYKL086w"
"OG0001660"	"YALI1_E14489g"	0.943162034	3.053266345	0.006917335	0.043060941	"similar to uniprot|P28868 Candida albicans GPA1Guanine nucleotide-binding protein alpha subunit"
"OG0002410"	"YALI1_B15733g"	1.789990787	8.611288431	0.006025968	0.03936262	"similar to uniprot|P81451 Saccharomyces cerevisiaeYOL077w-a ATP19 Subunit K of mitochondrial ATP Synthase"
"OG0002287"	"YALI1_B15655g"	-0.884067544	7.138405117	0.005475276	0.036717325	"weakly similar to uniprot|Q12387 Saccharomycescerevisiae YOL076w DEC_1 necessary for mitochondrialinheritance and organisation of the actin cytoskeletonsingleton"
"OG0002387"	"YALI1_F22858g"	1.15395418	4.040695884	0.001661056	0.017198323	"similar to uniprot|Q12157 Saccharomyces cerevisiaeYDL008w APC11 subunit of the anaphase promoting complex"
"OG0001030"	"YALI1_A07349g"	-1.243173459	4.477049999	0.000248966	0.004639957	"weakly similar to uniprot|P38213 Saccharomycescerevisiae YBR007c Hypothetical 82.4 kDa protein inUGA5-FLR1 intergenic region"
"OG0001224"	"YALI1_F14213g"	1.150569499	5.871594007	0.001483842	0.015712639	"similar to uniprot|P41910 Saccharomyces cerevisiaeYDR005c MAF1 required for sorting of MOD5P"
"OG0000984"	"YALI1_D28518g"	-1.609447252	6.449371496	0.004026802	0.030374023	"similar to uniprot|P35194 Saccharomyces cerevisiaeYBL004W Hypothetical 287.5 kDa protein in PDR3-HTA2intergenic region"
"OG0001654"	"YALI1_E31369g"	1.275844384	5.891245819	0.000923598	0.011654648	"similar to uniprot|P35195 Saccharomyces cerevisiaeYBL001c ECM15 involved in cell wall biogenesis andarchitecture"
"OG0002471"	"YALI1_F09695g"	-0.914922702	4.58133054	0.002003544	0.0196685	"weakly similar to uniprot|Q06683 Saccharomycescerevisiae YDR332w"
"OG0001737"	"YALI1_E33527g"	-1.164178284	5.662813538	1.74496e-05	0.000699418	"similar to uniprot|P46675 Saccharomyces cerevisiaeYLR045c STU2 suppressor of a cs tubulin mutation"
"OG0000878"	"YALI1_C00550g"	-3.079370976	5.364229053	0.000963896	0.011975081	"similar to uniprot|P53388 Saccharomyces cerevisiaeYPL265W Dicarboxylic amino acid permease"
"OG0003051"	"YALI1_E18378g"	-0.984065783	6.012823077	0.003156061	0.026773475	""
"OG0000804"	"YALI1_B20416g"	-1.147511855	5.740186233	0.000109458	0.002630667	"weakly similar to uniprot|Q9P5J5 Neurospora crassaConserved hypothetical protein"
"OG0003614"	"YALI1_A11415g"	-1.297362989	6.135300062	0.000215195	0.004175502	"similar to uniprot|Q08979 Saccharomyces cerevisiaeYPL263c KEL3"
"OG0003050"	"YALI1_E05390g"	-0.947049896	6.755067052	0.004312363	0.031561326	"similar to uniprot|Q12149 Saccharomyces cerevisiaeYOR001w RRP6"
"OG0001065"	"YALI1_E25995g"	-0.835857517	5.02903272	0.006381555	0.041032995	"similar to uniprot|P23796 Saccharomyces cerevisiaeYMR283c RIT1 initiator tRNA phosphoribosyl-transferase"
"OG0001839"	"YALI1_D13788g"	-2.050974519	5.65536497	0.000174785	0.003650598	"weakly similar to uniprot|Q07527 Saccharomycescerevisiae YDL112w TRM3 tRNA (guanosine-2-O-)-methyltransferase"
"OG0003231"	"YALI1_D22237g"	-1.254575196	7.225726649	0.000296029	0.00524283	"highly similar to uniprot|P28777 Saccharomycescerevisiae YGL148w ARO2 chorismate synthase"
"OG0002615"	"YALI1_D13916g"	-1.072623619	5.105076747	2.55943e-05	0.000917306	"weakly similar to uniprot|Q07533 Saccharomycescerevisiae YDL117w CYK3 similarity to hypothetical S.pombe protein protein possibly involved in cytokinesis"
"OG0002422"	"YALI1_F32989g"	0.736596953	6.050267384	0.005430853	0.036549639	"weakly similar to uniprot|P40505 Saccharomycescerevisiae YIL084c SDS3 transcriptional regulator"
"OG0002957"	"YALI1_D12909g"	1.477265247	4.498220633	0.001025538	0.01229963	""
"OG0001419"	"YALI1_D12964g"	-1.267755087	5.534406784	0.001054059	0.012514399	"weakly similar to uniprot|P53971 Saccharomycescerevisiae YNL023c FAP1 Shuttle craft like transcriptionalregulator with 8 zf-NF-X1 zinc fingers and R3H domain"
"OG0000766"	"YALI1_E06056g"	1.033200977	5.643730587	0.008533456	0.049461382	"some similarities with uniprot|P08019 Saccharomycescerevisiae YIL099w SGA1 sporulation specific glucan 14-alpha-glucosidase"
"OG0003256"	"YALI1_F22073g"	1.180871137	4.736824347	0.00019888	0.003975626	"some similarities with DEHA0E11308g Debaryomyceshansenii IPF 12024.1"
"OG0000727"	"YALI1_E01793g"	-0.77820764	5.695462847	0.008150096	0.047898338	"similar to uniprot|P07172 Saccharomyces cerevisiaeYIL116w HIS5 histidinol-phosphate aminotransferase"
"OG0000800"	"YALI1_B14236g"	-0.975296348	7.02239048	0.003364999	0.02767662	"similar to uniprot|P40991 Saccharomyces cerevisiaeYNL061w NOP2 nucleolar protein"
"OG0001116"	"YALI1_E41148g"	1.106346577	10.49383355	0.006784023	0.042537089	"similar to uniprot|P33303 Saccharomyces cerevisiaeYJR095w ACR1 succinate-fumarate transporter P33.2.f7.1"
"OG0001333"	"YALI1_D31186g"	-1.766320917	6.15658873	1.60967e-06	0.000130409	"similar to uniprot|P06786 Saccharomyces cerevisiaeYNL088w TOP2 DNA topoisomerase II (ATP-hydrolysing)"
"OG0000690"	"YALI1_E08176g"	-1.330224105	4.937471234	0.007499192	0.045468077	"some similarities with uniprot|Q12057 Saccharomycescerevisiae YOR104w"
"OG0002930"	"YALI1_E14644g"	-1.981811975	5.822575638	2.79062e-08	6.63348e-06	"similar to uniprot|P13382 Saccharomyces cerevisiaeYNL102w CDC17 DNA-directed DNA polymerase alpha 180 KDsubunit"
"OG0003077"	"YALI1_C21298g"	-2.316205671	4.376720543	3.70522e-06	0.00024394	"some similarities with uniprot|P41913 Saccharomycescerevisiae YOR355W GDS1 protein"
"OG0003072"	"YALI1_C20597g"	-1.296037253	7.574326311	0.005229268	0.035548459	"similar to uniprot|P87111 Schizosaccharomyces pombeProbable electron transfer flavoprotein-ubiquinoneoxidoreductase mitochondrial precursor (EC 1.5.5.1)(ETF-QO)"
"OG0001016"	"YALI1_A09593g"	-1.262083942	7.647205825	0.000984743	0.012074067	"similar to uniprot|Q04371 Saccharomyces cerevisiaeYMR027w HRT2 high level expression reduced Ty3transposition"
