NCBI_CBS6556	Uniprot_DMKU3_1042	Gene_name_DMKU3_1042	standard_A	standard_B	standard_C	high_temp_A	high_temp_B	high_temp_C	low_pH_A	low_pH_B	low_pH_C	osmotic_stress_A	osmotic_stress_B	osmotic_stress_C	Protein_name	ec_number	Coverage	MW
KMXK_0D02200	W0T9B2	KLMA_40193	0.994313064	0.973383172	0.85682087	1.451712418	0.978114359	1.457279227	0.577038227	1.001805461	0.508211812	0.528573954	0.491257179	1.148271064	 GTP-binding protein YPT6 - YPT6		19	24
KMXK_0E00750	W0TD28	KLMA_50067	1.76319112	2.046065221	0.496316939	1.917990841	0.901422508	1.925345665	6.027337264	2.278356679	3.538264196	3.680029176	2.666811615	3.917943295	 Probable kynurenine--oxoglutarate transaminase BNA3 - BNA3		30	"502,000,007,629,395"
KMXK_0E00150	W0TAI9	KLMA_50008	12.28164035	19.12875769	5.500292497	5.857423676	27.55622616	5.879884846	41.98387099	12.37418557	6.27737372	10.3874439	9.654101097	18.1902943	 40S ribosomal protein S12 - RPS12		80	"143,999,996,185,303"
KMXK_0B01210	W0T4N2	KLMA_20109	3.269878395	2.700429819	4.573793771	4.027445322	4.317261927	4.042889165	3.651325262	7.393384319	6.867057783	2.333052558	5.350904868	2.373466873	 Cell division control protein 10 - CDC10		41	"38,5"
KMXK_0A06580			4.762007793	3.107244185	3.057360747	6.952604865	4.684428243	3.627206235	4.396845882	4.79789071	7.451074308	9.938983591	5.366272749	8.749456556	No description in DMKU3-1042- NA		47	"266,000,003,814,697"
KMXK_0E02720	W0TD16	KLMA_50269	1.534932797	1.211274088	2.545034874	5.214973092	3.513671165	4.328590236	1.713990008	2.975685962	2.904597354	2.250798588	3.600909178	3.410736131	 Tryptophanyl-tRNA synthetase - WRS1		24	49
KMXK_0B03460	W0T9M7	KLMA_20331	0.401177531	0.204107897	0.345703273	56.73115208	1.208120554	0.587971438	0	0	0.205049262	10.23014732	0.198208541	0.46329528	 Galactose-1-phosphate uridylyltransferase - GAL7	2.7.7.12	67	"429,000,015,258,789"
KMXK_0B04170	W0T7U8	KLMA_20403	10.27873517	16.82447373	17.04292169	9.432513174	12.2285213	5.951410414	11.47779851	9.331627565	14.49192043	10.51380144	14.00845038	4.689446084	 Ribosomal_L18e super family - RPL28		45	"14,5"
KMXK_0B05700	W0T7I4	KLMA_20555	2.123259887	0.870800631	1.150006629	1.451712418	1.683689552	1.457279227	1.232209617	1.001805461	1.085237431	2.785385592	3.211412572	1.541184839	 UPF0673 membrane protein YHR009C - TDA3		28	"587,000,007,629,395"
KMXK_0E01500	W0TB23	KLMA_50143	1.37866043	1.674270504	1.327973169	0.512678965	0.345425617	1.575487147	0.203783723	1.083067403	0.549435663	0.57144949	2.330855538	1.779687232	 26S protease regulatory subunit 8 homolog - RPT6		21	45
KMXK_0A05740	W0T4F3	KLMA_10286	1.256038246	0.714317302	0.530442089	0.898728538	0.96340141	0.902174848	1.093603039	1.414582274	0.963163196	1.001753534	2.123542271	0.369449327	 26S protease regulatory subunit 6B homolog - RPT3		17	"477,000,007,629,395"
KMXK_0C04640	W0TAB9	KLMA_30466	0.492170033	0.481810051	0.266570665	0.451650932	0.304307008	0.872373721	0.179525814	0.954141746	1.481772195	0.164447804	1.432338272	0.357245478	 26S protease subunit RPT4 - RPT4		7	"487,000,007,629,395"
KMXK_0H04100	W0TFW8	KLMA_70412	1.317593312	0.522687981	1.070665914	0.702419797	0.330125151	0.705113332	0.596212045	1.730695561	0.752780031	1.050846789	1.252577562	0.55559787	 E3 ubiquitin-protein ligase - RSP5	2.3.2.26	21	93
KMXK_0B04290	W0T5I6	KLMA_20414	4.994052671	3.811989815	3.35550534	2.662370424	1.79381447	1.864247154	3.23966166	3.162595623	2.853250005	2.070015783	1.923874809	1.468943647	 Phospho-2-dehydro-3-deoxyheptonate aldolase - ARO4	2.5.1.54	42	"392,000,007,629,395"
KMXK_0B04080	W0T5H0	KLMA_20394	2.417937721	3.957736922	2.519879539	3.180973333	3.689278606	2.227383699	6.662904472	1.531213176	7.279664836	6.103300611	3.295304338	3.377024134	 Arp2/3 complex 34 kDa subunit - ARC35		46	"37,5"
KMXK_0D05930	W0TEP8	KLMA_40565	0.246910678	0.241713307	0.787737873	0.435978525	1.15330294	1.339783002	0.530513297	2.100738333	0.079321657	3.393137882	3.678058301	4.144817075	 UPF0061 protein FMP40 - FMP40		27	"763,000,030,517,578"
KMXK_0B06100	W0T8A8	KLMA_20598	2.154466939	1.164983061	1.025476738	0.902981572	0.198737923	1.74412879	1.098778274	1.198999968	1.862034465	1.442907238	2.308415307	2.186502105	 Phosphoribosylaminoimidazole carboxylase - ADE2		34	"622,000,007,629,395"
KMXK_0H03260	W0TGH5	KLMA_70325	0.375204131	0.230865266	0.203219229	2.028149759	1.752552909	1.516882341	0.806165137	1.795001841	1.61942582	0.383784743	0.356689937	0.524030622	 Mitogen-activated protein kinase - SLT2	2.7.11.24	25	"594,000,015,258,789"
KMXK_0D02030	W0TDK3	KLMA_40175	1.098698889	0.435852777	0.463995532	0.786148073	0.842719609	1.799962316	0.16240181	0.542509262	1.340433901	0.876267501	0.814403921	0.989322498	 Mitogen-activated protein kinase - HOG1	2.7.11.24	20	"527,000,007,629,395"
KMXK_0H00530	W0TIE6	KLMA_70056	2.411421726	2.360662264	2.391312961	0.831859704	0.891720668	0.835049595	1.610463795	1.309331953	2.033378888	0.927219247	1.96554262	2.014285839	 Tubulin beta chain - TUB2		22	"502,000,007,629,395"
KMXK_0H01120	W0TGN4	KLMA_70113	1.087978274	1.36597574	1.803950411	3.056434902	3.962430649	3.068155261	1.932897594	1.571475615	1.70235063	3.406806765	1.034292723	1.256439259	 Eukaryotic translation initiation factor 5 - TIF5		31	"445,999,984,741,211"
KMXK_0B03340	W0T7J2	KLMA_20318	4.306203684	4.21555982	5.31971827	9.01320374	4.2360498	12.14371812	0.816335765	4.338652004	9.659408542	10.04642482	6.513096551	7.12923642	 60S ribosomal protein L20 - RPL20B		40	"202,000,007,629,395"
KMXK_0E04100	W0TCC1	KLMA_50406	6.995869621	7.98760068	6.522457802	11.05100648	9.236735412	13.76168596	13.44723546	5.946241744	1.56771257	4.991540829	6.650663168	6.815592043	 Peroxiredoxin DOT5 - DOT5		41	"232,999,992,370,605"
KMXK_0D03060	W0T9M6	KLMA_40283	1.817290853	1.779037608	0.58868166	1.919148328	1.293056747	0.629308418	0.762838379	2.54828986	0.671850594	2.139148294	3.163106001	2.920854019	 T-complex protein 1 subunit gamma - CCT3		27	"587,999,992,370,605"
KMXK_0G00700	W0THU2	KLMA_80060	2.206656017	3.096866619	4.42493392	2.024987668	1.955953831	0.664014223	7.543288919	1.397414308	4.175718468	0.240846515	1.318524434	4.903355653	 Uncharacterized oxidoreductase YGL039W - KLMA_80060		33	"387,000,007,629,395"
KMXK_0H02600			3.885337683	3.066068344	5.193086003	6.860471986	4.622352249	6.886779495	2.726955105	3.527333241	7.352335931	3.974192183	9.114892945	5.42647522	No description in DMKU3-1042- NA		27	"272,000,007,629,395"
KMXK_0D05140	W0TAS9	KLMA_40491	5.947200224	3.528984226	4.323346619	6.056794412	2.56496931	1.986085001	2.407502935	1.957337092	0.69262763	1.386111917	2.049609621	3.011181677	 Homoserine dehydrogenase - HOM6	1.1.1.3	57	"375,999,984,741,211"
KMXK_0A02320	W0T807	KLMA_10607	2.123259887	2.665789901	2.622993533	1.012636129	1.312804153	0.1084679	0.131483189	1.724470531	1.555793449	1.618128259	3.211412572	3.515212663	 MICOS complex subunit MIC60 - FCJ1		35	"592,999,992,370,605"
KMXK_0G04090	W0TIR2	KLMA_80405	0.952528562	1.398988361	1.95925068	4.01465602	2.704938424	1.560496269	0.829344277	1.846612357	0.73042398	1.208664395	2.161455811	1.650344797	 Putative aspartyl aminopeptidase - APE4		38	"560,999,984,741,211"
KMXK_0E04850	W0TCI4	KLMA_50481	0.481455011	0.471320576	0.373835099	0.441818051	1.753465247	1.357728147	0.770729187	0.752394851	0.473494351	0.94757433	1.129479918	0.672426415	 Uncharacterized protein YGR130C - KLMA_50481		20	"995,999,984,741,211"
KMXK_0G00270	W0TG62	KLMA_80019	8.857349276	6.621507757	11.21503352	3.712297938	7.657007108	3.726533302	6.475915512	0.836832318	2.500601392	2.600791113	0.410358997	1.84559732	 Probable chaperone protein HSP31 - HSP31		61	"25,5"
KMXK_0A04060	W0T5F3	KLMA_10429	1.396752562	0.14590353	0.247120903	0.418697181	0.448826801	1.286676601	0	1.407277442	1.761735243	3.258640474	2.554937047	3.103689256	 NADH dehydrogenase - KLMA_10429		28	"770,999,984,741,211"
KMXK_0E00560	W0TF11	KLMA_50050	1.754926946	2.305844614	2.029720511	1.123361699	1.456351261	0.708781042	0.859173921	1.111346764	1.725909951	1.795060692	1.163737728	0.888553212	 Serine hydroxymethyltransferase - SHM1	2.1.2.1	27	"545,999,984,741,211"
KMXK_0B03090	W0T553	KLMA_20294	1.769591156	1.432405067	1.524894613	1.92495277	1.740762122	1.347891972	1.633894762	2.836631301	2.062962933	0.940709549	3.432637656	3.932164657	 Rab GDP dissociation inhibitor - GDI1		28	50
KMXK_0H03040	W0TES5	KLMA_70304	0.308207457	0.254533199	0.116442939	0.124003519	0.255770373	0.124479029	0.150891643	0.261965438	0.406829597	0.542669757	0.393257211	0.156051354	 Transcription elongation factor SPT6 - SPT6		11	169
KMXK_0D00530	W0TAJ8	KLMA_40039	2.595467753	4.888929861	4.303482184	7.291393969	1.604768622	0	2.898241411	1.643638042	2.552552763	2.654823981	2.467396153	0	 60S ribosomal protein L38 - RPL38		39	"889,999,961,853,027"
KMXK_0B00660	W0T4H8	KLMA_20054	6.471774102	4.939943286	6.233835523	4.630725298	1.621513543	14.23044183	8.964991808	15.56426825	15.19244066	11.77275877	7.632278737	11.21295375	 60S ribosomal protein L24 - RPL24		37	"173,999,996,185,303"
KMXK_0E01310	W0TAW7	KLMA_50123	1.083613058	0.70706528	0.933772589	1.582091788	0.553991674	1.183269176	0	1.400220895	1.263259915	2.261653671	2.60757543	1.25139814	 Uncharacterized CDP-alcohol phosphatidyltransferase class-I family protein with HAD_like super family - KLMA_50123		23	"666,999,969,482,422"
KMXK_0E01490	W0TDC9	KLMA_50142	0.62931195	0.616065185	0.292246432	1.278755637	0.447774258	0.497052148	0.044846588	0.341698109	0.232655993	0.740768371	0.68847089	1.198976815	 Eukaryotic initiation factor 4F subunit p150 - TIF4632		22	"114,699,996,948,242"
KMXK_0E01620	W0TDE0	KLMA_50157	7.329337518	8.164632083	3.969738599	2.197077023	7.209932694	6.751723491	2.673477037	2.412224852	5.370484962	1.272741343	8.93614161	6.823047102	 Proteasome endopeptidase complex - SCL1	3.4.25.1	65	"273,999,996,185,303"
KMXK_0B07150	W0T6A6	KLMA_20699	0.978433776	0.602035945	0.529942347	0.897881824	1.851976221	1.292136922	1.092572729	1.52904948	1.379487281	1.000809757	1.789749143	1.018146289	 T-complex protein 1 subunit theta - CCT8		23	"61,5"
KMXK_0G00770	W0TFH3	KLMA_80066	0.292684193	2.164545381	2.12979595	0.516802366	1.367107903	1.183269176	0.628862458	3.803232469	3.262424755	1.313874003	0.090889838	0.650366292	 Xylulose kinase - XKS1		33	67
KMXK_0B03790	W0T5E5	KLMA_20364	0.284267029	1.030296303	0.471336272	1.970702077	1.327791907	1.149240109	1.869778129	1.687063404	2.111992254	2.196611864	0.519980692	1.933714841	 Protein phosphatase PP2A regulatory subunit A - TPD3		23	"694,000,015,258,789"
KMXK_0A05420	W0T2Y2	KLMA_10320	1.721261087	1.175385328	1.990783116	1.579554062	1.428413167	1.585611099	0.43795684	2.327648015	1.180806316	0.771915869	1.141413021	1.249390857	" 1,3-beta-glucanosyltransferase - GAS3"	2.4.1.-	20	"54,5"
KMXK_0F00180	W0TDZ1	KLMA_60551	1.447421667	1.055711982	1.247274261	4.066211805	2.739674955	2.121361576	0.839994628	2.090655584	1.423489146	5.812787177	1.375999624	5.117095567	 Uncharacterized protein YBR053C - KLMA_60551		31	"379,000,015,258,789"
KMXK_0A02820	W0T444	KLMA_10558	1.622940815	2.527743911	5.177791228	2.369518635	4.887382784	4.57677742	2.883309778	1.635170079	0.829515092	5.081944997	2.454684218	2.686897698	 D-arabinitol 2-dehydrogenase [ribulose-forming] - ARDH		28	"337,000,007,629,395"
KMXK_0A08240	W0T257	KLMA_10025	0.552354026	0.421615081	0.12123141	2.328026164	1.045493877	0.631211754	0.480921695	2.555997133	0.966076272	1.729596515	0.651400964	0.957004996	 Saccharolysin - PRD1		27	"821,999,969,482,422"
KMXK_0B07440	W0T6D4	KLMA_20729	1.077118207	0.849995112	0.836349361	1.41702752	2.465670936	0.992232147	0.392893735	2.088147139	2.038261675	2.718836037	1.023968538	1.929365445	 Importin subunit alpha - SRP1		20	60
KMXK_0E03020	W0TDS0	KLMA_50297	1.861552307	1.822367376	0.751211322	1.708295464	1.476162286	1.714846179	1.080330613	1.875579568	0.310806197	0.989595831	1.769695268	1.00673811	 Threonine dehydratase - ILV1	4.3.1.19	28	"630,999,984,741,211"
KMXK_0E03700	W0TFY8	KLMA_50365	1.65698695	1.961767589	2.747409908	1.52057145	1.971302878	2.188246227	2.652559791	1.504308152	1.629589354	2.429776663	0.990085344	0.755963729	 Survival factor 1 - SVF1		29	"460,999,984,741,211"
KMXK_0B01180	W0T8Z6	KLMA_20106	4.576686215	5.310937869	8.995284518	4.978497307	4.502125805	3.486047377	8.130921345	2.396480535	11.39330261	2.432953178	2.261189199	2.746849921	 Flavoprotein-like protein YCP4 - YCP4		54	"258,999,996,185,303"
KMXK_0D06390	W0TAG3	KLMA_40608	3.964032022	3.880590734	3.415891322	0.982539312	1.273785966	0.986307007	1.195586801	3.993901993	2.026090142	2.107267977	3.115965361	5.871113878	 Eukaryotic translation initiation factor 3 subunit G - TIF35		29	"296,000,003,814,697"
KMXK_0C02030	W0T9L5	KLMA_30201	0.130481066	0.127734491	0.344208483	0.366557763	0.24697413	0.062468336	0.231812108	0.131464273	0.204162647	0.408577806	0.604153959	0.289938742	 PAB1-binding protein 1 - PBP1		5	"814,000,015,258,789"
KMXK_0E02770	W0TD19	KLMA_50274	0.967168879	0.782880045	1.068885731	2.24661918	2.912567412	1.417496328	0.561285409	0.165431382	0.083922663	0.818002497	2.327367493	1.116923912	 Heat shock protein SSQ1 - SSQ1		21	71
KMXK_0B00180	W0T4E2	KLMA_20009	2.550082232	3.096866619	3.296829459	2.903016849	5.987779273	7.191364387	2.220296787	2.871967582	7.67751121	0.345276913	0.982376297	0.75007761	 Uncharacterized protein - ADY2		28	"302,999,992,370,605"
KMXK_0A01400	W0T419	KLMA_10700	8.088517536	11.87968775	7.791138434	9.207978627	8.894069507	9.243288002	7.042482499	12.22656854	6.202488203	6.450998648	9.538933132	4.577817016	 40S ribosomal protein S16 - RPS16		57	"148,999,996,185,303"
KMXK_0H02970			5.108892269	5.001352131	7.263018775	1.762396667	3.635129516	0.919450523	2.144543396	0.632075541	3.005001628	1.964427537	2.904750712	2.217875655	No description in DMKU3-1042- NA		26	"322,000,007,629,395"
KMXK_0C00300	W0T8G6	KLMA_30028	2.602195739	1.192945601	0.885864805	0	0.056080929	0	0.596598279	3.170793721	3.095044024	3.219050833	2.473792151	0.387806111	 Phosphoinositide phosphatase SAC1 - SAC1		34	"710,999,984,741,211"
KMXK_0E05630	W0TEI1	KLMA_50567	2.316526699	1.035736563	1.414117068	0.31715326	3.34837209	1.39722298	0.126064607	0.960519841	0.654000391	2.670596467	3.723804115	0.767962816	 T-complex protein 1 subunit zeta - CCT6		41	"592,999,992,370,605"
KMXK_0H00650			41.52566724	40.65156856	22.49126114	38.10696521	25.67517464	38.25309208	29.1451193	37.6993915	58.5467624	42.47532534	75.95866905	57.99701922	No description in DMKU3-1042- NA		64	"659,999,990,463,257"
KMXK_0B01820	W0T4T1	KLMA_20169	8.387311259	8.210761713	10.84338948	1.018834786	12.37840407	3.130928361	22.35562359	16.25999811	6.431611096	6.689301637	9.891305904	7.552347426	 Histone H2B - HTB1		33	"141,999,998,092,651"
KMXK_0A06690	W0T462	KLMA_10186	1.014316908	0.69263938	0.945677891	2.403860146	2.932237555	4.368700693	0	0	0.437356796	0.236406494	0.071772053	0.322796162	 Putative mitochondrial carnitine O-acetyltransferase - YAT1		22	80
KMXK_0D01720	W0T963	KLMA_40148	5.038664882	6.748117142	2.729057356	0.612063497	0	0	5.626449105	3.190847304	3.86378089	0.682226885	0.634062372	2.124685555	 Putative aryl-alcohol dehydrogenase YPL088W - KLMA_40148		39	"405,999,984,741,211"
KMXK_0E01840	W0TB47	KLMA_50178	0.309346684	0.927071727	2.013812792	3.412004935	4.768342523	4.248928866	0.549584008	0.954141746	3.656629825	0.96866307	2.053396277	3.347966523	 Ornithine aminotransferase - CAR2		32	"475,999,984,741,211"
KMXK_0B03690	W0T5D8	KLMA_20354	6.112156557	4.373697152	2.41983196	1.661407656	1.119399865	1.667778573	2.898241411	1.146513072	0.581621391	0.604924779	0.562217715	1.314135164	 Cystathionine gamma-lyase - CYS3		55	"417,000,007,629,395"
KMXK_0A00740	W0T470	KLMA_10765	2.577663525	3.236301611	3.184346295	3.763428525	3.635129516	2.374521753	6.565110228	6.408937429	1.317491541	1.370278487	3.89869422	9.11285971	 ATP synthase subunit 4 - ATP4		38	"25,5"
KMXK_0D02570	W0TB30	KLMA_40234	1.039439351	0.639573028	1.083262786	1.367458238	0.921346764	1.372701962	0.379149852	1.266564124	0.333926635	1.06321048	2.438495487	1.081627949	 T-complex protein 1 subunit eta - CCT7		22	"597,999,992,370,606"
KMXK_0H03430	W0TEX1	KLMA_70344	0.152792504	0.094014109	0.159234335	1.059245265	0.88534635	0.829080382	0.170616476	0.9067905	0.885127436	0.685893204	0.855598389	0.653278379	 Uncharacterized protein - IST2		18	"100,400,001,525,879"
KMXK_0E04110	W0TE07	KLMA_50407	0.908120375	1.710572907	0.491858984	0.833357146	1.718887249	1.199279804	1.951191165	1.106551033	2.203951669	0.583839954	0.542621457	1.268330609	 UPF0662 protein YPL260W - KLMA_50407		27	"683,000,030,517,578"
KMXK_0A06820	W0T339	KLMA_10173	0.844332056	0.826559204	2.409850118	2.371964611	2.145001278	4.098668273	2.886286123	2.19695578	1.773178178	2.643872794	2.457218108	1.876169338	 Actin-related protein 2 - ARP2		22	44
KMXK_0H00440	W0TID5	KLMA_70046	1.367714644	0.492946591	0.338332716	1.754857005	0.553695211	0.187970436	0.697534554	0.761158032	0.200677515	0.638950039	1.142635028	0.28498938	" Elongation factor G, mitochondrial - MEF1"		18	83
KMXK_0A01170	W0T4N4	KLMA_10723	4.806192118	2.95727773	6.423886686	1.440726975	5.717884714	2.782795876	13.24401314	3.043628723	4.726723711	4.916105807	8.791477192	6.712590914	" Cytochrome b-c1 complex subunit Rieske, mitochondrial - RIP1"	1.10.2.2	32	"228,999,996,185,303"
KMXK_0D02980	W0TBB5	KLMA_40274	0.256312302	0.297433262	0.283268587	0.278815292	0.131038363	0.122710548	0.025252607	0.192406346	0.638069441	0.534960015	0.387670182	0.379623248	' 5''-3'' exoribonuclease 1 - XRN1'	3.1.13.-	12	168
KMXK_0F00590	W0TG88	KLMA_60505	6.250620067	4.932603002	6.514150253	5.736022495	2.429126805	5.758018134	13.43010794	5.674672767	6.147268639	6.393566644	3.734879938	4.537061589	 ADP-ribosylation factor - ARF1		56	"203,999,996,185,303"
KMXK_0G04120	W0TKL8	KLMA_80408	5.185850487	2.854604057	1.95925068	2.086463825	2.236606612	3.332289649	5.790804611	3.284055882	6.845251188	1.208664395	4.929958203	3.76419024	" Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial - SDH2"	1.3.5.1	34	"291,000,003,814,697"
KMXK_0F01600	W0TFV6	KLMA_60410	1.064316103	1.260082848	1.764716738	0.613887337	1.62392877	1.886505347	1.703792597	0.966247435	0.657900204	1.560694505	1.011798145	1.107514395	 Coatomer subunit delta - RET2		18	"60,5"
KMXK_0A03850	W0T4T9	KLMA_10451	0.854450386	0.674279431	0.663454605	1.12409177	0.528303682	1.128402269	0.954126088	2.003329377	0.528173051	1.252951091	1.56295897	2.296219419	 Replication factor A protein 1 - RFA1		22	69
KMXK_0C01400	W0TBH1	KLMA_30139	0.998110071	0.31917726	0.540599483	0.638909003	0.617127962	0.641358995	0.488652901	1.088031245	1.317491541	1.370278487	0.948859005	1.247103198	 tRNA (Cytosine-5-)-methyltransferase NCL1 - NCL1		17	"799,000,015,258,789"
KMXK_0G03030	W0TGU4	KLMA_80294	2.315545098	2.266803801	2.230412722	3.778990402	6.575558108	3.793481508	4.598402314	2.607825886	2.825009819	2.93819737	0.89202481	4.01189839	 Spermidine synthase - SPE3		34	"332,000,007,629,395"
KMXK_0G04180	W0TH69	KLMA_80414	5.607208887	4.63071474	4.076188235	6.906289615	2.41833437	11.03002943	4.367555994	4.765929235	1.256525969	4.000733806	5.330524958	4.070036539	 Single-stranded nucleic acid-binding protein - SBP1		54	"273,999,996,185,303"
KMXK_0D05450	W0TBY6	KLMA_40519	1.856338383	5.563204391	4.412540356	5.214973092	3.513671165	7.504839835	3.98853627	2.261961313	3.512802363	3.653547182	1.764738622	4.12492352	 Peptidyl-prolyl cis-trans isomerase - CPR3	5.2.1.8	40	"208,999,996,185,303"
KMXK_0E05400	W0TEE8	KLMA_50537	0.830573737	0.422572666	1.138714335	1.212650474	1.047868436	1.217300564	0.482013979	0.623488054	0.424521611	0.702474413	0.652880446	1.23015984	 Eukaryotic peptide chain release factor GTP-binding subunit - SUP35		17	79
KMXK_0E02340	W0TBW1	KLMA_50231	1.788202378	1.411138787	1.388484482	1.640984247	1.585041467	1.647276848	1.99680469	0.71176645	1.105365884	2.622188669	1.699964741	1.86078165	 Aminomethyltransferase - GCV1	2.1.2.10	29	"430,999,984,741,211"
KMXK_0D06330	W0TCT7	KLMA_40602	3.301352859	1.41695402	2.39993479	3.029560917	2.041214912	2.121361576	2.571483203	1.458328351	2.264768742	0.769445179	4.21236018	4.12492352	 Heterogeneous nuclear ribonucleoprotein A3 - NPL3		26	"355,999,984,741,211"
KMXK_0C02440	W0T906	KLMA_30243	0.959378092	1.807124051	4.869690411	2.695161064	2.603280352	8.282359736	1.071294109	2.666334922	2.888391582	3.004118602	4.002648004	2.131810283	 Hydroxyacylglutathione hydrolase - GLO4		28	"325,999,984,741,211"
KMXK_0A04730	W0T5C0	KLMA_10389	0.707532659	4.079921845	1.173142756	2.849499547	0.841745414	1.995278859	2.418647594	4.19905347	6.52108631	1.392528418	0.21971644	2.253888466	 Farnesyl pyrophosphate synthetase - FPS1		30	"400,999,984,741,211"
KMXK_0F00190	W0TES3	KLMA_60549	3.398781175	7.588933871	5.635436702	7.113901117	6.433201792	1.627180194	3.795265165	2.152354245	1.737179972	5.531118983	7.369589984	2.467031967	 Protoplast secreted protein 2 - PST2		59	"207,999,992,370,605"
KMXK_0C04280	W0TA81	KLMA_30431	4.08901444	6.005576985	2.747409908	4.654939228	6.034767451	0	8.120305442	6.180936752	0.532317808	3.261194219	3.030957279	3.681949641	 ATP synthase subunit 5 - atpH		63	"217,999,992,370,605"
KMXK_0E02670	W0TD12	KLMA_50264	11.21609444	5.141884725	18.59713438	3.362189736	4.358818062	6.494143509	17.95509682	7.102842823	6.933157173	3.747611548	15.28593741	15.66501126	 40S ribosomal protein S14 - RPS14		56	"131,000,003,814,697"
KMXK_0D01310	W0TAR9	KLMA_40109	0.063631347	0.119858623	0.203007914	0.547234195	0.709446664	0.787521797	0.418537813	1.156067556	0.368616585	1.173662041	1.090802714	0.832864856	 Ubiquitinyl hydrolase 1 - UBP14	3.4.19.12	15	"883,000,030,517,578"
KMXK_0A03250	W0T504	KLMA_10516	0.66697374	2.417376999	0.361248393	2.686153559	15.61337647	14.20929676	0.744779399	0.81271217	0	0.682226885	0	0	 Polygalacturonase - PGU1		55	"37,5"
KMXK_0E05650	W0TDS6	KLMA_50569	1.401689282	3.386195255	1.088368879	2.475010112	0.866659574	1.851095618	0.983786753	1.707968201	0.866445281	2.05541263	2.563967285	1.458580823	 RuvB-like helicase - RVB1	3.6.4.12	31	"499,000,015,258,789"
KMXK_0C01430	W0T748	KLMA_30142	3.15525069	3.088833926	6.201512699	1.50481854	3.103847388	0.785070818	2.913298677	3.179026292	3.678344117	0.871724	0.810181187	3.643805151	 Serine/threonine-protein phosphatase - GLC7	3.1.3.16	47	"359,000,015,258,789"
KMXK_0D06270	W0TB15	KLMA_40596	0	0.078202503	0.132453774	0.073307382	0.049392016	0.225277114	0	0	0.07856318	0.081710912	0.075942206	0.057984449	 Serine/threonine-protein phosphatase - PPZ1	3.1.3.16	3	"741,999,969,482,422"
KMXK_0C04850	W0T9Q5	KLMA_30488	1.356908911	1.035736563	1.307021357	0.970904164	0.654162141	1.550630236	1.879651094	1.065979539	2.373255992	2.468343461	2.294080965	1.221827497	 UPF0674 endoplasmic reticulum membrane protein YNR021W - KLMA_30488		24	47
KMXK_0D01140	W0TAQ3	KLMA_40094	8.940929899	8.752726902	9.317885286	0.875499832	5.528145646	2.690453144	9.983931896	13.97245736	8.793095305	9.145401664	8.499745762	6.489844076	 40S ribosomal protein S13 - RPS13		52	"162,000,007,629,395"
KMXK_0C05510	W0TCN1	KLMA_30554	1.675704504	0.952984293	2.166405421	2.734764803	1.285292137	1.914939204	0.247690653	1.316423454	1.284974332	0.694573125	1.242105851	2.163135928	 Cell wall protein ECM33 - ECM33		11	"365,999,984,741,211"
KMXK_0A03100	W0T519	KLMA_10531	2.508386493	1.028750439	1.012234965	1.715030667	1.550926584	2.310704339	0.155332212	2.037262896	0.805835435	1.333451017	3.793913296	1.820732005	 Ubiquitin carboxyl-terminal hydrolase 6 - UBP6		28	"542,000,007,629,395"
KMXK_0G00660	W0TH38	KLMA_80057	2.20518192	2.678013355	2.12410711	1.577865905	2.424800488	2.520008332	3.054716919	4.2750594	2.690364606	1.758743246	2.600610407	2.846628525	 Eukaryotic translation initiation factor 2 subunit alpha - SUI2		28	"340,999,984,741,211"
KMXK_0H00260	W0TEV2	KLMA_70027	0.716124463	0.70105033	0.82825813	2.011793668	1.35547802	1.408699776	2.448018035	1.388309322	1.503929955	1.564186789	0.913738791	0.697670548	 Protein EMP47 - EMP47		17	"492,999,992,370,605"
KMXK_0B01610	W0T712	KLMA_20148	1.221760506	0.524384558	1.139083741	0.782071847	0.331196694	0.785070818	0.310864153	1.038453218	0.838142762	0.871724	1.16147356	0.886824443	 Actin-interacting protein 1 - AIP1		22	"676,999,969,482,422"
KMXK_0A00690			5.793751022	7.036037468	3.892822878	6.595613515	4.443899636	4.161478732	5.04448312	4.551536212	4.442800822	7.351696162	2.231945151	7.479045958	No description in DMKU3-1042- NA		37	"192,000,007,629,395"
KMXK_0G02030	W0TK18	KLMA_80193	0.161366722	0.271923692	0.267558252	0.10329387	0.525763375	0.317427036	0.241848392	0.668023464	0.485825439	0.869788453	0.32757989	0.250118353	 Importin subunit beta-3 - PSE1		16	"121,699,996,948,242"
KMXK_0D04670	W0TEE1	KLMA_40445	0.07256656	0.278911538	0.368339325	0.03460882	0.023318244	0	0.248063368	0.430666853	0.857772395	1.106727488	0.829155948	0.785366143	 3-hydroxy-3-methylglutaryl coenzyme A reductase - HMG1	1.1.1.34	12	"117,199,996,948,242"
KMXK_0D05830	W0TAY6	KLMA_40556	4.659048681	3.556279296	1.96757983	5.30386693	5.123052848	1.739192358	6.453923236	3.660120827	8.148752735	8.475242702	5.494499286	4.195236497	 Small COPII coat GTPase SAR1 - SAR1		43	"213,999,996,185,303"
