GeneName_CENPK	uniprotID_S288c	GeneName_S288C	Standard _A	Standard _B	Standard _C	High_temperature_A	High_temperature_B	High_temperature_C	Low_pH_A	Low_pH_B	Low_pH_C	Osmotic_stress _A	Osmotic_stress _B	Osmotic_stress _C	uniprotID_CENPK	Protein_name	Coverage	MW
CENPK1137D_2712	P50278	YNR034W	0.583183071	0.543834768	0.898373695	0.509983154	1.206034983	1.013479975	0.952499021	0.737722812	0.51252567	1.481561275	2.983087575	2.47629551	N1P4S8	6-phosphogluconolactonase-like protein 1 - SOL1	37	"35,5"
CENPK1137D_1705	Q12480	YPR004C	3.030128056	1.889761731	3.265741072	2.194462205	3.274410185	1.736158021	1.809282416	2.862844389	1.391517906	1.326205425	1.04213203	2.216632274	N1NW01	"Probable electron transfer flavoprotein subunit alpha, mitochondrial - AIM45"	61	"367,000,007,629,395"
CENPK1137D_2066	P20449	YOR046C	1.765896958	1.363777812	1.200845199	1.544245271	1.612092303	1.294972455	1.054412967	1.409465872	1.285263793	1.75083664	1.842082662	2.047373729	N1NVR3	ATP-dependent RNA helicase DBP5 - DBP5	33	"537,000,007,629,395"
CENPK1137D_4692	P12385	YBR143C	1.710880237	2.280410452	1.662924875	1.208198624	0.736026606	0.884056726	2.053717071	1.648893532	1.214222087	1.433020238	2.510196023	2.083742762	N1P6R7	Eukaryotic peptide chain release factor subunit 1 - SUP45	48	"489,000,015,258,789"
CENPK1137D_557	P14306	YLR178C	7.389990973	6.891376356	5.853640513	9.835416724	9.032750162	8.103172295	10.1966141	11.28797427	11.12943376	4.330572059	2.874813395	2.386415861	N1P1A0	Carboxypeptidase Y inhibitor - TFS1	66	"242,999,992,370,605"
CENPK1137D_245	P07277	YMR208W	2.02126447	1.560994611	2.476226115	0.923615402	2.924467411	2.216329399	1.45731126	0.843003642	2.102719824	0.88465301	0.695160206	1.224537284	N1P5T7	Mevalonate kinase - ERG12	45	"482,999,992,370,606"
CENPK1137D_952	P35732	YKL054C	0.597159895	0.556868553	0.837213687	0.7808319	0.545148949	0.979079126	0.643777516	0.712682069	0.78472473	0.500176574	1.24710186	0.900631893	N1P2D5	RNA polymerase II degradation factor 1 - DEF1	26	"838,000,030,517,578"
CENPK1137D_4741	P05755	YBR189W	2.933974289	5.805892718	1.995161112	11.8436934	5.68370452	6.826814644	10.99476434	6.000396523	5.47164181	4.211215497	3.461816556	3.677963553	N1P8D7	40S ribosomal protein S9-B - RPS9B	52	"222,000,007,629,395"
CENPK1137D_1619			11.08464326	16.38260196	7.537778794	21.9585214	22.9232778	19.26335749	18.10428385	14.02200201	9.741648028	9.284412659	9.768276034	4.237127121	N1NX76	Rps9ap	67	"540,000,009,536,743"
CENPK1137D_1077	P36148	YKR067W	1.045586524	0.682166967	0.60066744	1.749821691	0.954518881	1.744894119	0.636856524	0.834543893	1.230331759	0.202013012	0.070074634	0.176432789	N1P2R7	Glycerol-3-phosphate O-acyltransferase 2 - GPT2	27	"83,5"
CENPK1137D_4075	P38988	YDL198C	4.46533699	4.164053497	3.036518332	3.298812317	3.443746953	4.136355443	2.71979308	4.771940171	3.924324874	1.651035849	2.223242805	1.845539575	N1P8H5	Mitochondrial GTP/GDP carrier protein 1 - GGC1	40	"330,999,984,741,211"
CENPK1137D_168	P13298	YML106W	3.101986593	5.535857138	3.343187098	4.29922264	5.419351987	6.509295368	3.544607836	4.738185063	7.193521615	4.972279437	4.33246654	4.342656546	N1NYF4	Orotate phosphoribosyltransferase 1 - URA5	56	"246,000,003,814,697"
CENPK1137D_265	Q05016	YMR226C	3.040227081	4.239201664	6.270608483	2.658624146	1.13313269	3.333628409	3.879705396	5.002870354	3.995146688	6.859622569	4.006067097	7.533297815	N1P5V4	NADP-dependent 3-hydroxy acid dehydrogenase - YMR226C	57	"291,000,003,814,697"
CENPK1137D_1906	P20606	YPL218W	7.836987075	6.052396793	6.308387348	5.675658461	5.925020781	7.116664579	5.650388497	5.180295547	8.152811437	5.436232794	6.906298309	5.732998132	N1NVN1	Small COPII coat GTPase SAR1 - SAR1	53	"213,999,996,185,303"
CENPK1137D_2593	P40850	YNL085W	0.612700729	0.461400715	0.503099474	0.765826996	0.451690284	0.811228802	0.631406326	0.308559204	0.650193928	0.854423012	0.539938878	0.746230322	N1NXY4	Protein MKT1 - MKT1	21	"943,000,030,517,578"
CENPK1137D_1293	P38624	YJL001W	5.325100717	5.996166525	6.929986533	1.535312383	3.06727895	3.684171965	7.347505193	7.0763427	3.779256295	5.385727046	3.789586586	4.703750686	N1P0Z6	Proteasome subunit beta type-1 - PRE3	71	"23,5"
CENPK1137D_4984	P22336	YAR007C	0.787213484	1.97749807	0.947496772	0.537869034	1.271980981	0.352414598	0.848667745	1.692556651	1.426353779	0.515179217	1.037300818	1.364709722	N1P937	Replication factor A protein 1 - RFA1	27	"701,999,969,482,422"
CENPK1137D_1056	P25293	YKR048C	1.844115151	1.719689726	1.254035132	1.61264568	2.032808092	2.441647696	1.900415515	1.777301227	2.316488252	1.544616786	1.962311899	2.246014371	N1P0X6	Nucleosome assembly protein - NAP1	36	"477,999,992,370,606"
CENPK1137D_1819	Q06494	YPR127W	2.497808619	2.329277441	2.427795936	4.180160704	4.960357693	3.914728773	3.917577776	3.319251735	3.654783859	2.526246198	2.201179009	0.6024345	N1NXS1	Putative pyridoxal reductase - YPR127W	41	"38,5"
CENPK1137D_2580	P01120	YNL098C	2.252638044	3.718065378	3.630180113	1.969891635	4.873388698	3.058685148	2.428491491	2.68841688	2.451513687	1.474202777	1.551031841	2.463996447	N1NXG7	Ras-like protein 2 - RAS2	41	"345,999,984,741,211"
CENPK1137D_2120	P01119	YOR101W	0.106789208	0	0.072618794	0	0.097488168	0.117095048	0.07699394	0.085234726	0.093850821	0.089445826	0.094107355	0.078119604	N1NWK3	Ras-like protein 1 - RAS1	23	"342,000,007,629,395"
CENPK1137D_4579	P38075	YBR035C	3.914547733	3.65042688	3.980331594	5.118568361	4.425255328	6.418133578	6.688455825	5.530117337	6.089138517	4.902643345	4.27179094	5.903890341	N1P890	Pyridoxamine 5'-phosphate oxidase - PDX3	54	"267,999,992,370,605"
CENPK1137D_1769	Q12074	YPR069C	3.244417033	5.037215816	4.22222368	2.837184603	2.961837441	3.557523996	4.476604719	2.589559408	4.747218386	3.884192448	3.452364754	2.865847926	N1NXL5	Spermidine synthase - SPE3	51	"332,000,007,629,395"
CENPK1137D_2456	P32179	YOL064C	5.144205534	3.671494729	3.498162499	2.955774497	1.362117183	1.636067022	2.838638097	3.142462143	2.970510484	2.831086184	1.682879545	1.396977781	N1NWD7	"3'(2'),5'-bisphosphate nucleotidase - MET22"	42	39
CENPK1137D_914	P32368	YKL212W	0.78317195	0.298173734	1.434631212	1.024056785	0.417218179	0.858753045	0.564659063	0.488404241	0.68828426	0.26781817	0.539245368	0.70945032	N1NZ49	Phosphoinositide phosphatase SAC1 - SAC1	34	"709,000,015,258,789"
CENPK1137D_1111	P10963	YKR097W	0.247010854	0.365070883	0.807455874	2.543301531	1.804735252	3.561414687	0.030681764	0.033965683	0.113434159	3.971765916	5.284052856	3.765677712	N1P117	Phosphoenolpyruvate carboxykinase (ATP) - PCK1	56	"607,999,992,370,606"
CENPK1137D_4018	P15424	YDR194C	1.675956132	0.986110559	0.991501196	0.483205171	0.263585977	0.605887255	0.509890281	1.163752912	0.769645019	0.733520852	0.771748782	0.773563943	N1PAF2	"ATP-dependent RNA helicase MSS116, mitochondrial - MSS116"	26	"760,999,984,741,211"
CENPK1137D_4925	P02294	YBL002W	9.504523572	8.863238028	13.32527066	8.311535682	8.67670632	12.90546662	8.48577916	13.42712726	10.34363674	6.220082753	3.419611385	8.609842685	N1P9S0	Histone H2B.2 - HTB2	34	"141,999,998,092,651"
CENPK1137D_378	P38911	YML074C	0.885979368	1.106209065	1.032437389	0.774773093	1.082928289	0.971482035	0.855272151	1.811954364	0.544757188	1.271671009	0.546246237	1.375330013	N1NYY3	FK506-binding nuclear protein - FPR3	27	"465,999,984,741,211"
CENPK1137D_820	Q06205	YLR449W	0.423533527	0.394957037	0.456466133	0.586999613	0.066611229	0.736034309	0.483967359	1.025318978	0.372218975	0.354748452	0.373236405	0.309827858	N1P7H6	FK506-binding protein 4 - FPR4	12	"437,999,992,370,605"
CENPK1137D_5070	P32521	YIR006C	0.196032082	0.273341268	0.359095781	0.643861212	0.482073414	0.579028313	0.14133715	0.193753052	0.134608028	0.095816746	0.023253673	0.083683796	N1P975	Actin cytoskeleton-regulatory complex protein PAN1 - PAN1	20	160
CENPK1137D_352	P22146	YMR307W	0.931570443	0.678751586	1.306054764	1.218099081	0.850433279	1.02147294	0.671652877	0.433896812	0.639675195	0.455333881	1.692528237	1.404987272	N1P0S2	"1,3-beta-glucanosyltransferase GAS1 - GAS1"	19	"594,000,015,258,789"
CENPK1137D_4121	P09457	YDR298C	4.39809427	5.078772847	2.99079194	2.244383192	3.137055313	1.968910154	3.926683586	5.248917335	4.786382939	5.508244904	6.860002653	5.694567573	N1P6U3	"ATP synthase subunit 5, mitochondrial - ATP5"	59	"227,000,007,629,395"
CENPK1137D_4385	Q12250	YDL147W	1.04859714	1.251519535	1.615328245	1.75486005	1.22518062	2.200405546	1.198221052	0.62509544	1.763608888	1.124108642	1.464549212	1.467993847	N1P956	26S proteasome regulatory subunit RPN5 - RPN5	30	"515,999,984,741,211"
CENPK1137D_4255	Q04062	YDR427W	1.637440245	1.890861483	2.295678925	0.835599043	2.23514653	1.795463686	1.461930859	1.618403693	2.547063197	1.69836241	2.554025388	1.483304535	N1P8W6	26S proteasome regulatory subunit RPN9 - RPN9	35	"457,000,007,629,395"
CENPK1137D_130	Q03161	YMR099C	3.174753194	4.929057158	4.131564462	3.352313987	5.546479494	4.975680514	4.380483454	4.218820034	4.645286528	3.800791408	2.797732394	1.875471393	N1P5I9	Glucose-6-phosphate 1-epimerase - YMR099C	52	"337,999,992,370,605"
CENPK1137D_2784	P53849	YNL255C	5.792136979	5.401332149	5.041124174	5.065120078	5.28765815	4.743494978	7.991915795	5.916909594	6.515030317	7.689013729	8.089731822	11.18053066	N1NZY3	Zinc finger protein GIS2 - GIS2	43	17
CENPK1137D_1801	Q06103	YPR108W	1.762237663	1.984313733	0.967729437	2.202656388	1.608751722	2.333240159	0.80166802	1.135851328	1.54872815	0.93131821	1.875186553	1.842589114	N1NVL0	26S proteasome regulatory subunit RPN7 - RPN7	28	"487,999,992,370,605"
CENPK1137D_175 CENPK1137D_3744	(P0CX52-P0CX51)	YDL083C YMR143W	10.22891031	6.018556377	8.399140319	10.8010031	3.078732255	3.697928765	12.27864304	11.66943768	7.259519722	6.918785878	7.279363031	10.69531039	N1P5Z6	40S ribosomal protein S16- NA	57	"158,000,001,907,349"
CENPK1137D_3681	P32263	YER023W	3.372464413	4.495114812	1.851982372	3.561082998	5.125824665	1.742640883	1.534184024	3.250277042	1.870074855	1.331157512	1.875186553	1.556614054	N1P5I0	Pyrroline-5-carboxylate reductase - PRO3	52	30
CENPK1137D_2634	Q10740	YNL045W	0.861170421	0.648513424	0.974995468	1.253810351	1.123686085	0.944278866	0.620895172	0.687350591	0.913868307	1.380399252	1.084717532	1.048850523	N1NZJ8	Leukotriene A-4 hydrolase homolog - LAP2	20	"771,999,969,482,422"
CENPK1137D_4966	P31383	YAL016W	1.135820208	0.877178247	0.772380425	0.822577288	0.858717549	1.245434111	0.547674823	0.247532942	0.667581528	1.126133451	1.000934811	1.145645588	N1P8W8	Protein phosphatase PP2A regulatory subunit A - TPD3	31	"708,000,030,517,578"
CENPK1137D_1899	Q08971	YPL225W	7.990303168	9.226936095	11.20234503	4.077516539	9.032750162	13.10057676	8.61407065	9.536048623	10.50001608	10.00718584	12.46301183	8.740009819	N1NXX8	Protein PBDC1 homolog - YPL225W	66	"173,999,996,185,303"
CENPK1137D_1092	Q02046	YKR080W	3.402036277	2.121705039	3.18983805	1.989637092	3.676300814	2.494790678	3.382019795	2.715364566	3.53913564	2.84951964	1.566578804	2.488694627	N1P2S7	Methylenetetrahydrofolate dehydrogenase [NAD(+)] - MTD1	52	"360,999,984,741,211"
CENPK1137D_3478	P21524	YER070W	0.549907695	0.512804535	0.451538996	0.388336779	0.606175168	0.602977299	0.396477892	0.35444333	0.690767447	0.5561684	0.305764387	0.324855536	N1PA44	Ribonucleoside-diphosphate reductase large chain 1 - RNR1	16	"994,000,015,258,789"
CENPK1137D_3726	Q12154	YDL100C	1.512365288	1.805035157	2.713746594	1.692678687	3.127603551	2.628251762	1.395573721	2.734490114	3.01091063	0.946101805	1.332762927	2.117250614	N1P5N0	ATPase GET3 - GET3	29	"392,000,007,629,395"
CENPK1137D_3289	P22147	YGL173C	0.384027012	0.135716581	0.300174996	0.288305032	0.170044387	0.252918801	0.318259975	0.148671239	0.16369992	0.276142985	0.388999505	0.32291299	N1P4M8	5'-3' exoribonuclease 1 - XRN1	14	"175,199,996,948,242"
CENPK1137D_4601	P38081	YBR056W	1.659920185	1.281933415	1.788990243	2.001456493	2.40165627	2.154497158	2.156065125	1.324879597	1.458807272	0.542607109	0.978289553	0.209196775	N1P813	Uncharacterized glycosyl hydrolase YBR056W - YBR056W	33	"577,000,007,629,395"
CENPK1137D_283	(P0CX24-P0CX23)	YOR312C YMR242C	4.46533699	5.329459964	3.886358063	8.84576937	5.217298555	6.266604826	6.161214307	5.6486224	5.022637754	8.472613683	5.036366728	3.266531944	N1NYP8	60S ribosomal protein L20- NA	37	"212,000,007,629,395"
CENPK1137D_5342	P29704	YHR190W	1.052380261	0.732964954	1.369548	1.177851444	1.229600818	0.602977299	0.971110782	0.627350654	1.465826285	0.460598491	0.48460289	0.574981431	N1P4W6	Squalene synthase - ERG9	29	"515,999,984,741,211"
CENPK1137D_4873	P32602	YBL050W	2.63439724	1.919448303	2.678668209	3.444674399	1.87905246	2.256968638	3.91592586	2.603770266	2.315218457	1.72403895	2.321546919	3.410966699	N1PAX3	Alpha-soluble NSF attachment protein - SEC17	44	"327,000,007,629,395"
CENPK1137D_1357	P40413	YJR064W	1.634775907	0.67296091	1.488440369	1.429582259	1.492391527	1.254116961	0.995726013	0.737197557	0.634217894	1.156760336	1.217045675	1.393000815	N1P3H3	T-complex protein 1 subunit epsilon - CCT5	31	"617,999,992,370,605"
CENPK1137D_3863	P11353	YDR044W	1.708793262	1.190145446	0.383115035	1.494309111	0.514318415	0.322801688	0.643777516	0.712682069	1.121627612	0.471889422	0.786869712	1.250035056	N1PAC1	Oxygen-dependent coproporphyrinogen-III oxidase - HEM13	57	"375,999,984,741,211"
CENPK1137D_5218	P38795	YHR074W	1.114393015	0.727058053	0.64019532	1.135140908	0.859439625	1.032290647	0.2649022	0.129453901	0.827373374	0.653039939	0.554844182	0.570347705	N1P247	Glutamine-dependent NAD(+) synthetase - QNS1	24	"80,5"
CENPK1137D_950	P35691	YKL056C	3.760258113	6.008944122	5.426127157	4.402710432	5.882482595	4.123147034	3.629931084	5.143104052	5.663003345	6.683454773	7.031767488	5.83715155	N1P7V2	Translationally-controlled tumor protein homolog - TMA19	39	"187,000,007,629,395"
CENPK1137D_3624	P39986	YEL031W	0.1568816	0.06458083	0.27335569	0.416106909	0.434388732	0.230321627	0.113110049	0.02888337	0.418181406	0.336696937	0.48843939	0.2435316	N1P5K4	Manganese-transporting ATPase 1 - SPF1	21	135
CENPK1137D_5399	P10614	YHR007C	1.014497979	0.739173423	1.031546589	0.36220322	0.378116764	0.454163838	0.426836861	0.330590669	0.229674617	0.346923804	0.230302414	0.191176699	N1P1H0	Lanosterol 14-alpha demethylase - ERG11	43	"605,999,984,741,211"
CENPK1137D_4790	P38328	YBR234C	2.104280339	1.584650396	2.382413218	2.221970648	2.319593816	2.30735683	0.957268301	1.356315138	3.53913564	1.11208303	1.854384549	1.53934607	N1P9L6	Actin-related protein 2/3 complex subunit 1 - ARC40	40	"422,999,992,370,606"
CENPK1137D_342	P00729	YMR297W	1.507817181	1.164466368	1.413768762	0.688996019	0.719267334	0.451433786	0.900314133	0.996676217	0.886223798	0.492886543	0.694323706	0.913476878	N1P0R4	Carboxypeptidase Y - PRC1	30	"597,000,007,629,395"
CENPK1137D_282	Q04013	YMR241W	1.368558662	2.708171234	2.822715319	2.53959803	1.249361054	2.009213684	1.321125698	1.87185012	1.202746581	1.146294297	2.066702992	1.715594066	N1P0L2	Citrate/oxoglutarate carrier protein - YHM2	33	"340,999,984,741,211"
CENPK1137D_3196	P50085	YGR231C	2.393838903	2.232322729	1.627858262	3.13012611	1.70746796	2.624859644	2.137254763	1.910663145	2.103805731	1.566609411	1.648254308	2.618445768	N1P410	Prohibitin-2 - PHB2	29	"342,999,992,370,605"
CENPK1137D_3856	P14843	YDR035W	2.233177975	2.976574447	2.170582794	1.577037655	1.646325434	0.807332631	2.301356327	1.782430242	1.584899962	0.88146568	0.648839893	0.538609502	N1P657	"Phospho-2-dehydro-3-deoxyheptonate aldolase, phenylalanine-inhibited - ARO3"	40	41
CENPK1137D_3220	P32379	YGR253C	4.743420723	2.958269351	3.818219296	2.167502821	2.896010949	0.896061711	3.419958414	3.786002118	3.452379756	3.973053021	4.180111336	5.499502635	N1P678	Proteasome subunit alpha type-5 - PUP2	52	"28,5"
CENPK1137D_2793	P53852	YNL247W	0.71451543	0.219680586	0.306573196	0.754477569	0.215057287	0.369208878	0.416014623	0.570296647	0.295918204	0.722650196	0.760311594	0.422096827	N1NYF2	Cysteine--tRNA ligase - YNL247W	24	"856,999,969,482,422"
CENPK1137D_2113	Q12189	YOR095C	4.802419356	5.301145144	4.502873792	4.199629737	4.384142147	2.055118199	4.098612056	4.537293162	3.49532043	4.761462287	7.624331546	4.843962549	N1NWX9	Ribose-5-phosphate isomerase - RKI1	64	"282,000,007,629,395"
CENPK1137D_4730	P38295	YBR177C	1.626660032	2.168154415	2.11690496	0.468992311	0.699794782	0.588065859	1.416151685	1.29833272	1.726200778	0.64206481	0.472618812	0.960942212	N1P9J4	Medium-chain fatty acid ethyl ester synthase/esterase 2 - EHT1	36	"510,999,984,741,211"
CENPK1137D_2918	P53172	YGL056C	1.267738572	0.745920713	1.64981128	1.338641931	1.15732211	1.39008344	0.914026701	0.638439593	0.367331712	2.309892173	1.117187086	0.927389926	N1P9R5	Protein SDS23 - SDS23	36	58
CENPK1137D_4634	P38250	YBR086C	0.234181575	0.218380966	0.646707546	0.62113448	0.868182059	0.778835757	0.22606506	0.186914041	0.436731058	0.137231586	0.276312459	0.363526465	N1P8D4	Increased sodium tolerance protein 2 - IST2	16	"105,699,996,948,242"
CENPK1137D_3020	P53235	YGR054W	0.583183071	0.543834768	0.507567119	0.975975076	0.397628871	0.477600233	0.666397233	0.465472593	0.655967807	0.774170683	0.98352184	0.676140074	N1P5R3	Eukaryotic translation initiation factor 2A - YGR054W	19	"711,999,969,482,422"
CENPK1137D_2930	P05373	YGL040C	1.598202452	1.907483355	2.079870797	1.788749881	1.867339321	2.242899746	0.860616022	1.275619057	2.226084287	2.12160048	1.408406418	1.496343723	N1P5J0	Delta-aminolevulinic acid dehydratase - HEM2	41	"375,999,984,741,211"
CENPK1137D_2544	P20081	YNL135C	14.70265554	8.65084927	14.29054536	15.52496046	6.325133354	16.12155569	8.560374541	9.476605331	12.92130851	5.803337851	12.95662786	10.7554467	N1NZB8	FK506-binding protein 1 - FPR1	82	"121,000,003,814,697"
CENPK1137D_3386	P43588	YFR004W	1.909663419	4.034124901	1.662055035	1.669966467	2.231250233	1.563926902	3.119007782	2.916949644	2.148000836	2.535062327	2.667178796	2.214055978	N1P4N6	Ubiquitin carboxyl-terminal hydrolase RPN11 - RPN11	36	"342,999,992,370,605"
CENPK1137D_2184	Q99287	YOR165W	0.551042515	0.299867031	0.464022425	0.376503593	0.622933731	1.245719585	0.310418347	0.113298827	0.72412212	0.461549008	0.485602943	0.499171719	N1NYJ0	Protein SEY1 - SEY1	18	"893,000,030,517,578"
CENPK1137D_312	P23639	YML092C	4.182870618	3.149954623	2.844435558	2.95388211	3.0836621	2.89391985	1.902849813	4.031321513	2.968608662	1.651035849	5.268681999	3.694799702	N1P0N9	Proteasome subunit alpha type-2 - PRE8	49	27
CENPK1137D_3739	Q07505	YDL086W	3.633193246	3.388055834	1.995161112	2.004658139	2.678433386	3.217121544	2.115365818	1.829694599	3.855520443	1.434070724	2.585547414	1.676957552	N1P5Y9	Putative carboxymethylenebutenolidase - YDL086W	41	"307,000,007,629,395"
CENPK1137D_3177	P53303	YGR211W	1.443231503	1.086840632	0.792547815	1.523950007	1.590905359	1.910869216	1.040555331	1.390941948	1.024270156	1.459662709	1.027069916	0.497528573	N1P2J7	Zinc finger protein ZPR1 - ZPR1	34	"549,000,015,258,789"
CENPK1137D_1993	Q12068	YOL151W	0.526926205	0.256760943	0.358320343	0.460787532	0.481032416	0.577777949	1.15228782	1.632630488	2.6879761	10.71364927	9.676993315	8.685528663	N1NWR8	NADPH-dependent methylglyoxal reductase GRE2 - GRE2	67	"380,999,984,741,211"
CENPK1137D_675	Q05905	YLR301W	5.251056883	5.796373169	2.957226517	3.802890721	3.205939156	5.757817406	1.978303889	2.802979592	2.411429333	1.2009188	3.094759697	2.007227026	N1P726	Protein HRI1 - HRI1	55	"273,999,996,185,303"
CENPK1137D_2480	P32573	YNL202W	2.63439724	3.673324678	2.21837583	4.749590898	4.95826607	3.577046802	2.352028803	3.144028411	2.315218457	3.90550793	2.321546919	2.881574986	N1NX96	"Peroxisomal 2,4-dienoyl-CoA reductase SPS19 - SPS19"	44	31
CENPK1137D_5143	P07172	YIL116W	2.99520715	0.644281375	1.425007594	1.156238256	1.544855498	1.082819415	1.824351376	2.019614667	1.487215935	0.827137257	3.074564008	0.967228496	N1P1X8	Histidinol-phosphate aminotransferase - HIS5	34	"42,5"
CENPK1137D_5435	P38694	YHR039C	0.742693152	0.404159724	0.625407783	0.379002342	0.276811523	0.636287924	0.312478506	0.152703759	0.808262309	0.36301426	0.381932991	0.317046995	N1P9M1	Putative aldehyde dehydrogenase-like protein YHR039C - MSC7	26	"711,999,969,482,422"
CENPK1137D_1803	P07703	YPR110C	3.161489541	1.150586751	2.149876027	1.078967169	1.508111316	0.946535967	1.524421042	1.687582302	1.858174388	2.193010267	1.863253557	1.915316811	N1NWG0	DNA-directed RNA polymerases I and III subunit RPAC1 - RPC40	39	"375,999,984,741,211"
CENPK1137D_1028	P36114	YKR018C	0.480041846	0.447652648	0.326438043	0.803365016	0.438231553	1.007333227	0.258497729	0.200209834	0.53995394	0.300303413	0.315953926	0.351165439	N1P0G5	Mitochondrial outer membrane protein YKR018C - YKR018C	21	"815,999,984,741,211"
CENPK1137D_4353	P32771	YDL168W	1.685232868	1.571527486	1.145992006	1.473705968	1.538453828	1.847868602	1.21503587	1.345083133	1.834014769	1.747933192	2.220609107	2.18200699	N1PAL9	S-(hydroxymethyl)glutathione dehydrogenase - SFA1	29	"409,000,015,258,789"
CENPK1137D_717	Q06142	YLR347C	0.272273442	0.65058161	0.247901122	0.408013611	0.425939852	0.298549568	0.196306401	0.217317393	0.507769531	0.483936788	0.847703451	0.422657513	N1P1N7	Importin subunit beta-1 - KAP95	22	"945,999,984,741,211"
CENPK1137D_3570	P40093	YER156C	3.302360449	2.550367329	1.501862414	1.931342968	1.176561354	0.988712093	1.971831745	0.719694008	1.940971661	1.84986994	2.410110075	2.000660259	N1P778	UPF0160 protein YER156C - YER156C	50	"367,000,007,629,395"
CENPK1137D_3841	P48015	YDR019C	2.380167867	1.838170744	1.340434066	1.392010516	1.453169054	1.018554594	1.716076983	0.992690571	1.732345461	0.778047051	0.818595493	0.67952559	N1P622	"Aminomethyltransferase, mitochondrial - GCV1"	36	"444,000,015,258,789"
CENPK1137D_3630	P08067	YEL024W	3.359918385	4.010122988	2.284811604	3.760508315	1.602766946	3.684171965	2.422467207	4.250275017	5.650961368	3.601872587	2.211430966	3.145779671	N1P7D2	"Cytochrome b-c1 complex subunit Rieske, mitochondrial - RIP1"	35	"232,999,992,370,605"
CENPK1137D_1767	P38687	YPL243W	1.03276269	0.31752696	1.921040218	0.903132481	0.761364971	0.235575766	0.744611465	0.388453558	0.732957949	1.440207537	0.428890178	1.079852809	N1P264	Signal recognition particle subunit SRP68 - SRP68	33	"689,000,015,258,789"
CENPK1137D_2107	P36017	YOR089C	1.823074596	4.164053497	1.771974466	1.594246091	2.37881319	2.857241552	2.515454782	0.918109639	3.924324874	1.526993378	0.174637157	2.552231156	N1P326	Vacuolar protein sorting-associated protein 21 - VPS21	46	23
CENPK1137D_1023	P36018	YKR014C	0.967329225	3.501751053	1.490137785	1.340677523	2.000457391	1.681065256	1.579915785	0.772082155	1.925819025	3.145255436	1.351044362	1.121517557	N1P0G3	GTP-binding protein YPT52 - YPT52	28	26
CENPK1137D_218	P39926	YMR183C	2.024921749	0.986705182	1.37698723	1.322536365	2.365918035	1.160209757	0.762877009	1.207107385	1.329129858	1.266745631	1.332762927	1.106341926	N1NYJ6	Protein SSO2 - SSO2	26	"335,999,984,741,211"
CENPK1137D_1877	P32867	YPL232W	0.686136385	0.334340982	0.466586445	0.600013983	0.992736738	0.393132292	0.494697401	0.547645667	0.603005347	0.09900982	0.104169783	0.086472542	N1P2I2	Protein SSO1 - SSO1	18	33
CENPK1137D_4397	(P0CX85-P0CX84)	YDL136W YDL191W	5.828683755	9.314316713	6.79220223	5.097079579	3.722748403	4.471469835	12.74622751	9.872118072	5.122491023	6.536642767	5.136492937	4.263862216	N1P611	60S ribosomal protein L35- NA	33	"146,999,998,092,651"
CENPK1137D_2521	P38616	YNL160W	2.894273696	1.805035157	1.316270876	2.530990524	3.127603551	2.122436813	1.728164094	2.310089487	1.329129858	2.007652358	2.112282503	1.415977245	N1NWH1	Protein YGP1 - YGP1	28	"372,000,007,629,395"
CENPK1137D_1234	P40364	YJL066C	2.605768273	4.650297627	2.267902413	4.360834555	4.552429562	5.468016975	2.977584319	2.661901013	1.710389261	1.630110189	1.715064471	3.021117105	N1NZU9	Mitochondrial peculiar membrane protein 1 - MPM1	53	"283,999,996,185,303"
CENPK1137D_3924	Q03862	YDR101C	0.49459384	0.617536039	0.576353345	0.432513457	0.451516108	0.542325304	0.47745168	0.528554109	0.581983887	0.414268028	1.116810135	0.927077015	N1P6K5	Probable metalloprotease ARX1 - ARX1	27	65
CENPK1137D_4977	P32471	YAL003W	5.702381193	2.505922664	3.131451709	1.037351822	0.565870172	1.300727487	4.111359224	4.551404679	6.051328893	3.857063292	2.368109641	7.983104462	N1P7L5	Elongation factor 1-beta - EFB1	58	"22,5"
CENPK1137D_3501	P39966	YER089C	1.255187791	0.683049722	0.498094706	0.448135994	0.467825028	0.35454468	0.707083953	0.584627802	0.861891338	0.270827351	0.1488926	0.374879399	N1P4Z2	Protein phosphatase 2C homolog 2 - PTC2	26	"502,999,992,370,606"
CENPK1137D_4867	P34221	YBL056W	0.505465376	0.471360811	0.34372655	0.631791365	0.291150044	0.349706318	0.1201541	0.254554934	0.634941155	0.267131454	0.44543836	0.528512708	N1P7C7	Protein phosphatase 2C homolog 3 - PTC3	13	"512,000,007,629,395"
CENPK1137D_3275	P04037	YGL187C	7.26067363	3.951122805	3.857728677	4.960905261	5.178864615	6.220441028	3.054834215	5.795169214	4.985637809	3.548878915	6.398425508	9.400980077	N1P6D5	"Cytochrome c oxidase subunit 4, mitochondrial - COX4"	53	"171,000,003,814,697"
CENPK1137D_4507	P25613	YCR010C	1.130827332	0.347677321	0.485197848	3.621704493	3.780825526	2.372959679	0.514430106	0.569490396	0.627058287	0.102959167	0.108324953	0.089921797	N1P694	Accumulation of dyads protein 2 - ADY2	19	"306,000,003,814,697"
