originalGene	condition	significance	direction	P_ref	P_cond	orthoGroup	protName	shortName	MWeigth	SeqLength	GOterms
YDL161W	LpH	TRUE	1	0.06011853895	0.0798187229833333	WGD	Epsin-1	ENT1	52352	454	actin filament organization//endocytosis//actin cortical patch assembly
YJR135W-A	LpH	TRUE	-1	0.334306016291667	0.298033889416667	1	Mitochondrial import inner membrane translocase subunit TIM8	TIM8	9764	87	protein import into mitochondrial inner membrane
YKL122C	LpH	TRUE	1	0.185484924583333	0.148706757716667	2	Signal recognition particle subunit SRP21 (Signal recognition particle 21 kDa protein)	SRP21	18425	167	SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition//protein targeting to ER
YLR206W	LpH	TRUE	1	NaN	NaN	WGD	Epsin-2	ENT2	71807	613	actin filament organization//endocytosis//actin cortical patch assembly
YML078W	LpH	TRUE	-1	0.233800519541667	0.219601995416667	3	Peptidyl-prolyl cis-trans isomerase C, mitochondrial (PPIase C) (EC 5.2.1.8) (Cyclophilin C) (PPI-III) (Rotamase C)	CPR3	19919	182	protein peptidyl-prolyl isomerization//apoptotic process//protein folding
YBR258C	LpH	TRUE	1	NaN	NaN	3	COMPASS component SHG1 (Complex proteins associated with SET1 protein SHG1) (Set1C component SHG1)	SHG1	16429	142	histone H3-K4 methylation
YER159C	LpH	TRUE	1	NaN	NaN	1	Negative cofactor 2 complex subunit alpha (NC2 complex subunit alpha) (Transcription repressor BUR6)	BUR6	15517	142	negative regulation of transcription from RNA polymerase II promoter//positive regulation of transcription from RNA polymerase II promoter//transcription, DNA-templated//regulation of transcription, DNA-templated//RNA polymerase II transcriptional preinitiation complex assembly//positive regulation of transcription from RNA polymerase II promoter in response to heat stress
YGL030W	LpH	TRUE	-1	NaN	NaN	1	60S ribosomal protein L30 (L32) (Large ribosomal subunit protein eL30) (RP73) (YL38)	RPL30	11415	105	rRNA processing//cytoplasmic translation//negative regulation of translation//translation//negative regulation of mRNA splicing, via spliceosome
YDR513W	LpH	TRUE	-1	NaN	NaN	WGD	Glutaredoxin-2, mitochondrial (Glutathione-dependent oxidoreductase 2) (Thioltransferase)	GRX2	15861	143	cell redox homeostasis//cellular response to oxidative stress//electron transport chain//transport//glutathione metabolic process
YLR050C	LpH	TRUE	-1	NaN	NaN	2	Uncharacterized membrane protein YLR050C		19089	161	biological_process
YNL010W	LpH	TRUE	-1	0.164605877875	0.161088391041667	1	Uncharacterized phosphatase YNL010W (EC 3.1.3.-)		27481	241	dephosphorylation//biological_process//metabolic process
YLR262C-A	LpH	TRUE	-1	0.611245704083333	0.746551193	1	Translation machinery-associated protein 7	TMA7	6941	64	cytoplasmic translation
YCR031C	LpH	TRUE	-1	1.15319938316667	1.152403277375	WGD	40S ribosomal protein S14-A (RP59A) (Small ribosomal subunit protein uS11-A)	RPS14A	14537	137	cytoplasmic translation//ribosomal small subunit assembly//translation//maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
YDL083C	LpH	TRUE	-1	NaN	NaN	WGD	40S ribosomal protein S16-B (RP61R) (Small ribosomal subunit protein uS9-B)	RPS16B	15847	143	cytoplasmic translation//translation//DNA recombination//maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
YLR337C	LpH	TRUE	1	0.0325345084083333	0.0292767041208333	1	Verprolin	VRP1	82594	817	bipolar cellular bud site selection//actin filament organization//actin cortical patch localization//endocytosis//actin cytoskeleton organization//regulation of cytokinesis
YJL104W	LpH	TRUE	1	NaN	NaN	1	Mitochondrial import inner membrane translocase subunit TIM16 (Presequence translocated-associated motor subunit PAM16)	PAM16	16216	149	protein import into mitochondrial matrix
YHR191C	LpH	TRUE	1	NaN	NaN	1	Chromosome transmission fidelity protein 8	CTF8	15169	133	maintenance of DNA trinucleotide repeats//mitotic sister chromatid cohesion//cell cycle//DNA replication
YLR101C	LpH	TRUE	1	NaN	NaN	NaN	Putative uncharacterized protein YLR101C		15766	131	
YOR133W	LpH	TRUE	-1	0.787913205125	0.749542677708333	WGD	Elongation factor 2 (EF-2) (Eukaryotic elongation factor 2) (eEF2) (Ribosomal translocase) (Translation elongation factor 2)	EFT1; EFT2	93289	842	obsolete GTP catabolic process//translational elongation//translation//positive regulation of translational elongation//maintenance of translational fidelity
YGR282C	LpH	TRUE	-1	0.303232794583333	0.313364151166667	1	Glucan 1,3-beta-glucosidase (EC 3.2.1.58) (Exo-1,3-beta-glucanase) (GP29) (Soluble cell wall protein 9)	BGL2	34119	313	carbohydrate metabolic process//fungal-type cell wall organization//metabolic process
YBL051C	LpH	TRUE	1	0.0323031652208333	0.0340366402125	1	RNA-binding protein PIN4 (Psi inducibility protein 4)	PIN4	73776	668	G2/M transition of mitotic cell cycle//DNA damage checkpoint
YDR447C	LpH	TRUE	-1	NaN	NaN	WGD	40S ribosomal protein S17-B (RP51B) (Small ribosomal subunit protein eS17-B)	RPS17B	15803	136	cytoplasmic translation//ribosomal small subunit assembly//translation
YCR034W	LpH	TRUE	-1	NaN	NaN	WGD	Elongation of fatty acids protein 2 (EC 2.3.1.199) (3-keto acyl-CoA synthase ELO2) (Fenpropimorph resistance protein 1) (Glucan synthesis protein 1) (Very-long-chain 3-oxoacyl-CoA synthase 2) (v-SNARE bypass mutant gene 2 protein)	ELO2	40002	347	fatty acid elongation//sphingolipid biosynthetic process//vesicle-mediated transport//lipid biosynthetic process//fatty acid biosynthetic process
YBL092W	LpH	TRUE	-1	0.946263266666667	0.732593450916667	1	60S ribosomal protein L32 (Large ribosomal subunit protein eL32)	RPL32	14771	130	cytoplasmic translation//translation
YDR450W	LpH	TRUE	-1	NaN	NaN	WGD	40S ribosomal protein S18-A (Small ribosomal subunit protein uS13-A)	RPS18A	17038	146	cytoplasmic translation//translation//endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)//rRNA export from nucleus
YKL077W	LpH	TRUE	-1	NaN	NaN	2	PMA1 stabilization in the Golgi protein 1 [Cleaved into: PSG1-N'; PSG1-C']	PSG1	46036	392	biological_process
YFL045C	LpH	TRUE	-1	0.493190497	0.489367649416667	1	Phosphomannomutase (PMM) (EC 5.4.2.8)	SEC53	29063	254	GDP-mannose biosynthetic process//protein targeting to ER//mannose biosynthetic process
YKL008C	LpH	TRUE	-1	NaN	NaN	WGD	Ceramide synthase LAC1 (EC 2.3.1.-) (Sphingosine N-acyltransferase LAC1) (EC 2.3.1.24)	LAC1	48992	418	ceramide biosynthetic process//lipid metabolic process//lipid biosynthetic process//replicative cell aging
YDL169C	LpH	TRUE	1	NaN	NaN	3	Protein UGX2	UGX2	25732	223	biological_process
YDR468C	LpH	TRUE	1	NaN	NaN	1	t-SNARE affecting a late Golgi compartment protein 1 (Syntaxin TLG1)	TLG1	25817	224	intracellular protein transport//endocytosis//vesicle-mediated transport//vesicle fusion//Golgi vesicle transport
YGL076C	LpH	TRUE	-1	0.871000457291667	0.725888728875	WGD	60S ribosomal protein L7-A (L6) (Large ribosomal subunit protein uL30-A) (RP11) (YL8)	RPL7A	27638	244	ribosomal large subunit biogenesis//cytoplasmic translation//maturation of LSU-rRNA
YLR200W	LpH	TRUE	1	0.130458009125	0.163730235575	1	Prefoldin subunit 6 (Genes involved in microtubule biogenesis protein 1) (Gim complex subunit 1) (GimC subunit 1)	YKE2	13284	114	tubulin complex assembly//protein folding//positive regulation of transcription elongation from RNA polymerase II promoter
YLR301W	LpH	TRUE	-1	0.223605998666667	0.223597873375	3	Protein HRI1 (HRR25-interacting protein 1)	HRI1	27501	244	cotranslational protein targeting to membrane
YPL163C	LpH	TRUE	1	NaN	NaN	WGD	Protein SVS1	SVS1	27611	260	cellular response to vanadate(3-)
YHR064C	LpH	TRUE	-1	0.343590576041667	0.345329978208333	1	Ribosome-associated complex subunit SSZ1 (DnaK-related protein SSZ1) (Heat shock protein 70 homolog SSZ1) (Pleiotropic drug resistance protein 13)	SSZ1	58238	538	rRNA processing//cytoplasmic translation//regulation of translational fidelity//translational frameshifting
YDL084W	LpH	TRUE	-1	0.313500876875	0.2770399315	1	ATP-dependent RNA helicase SUB2 (EC 3.6.4.13) (Suppressor of BRR1 protein 2)	SUB2	50309	446	mRNA 3'-end processing//transcription elongation from RNA polymerase II promoter//obsolete ATP catabolic process//mRNA splicing, via spliceosome//mRNA export from nucleus//chromatin silencing at telomere//transcription-coupled nucleotide-excision repair
YBR233W-A	LpH	TRUE	1	NaN	NaN	1	DASH complex subunit DAD3 (DUO1 and DAM1-interacting protein 3) (Outer kinetochore protein DAD3)	DAD3	10848	94	chromosome segregation//regulation of microtubule polymerization or depolymerization//mitotic spindle organization in nucleus//cell division//cell cycle//mitotic nuclear division//attachment of spindle microtubules to kinetochore//positive regulation of microtubule polymerization//positive regulation of attachment of spindle microtubules to kinetochore
YPR132W	LpH	TRUE	-1	NaN	NaN	WGD	40S ribosomal protein S23-B (RP37) (S28) (Small ribosomal subunit protein uS12-B) (YS14)	RPS23B	16038	145	regulation of translational fidelity//translation//maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
YDL133C-A	LpH	TRUE	-1	NaN	NaN	WGD	60S ribosomal protein L41-B (L47) (Large ribosomal subunit protein eL41-B) (YL41)	RPL41B	3337	25	cytoplasmic translation//translation
YLR038C	LpH	TRUE	-1	0.242612660125	0.4058873235	1	Cytochrome c oxidase subunit 6B (EC 1.9.3.1) (Cytochrome c oxidase polypeptide VIb)	COX12	9788	83	mitochondrial respiratory chain complex IV assembly//hydrogen ion transmembrane transport//oxidative phosphorylation
YGR085C	LpH	TRUE	-1	0.773013502541667	0.54263593125	WGD	60S ribosomal protein L11-B (L16) (Large ribosomal subunit protein uL5-B) (RP39) (YL22)	RPL11B	19750	174	cytoplasmic translation//ribosomal large subunit assembly//translation
YOR302W	LpH	TRUE	1	NaN	NaN	3	Arginine attenuator peptide (AAP) (CPA1 leader peptide)		2979	25	regulation of translation
YDR385W	LpH	TRUE	-1	NaN	NaN	WGD	Elongation factor 2 (EF-2) (Eukaryotic elongation factor 2) (eEF2) (Ribosomal translocase) (Translation elongation factor 2)	EFT1; EFT2	93289	842	obsolete GTP catabolic process//translational elongation//positive regulation of translational elongation//translation//maintenance of translational fidelity
YHR051W	LpH	TRUE	-1	0.819330573291667	0.789293421958333	1	Cytochrome c oxidase subunit 6, mitochondrial (EC 1.9.3.1) (Cytochrome c oxidase polypeptide VI)	COX6	17342	148	mitochondrial electron transport, cytochrome c to oxygen//hydrogen ion transmembrane transport
YPR080W	LpH	TRUE	-1	2.62505934833333	2.45916576	WGD	Elongation factor 1-alpha (EF-1-alpha) (Eukaryotic elongation factor 1A) (eEF1A) (Translation elongation factor 1A)	TEF1; TEF2	50033	458	tRNA export from nucleus//translational elongation
YAL013W	LpH	TRUE	1	NaN	NaN	1	Transcriptional regulatory protein DEP1	DEP1	46978	405	cellular response to heat//phospholipid metabolic process//negative regulation of chromatin silencing at silent mating-type cassette//negative regulation of chromatin silencing at rDNA//negative regulation of chromatin silencing at telomere//histone deacetylation//regulation of DNA-dependent DNA replication initiation//regulation of transcription from RNA polymerase II promoter//negative regulation of transcription from RNA polymerase II promoter//transcription, DNA-templated//regulation of transcription, DNA-templated//positive regulation of transcription from RNA polymerase II promoter//positive regulation of transcription from RNA polymerase II promoter in response to heat stress//negative regulation of inositol biosynthetic process by negative regulation of transcription from RNA polymerase II promoter//negative regulation of phosphatidylcholine biosynthetic process by negative regulation of transcription from RNA polymerase II promoter//positive regulation of inositol biosynthetic process by positive regulation of transcription from RNA polymerase II promoter//positive regulation of phosphatidylserine biosynthetic process by positive regulation of transcription from RNA polymerase II promoter//positive regulation of phosphatidylcholine biosynthetic process by positive regulation of transcription from RNA polymerase II promoter//negative regulation of phosphatidylserine biosynthetic process by negative regulation of transcription from RNA polymerase II promoter
YPL090C	LpH	TRUE	-1	NaN	NaN	WGD	40S ribosomal protein S6-A (RP9) (S10) (Small ribosomal subunit protein eS6-A) (YS4)	RPS6A	26996	236	cytoplasmic translation//translation//maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
YGR209C	LpH	TRUE	-1	0.303336859333333	0.310508167833333	WGD	Thioredoxin-2 (Thioredoxin II) (TR-II) (Thioredoxin-1)	TRX2	11204	104	cell redox homeostasis//protein transport//vacuole fusion, non-autophagic//vacuole inheritance//ER to Golgi vesicle-mediated transport//glutathione metabolic process//retrograde vesicle-mediated transport, Golgi to ER//deoxyribonucleotide biosynthetic process//glycerol ether metabolic process//sulfate assimilation//protein deglutathionylation
YDR428C	LpH	TRUE	-1	NaN	NaN	1	Kynurenine formamidase (KFA) (KFase) (EC 3.5.1.9) (Arylformamidase) (Biosynthesis of nicotinic acid protein 7) (N-formylkynurenine formamidase) (FKF)	BNA7	29991	261	NAD biosynthetic process//tryptophan catabolic process//metabolic process//'de novo' NAD biosynthetic process from tryptophan//tryptophan catabolic process to kynurenine
YMR182C	LpH	TRUE	1	NaN	NaN	WGD	Probable transcription repressor protein RGM1	RGM1	23855	211	positive regulation of transcription from RNA polymerase II promoter//transcription from RNA polymerase II promoter
YDR050C	LpH	TRUE	-1	1.09504727	1.09355620370833	1	Triosephosphate isomerase (TIM) (EC 5.3.1.1) (Triose-phosphate isomerase)	TPI1	26795	248	gluconeogenesis//metabolic process//pentose-phosphate shunt//glycolytic process
YDR363W-A	LpH	TRUE	1	0.26974388075	0.175702775666667	1	26S proteasome complex subunit SEM1	SEM1	10386	89	filamentous growth//transcription, DNA-templated//mRNA export from nucleus//regulation of cell cycle//ubiquitin-dependent protein catabolic process//proteasome-mediated ubiquitin-dependent protein catabolic process//exocytosis//histone deubiquitination//proteasome assembly//maintenance of DNA trinucleotide repeats//SAGA complex localization to transcription regulatory region
YNL024C-A	LpH	TRUE	-1	NaN	NaN	1	Protein kish	KSH1	8196	72	biological_process
YKL056C	LpH	TRUE	-1	0.328644685708333	0.394499920083333	1	Translationally-controlled tumor protein homolog (TCTP) (Microtubule and mitochondria-interacting protein 1) (Translation machinery-associated protein 19)	TMA19	18741	167	cytoplasmic translation//cellular response to oxidative stress
YGL077C	LpH	TRUE	-1	NaN	NaN	1	Choline transport protein	HNM1	62056	563	amino acid transport//transmembrane transport//glycine betaine transport//(R)-carnitine transmembrane transport//(R)-carnitine transport//ethanolamine transport//choline transport//amino acid transmembrane transport
YLR075W	LpH	TRUE	-1	0.871293942375	0.881889218041667	1	60S ribosomal protein L10 (L9) (Large ribosomal subunit protein uL16) (Ubiquinol-cytochrome C reductase complex subunit VI-requiring protein)	RPL10	25361	221	cytoplasmic translation//ribosomal large subunit assembly//translation//translational termination
YDR286C	LpH	TRUE	-1	NaN	NaN	1	Glutaredoxin-like protein YDR286C		13422	114	electron transport chain//biological_process//transport//oxidation-reduction process
YGR215W	LpH	TRUE	1	NaN	NaN	1	Mitochondrial 37S ribosomal protein S27 (Mitochondrial small ribosomal subunit protein mS33)	RSM27	12393	110	mitochondrial translation
YML026C	LpH	TRUE	-1	NaN	NaN	WGD	40S ribosomal protein S18-B (Small ribosomal subunit protein uS13-B)	RPS18B	17038	146	cytoplasmic translation//translation//endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)//rRNA export from nucleus
YPL211W	LpH	TRUE	-1	0.129801551954167	0.129724713641667	1	60S ribosome subunit biogenesis protein NIP7 (Nuclear import protein 7)	NIP7	20381	181	ribosomal large subunit assembly//ribosome assembly//rRNA processing//ribosome biogenesis//ribosomal large subunit biogenesis//maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)//assembly of large subunit precursor of preribosome
YOR329C	LpH	TRUE	1	NaN	NaN	2	Protein SCD5 (Protein FTB1)	SCD5	97305	872	endocytosis//actin filament organization//cortical actin cytoskeleton organization//protein secretion
YDL075W	LpH	TRUE	-1	1.16144020654167	1.01940356433333	WGD	60S ribosomal protein L31-A (L34) (Large ribosomal subunit protein eL31-A) (YL28)	RPL31A	12953	113	cytoplasmic translation//regulation of translational fidelity//translation
YHR021C	LpH	TRUE	-1	NaN	NaN	WGD	40S ribosomal protein S27-B (RP61) (Small ribosomal subunit protein eS27-B) (YS20)	RPS27B	8865	82	cytoplasmic translation//ribosomal small subunit assembly//translation//maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)//endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
YMR311C	LpH	TRUE	1	0.15406994425	0.1509619227125	1	Protein GLC8	GLC8	26649	229	regulation of phosphoprotein phosphatase activity//glycogen biosynthetic process//regulation of signal transduction//chromosome segregation//carbohydrate metabolic process//glycogen metabolic process//positive regulation of catalytic activity
YML001W	LpH	TRUE	-1	0.1377595490875	0.173942187291667	1	GTP-binding protein YPT7	YPT7	23043	208	regulation of vacuole fusion, non-autophagic//piecemeal microautophagy of nucleus//small GTPase mediated signal transduction//Golgi to vacuole transport//vesicle-mediated transport//protein transport//endocytosis//vacuole inheritance//transport//obsolete GTP catabolic process//retrograde transport, endosome to Golgi//protein localization to vacuole
YOR181W	LpH	TRUE	1	NaN	NaN	1	Proline-rich protein LAS17	LAS17	67572	633	actin polymerization or depolymerization//positive regulation of actin filament bundle assembly//bipolar cellular bud site selection//actin filament organization//response to osmotic stress//actin cortical patch localization//endocytosis//cytokinesis//actin nucleation//actin filament polymerization//positive regulation of Arp2/3 complex-mediated actin nucleation
YDR382W	LpH	TRUE	-1	0.624102987708333	0.554027580958333	3	60S acidic ribosomal protein P2-beta (L12eIA) (L45) (Large ribosomal subunit protein P2-B) (P2B) (YL44C) (YP2beta) (YPA1)	RPP2B	11050	110	cytoplasmic translation//translational elongation//positive regulation of protein kinase activity
YIL018W	LpH	TRUE	-1	NaN	NaN	WGD	60S ribosomal protein L2-B (L5) (Large ribosomal subunit protein uL2-B) (RP8) (YL6)	RPL2B	27408	254	cytoplasmic translation//translation
YJL023C	LpH	TRUE	-1	NaN	NaN	3	Protein PET130	PET130	39813	347	
YBR106W	LpH	TRUE	-1	0.313184421458333	0.316769806875	1	SRP-independent targeting protein 3 (Inorganic phosphate transport protein PHO88) (Phosphate metabolism protein PHO88)	PHO88	21137	188	protein maturation//phosphate ion transport
YPL221W	LpH	TRUE	-1	NaN	NaN	WGD	Flavin carrier protein 1 (Bypass of PAM1 protein 1) (FAD transporter 1) (Heme utilization factor 1) (TRP-like ion channel protein FLC1)	FLC1	89291	793	FAD transport//fungal-type cell wall biogenesis//protein folding//transport//FAD transmembrane transport
YNL148C	LpH	TRUE	1	NaN	NaN	1	Tubulin-specific chaperone B (Alpha-tubulin formation protein 1) (Tubulin-folding cofactor B)	ALF1	28354	254	post-chaperonin tubulin folding pathway//protein folding
YCL038C	LpH	TRUE	-1	NaN	NaN	1	Autophagy-related protein 22	ATG22	58844	528	amino acid transmembrane export from vacuole//autophagy//protein transport//transport
YCR075W-A	LpH	TRUE	-1	NaN	NaN	WGD	Uncharacterized protein YCR075W-A		8097	75	biological_process
YIR019C	LpH	TRUE	1	NaN	NaN	5	Flocculation protein FLO11 (Flo11p) (Flocculin-11) (Mucin-like protein 1)	FLO11	136111	1367	single organismal cell-cell adhesion//biofilm formation//flocculation//filamentous growth//pseudohyphal growth//invasive growth in response to glucose limitation//single-species surface biofilm formation//cell adhesion involved in single-species biofilm formation//single-species biofilm formation on inanimate substrate
YLR052W	LpH	TRUE	1	NaN	NaN	3	Ino eighty subunit 3	IES3	28243	250	telomere maintenance//transcription, DNA-templated//nucleosome mobilization//telomere maintenance via recombination//chromatin silencing at telomere
YHR141C	LpH	TRUE	-1	NaN	NaN	WGD	60S ribosomal protein L42-B (L41) (Large ribosomal subunit protein eL42-B) (Maintenance of killer protein 18) (YL27) (YP44)	RPL42B	12212	106	cytoplasmic translation//translation//response to antibiotic//response to cycloheximide
YMR070W	LpH	TRUE	1	NaN	NaN	3	Transcriptional activator/repressor MOT3 (Hypoxic gene repressor protein 7) (Modulator of transcription protein 3)	MOT3	54382	490	negative regulation of transcription from RNA polymerase II promoter//transcription, DNA-templated//regulation of transcription, DNA-templated//positive regulation of transcription from RNA polymerase II promoter//negative regulation of ergosterol biosynthetic process//cellular hyperosmotic response
YGR174C	LpH	TRUE	1	0.1368687400625	0.136153908795833	1	Assembly factor CBP4 (Cytochrome b mRNA-processing protein 4)	CBP4	17532	147	mitochondrial respiratory chain complex III assembly
YCR023C	LpH	TRUE	-1	NaN	NaN	1	Uncharacterized membrane protein YCR023C		69218	611	biological_process//transmembrane transport//transport
YJR141W	LpH	TRUE	-1	NaN	NaN	1	Uncharacterized protein YJR141W		39902	347	biological_process
YOL093W	LpH	TRUE	1	NaN	NaN	1	tRNA (guanine(9)-N1)-methyltransferase (EC 2.1.1.221) (tRNA methyltransferase 10) (tRNA(m1G9)-methyltransferase) (tRNA(m1G9)MTase)	TRM10	34520	293	tRNA methylation
YNL190W	LpH	TRUE	1	NaN	NaN	4	Hydrophilin YNL190W		21966	204	cellular response to water deprivation
YBR016W	LpH	TRUE	1	NaN	NaN	WGD	Uncharacterized protein YBR016W		14617	128	biological_process
YMR292W	LpH	TRUE	-1	NaN	NaN	1	Protein transport protein GOT1 (Golgi transport protein 1)	GOT1	15431	138	Golgi to endosome transport//vesicle-mediated transport//protein transport//ER to Golgi vesicle-mediated transport//transport//retrograde transport, endosome to Golgi
YJL189W	LpH	TRUE	-1	NaN	NaN	1	60S ribosomal protein L39 (L46) (Large ribosomal subunit protein eL39) (YL40)	RPL39	6342	51	cytoplasmic translation//translation
YIL053W	LpH	TRUE	-1	0.321551063	0.310867547791667	WGD	Glycerol-1-phosphate phosphohydrolase 1 (EC 3.1.3.21) ((DL)-glycerol-3-phosphatase 1) (Related to HOR2 protein 2)	GPP1	27947	250	dephosphorylation//metabolic process//response to osmotic stress//glycerol biosynthetic process
YMR142C	LpH	TRUE	-1	0.906473807125	0.787609349041667	WGD	60S ribosomal protein L13-B (Large ribosomal subunit protein eL13-B)	RPL13B	22525	199	cytoplasmic translation//translation
YOR182C	LpH	TRUE	-1	NaN	NaN	WGD	40S ribosomal protein S30-B (Small ribosomal subunit protein eS30-B)	RPS30B	7118	63	cytoplasmic translation//translation
YJR123W	LpH	TRUE	-1	0.914836155708333	0.862242792458333	1	40S ribosomal protein S5 (RP14) (S2) (Small ribosomal subunit protein uS7) (YS8)	RPS5	25039	225	cytoplasmic translation//regulation of translational fidelity//translation//rRNA export from nucleus
YOR234C	LpH	TRUE	-1	0.703762949541667	0.597545705875	WGD	60S ribosomal protein L33-B (L37) (Large ribosomal subunit protein eL33-B) (RP47) (YL37)	RPL33B	12168	107	cytoplasmic translation//translation
YFL039C	LpH	TRUE	-1	1.11863032225	1.01647430795833	1	Actin	ACT1	41690	375	protein secretion//ascospore wall assembly//cellular response to oxidative stress//regulation of transcription from RNA polymerase II promoter//actomyosin contractile ring contraction//endocytosis//budding cell isotropic bud growth//establishment of cell polarity//establishment of mitotic spindle orientation//vacuole inheritance//cytokinesis//actin filament reorganization involved in cell cycle//vesicle transport along actin filament//exocytosis//histone acetylation//fungal-type cell wall organization//mitochondrion inheritance//DNA repair//chronological cell aging
YBR089C-A	LpH	TRUE	-1	NaN	NaN	WGD	Non-histone chromosomal protein 6B	NHP6B	11476	99	RNA polymerase III transcriptional preinitiation complex assembly//cellular response to DNA damage stimulus//chromatin remodeling//transcription, DNA-templated//regulation of transcription, DNA-templated//DNA repair//transcription from RNA polymerase II promoter//maintenance of transcriptional fidelity during DNA-templated transcription elongation from RNA polymerase III promoter
YDR064W	LpH	TRUE	-1	0.793302804666667	0.767304489875	1	40S ribosomal protein S13 (S27a) (Small ribosomal subunit protein uS15) (YS15)	RPS13	17029	151	cytoplasmic translation//translation//maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
YGL226W	LpH	TRUE	1	NaN	NaN	3	Maintenance of telomere capping protein 3, mitochondrial	MTC3	14488	123	biological_process
YMR194W	LpH	TRUE	-1	0.995918123833333	0.751590997541667	WGD	60S ribosomal protein L36-A (L39) (Large ribosomal subunit protein eL36-A) (YL39)	RPL36A	11124	100	cytoplasmic translation//translation
YLR441C	LpH	TRUE	-1	1.16958862283333	1.196813965625	WGD	40S ribosomal protein S1-A (RP10A) (Small ribosomal subunit protein eS1-A)	RPS1A	28743	255	cytoplasmic translation//translation//maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
YBL001C	LpH	TRUE	-1	NaN	NaN	1	UPF0045 protein ECM15 (Extracellular mutant protein 15)	ECM15	11518	104	fungal-type cell wall organization
YHL050C	LpH	TRUE	1	NaN	NaN	5	Uncharacterized protein YHL050C		79026	697	biological_process//metabolic process
YOR063W	LpH	TRUE	-1	1.04742915575	0.811692707583333	1	60S ribosomal protein L3 (Large ribosomal subunit protein uL3) (Maintenance of killer protein 8) (RP1) (Trichodermin resistance protein) (YL1)	RPL3	43758	387	cytoplasmic translation//ribosomal large subunit assembly//translation
YIL069C	LpH	TRUE	-1	NaN	NaN	WGD	40S ribosomal protein S24-B (RP50) (Small ribosomal subunit protein eS24-B)	RPS24B	15329	135	cytoplasmic translation//translation//maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
YIL148W	LpH	TRUE	-1	NaN	NaN	WGD	Ubiquitin-60S ribosomal protein L40 [Cleaved into: Ubiquitin; 60S ribosomal protein L40-A (CEP52) (Large ribosomal subunit protein eL40-A)]	RPL40A	14554	128	cytoplasmic translation//protein ubiquitination//ribosome biogenesis//ribosomal large subunit assembly//translation//ribosomal large subunit export from nucleus
YPL056C	LpH	TRUE	1	NaN	NaN	5	Long chronological lifespan protein 1	LCL1	11332	101	biological_process
YIL052C	LpH	TRUE	-1	NaN	NaN	WGD	60S ribosomal protein L34-B (Large ribosomal subunit protein eL34-B)	RPL34B	13641	121	cytoplasmic translation//translation
YDR502C	LpH	TRUE	-1	0.910227115	0.819131396458333	WGD	S-adenosylmethionine synthase 2 (AdoMet synthase 2) (EC 2.5.1.6) (Methionine adenosyltransferase 2) (MAT 2)	SAM2	42256	384	one-carbon metabolic process//methionine metabolic process//S-adenosylmethionine biosynthetic process
YML113W	LpH	TRUE	1	NaN	NaN	3	Oligo(A)/oligo(T)-binding protein (Datin)	DAT1	27067	248	negative regulation of transcription from RNA polymerase II promoter
YAL033W	LpH	TRUE	1	NaN	NaN	1	Ribonuclease P/MRP protein subunit POP5 (EC 3.1.26.5) (RNA-processing protein POP5) (RNase P/MRP 19.6 kDa subunit)	POP5	19574	173	rRNA processing//mRNA cleavage//tRNA processing//intronic box C/D snoRNA processing//RNA phosphodiester bond hydrolysis, endonucleolytic//RNA metabolic process//RNA phosphodiester bond hydrolysis
YLR185W	LpH	TRUE	-1	NaN	NaN	WGD	60S ribosomal protein L37-A (L43) (Large ribosomal subunit protein eL37-A) (YL35) (YP55)	RPL37A	9850	88	cytoplasmic translation//translation
YNL302C	LpH	TRUE	-1	1.28933090858333	1.19003219141667	WGD	40S ribosomal protein S19-B (RP55B) (S16a) (Small ribosomal subunit protein eS19-B) (YS16B)	RPS19B	15891	144	cytoplasmic translation//translation//ribosomal small subunit biogenesis//rRNA export from nucleus
