W29_NCBI	CLIB122_NCBI	CLIB122_UNIPROT	standard_A	standard_B	standard_C	standard_D	HighTemp_A	HighTemp_B	HighTemp_C	LowpH_A	LowpH_B	LowpH_C	LowpH_D	Protein_name	ec_number
YALI1_B12337g	YALI0B09229g1_1	Q6CF90	113.7924788	162.7991728	178.4696268	192.0458509	139.0393766	185.4819448	265.9480726	164.827834	98.55911041	84.22916517	132.62275	weakly similar to uniprot|Q9P6N2 Schizosaccharomyces pombe Hypothetical 26.3 kDa protein	
YALI1_F11787g	YALI0F08393g1_1	Q6C2F3	285.9771704	617.6531187	250.0086135	230.0332439	333.2981389	277.4367929	372.5525183	381.8886811	292.6835907	211.6802321	503.1650576	similar to uniprot|Q02642 Saccharomyces cerevisiae YPL037C (ohnolog of YDR252W) DNA-binding enhancer protein	
YALI1_F06830g	YALI0F04422g1_1	Q6C2X0	174.1366071	60.93296171	112.232801	82.32156478	134.4364279	149.8862197	129.9395427	154.035514	118.0544739	128.8958743	145.8248316	similar to uniprot|P07278 Saccharomyces cerevisiae YIL033c SRA1 cAMP dependent protein kinase regulatory subunit	
YALI1_A10318g	YALI0A10362g1_1	Q6CHC0	57.93788163	76.41694583	83.77256201	52.67905679	53.22891122	43.05770816	50.77845675	39.75843776	69.84075009	64.74201146	72.80488036	similar to uniprot|F7VZU0 Sordaria macrospora hypothetical protein SMAC_03745	
YALI1_F38776g	YALI0F31075g1_1	Q12726	180.4841824	127.6996095	109.5748401	128.8063646	84.64927624	74.0420855	79.26113259	67.5113412	114.291097	114.2307698	88.95091572	uniprot|Q12726 Yarrowia lipolytica YALI0F31075g LYS1 Homocitrate synthase	2.3.3.14
YALI1_F20965g	YALI0F15631g1_1	Q6C1K0	151.5622799	180.1760014	177.471374	144.8781466	168.1002761	230.3256878	264.4605175	305.5421914	188.5926477	169.3615056	156.7236502	uniprot|Q6C1K0 Yarrowia lipolytica YALI0F15631g VMA1 H+Transporting ATPase	
YALI1_D21076g	YALI0D17116g1_1	Q6C8T5	74.12605629	111.4381151	86.79767203	71.75678216	66.37227187	86.54388892	108.3485289	73.90311453	82.87504339	99.68442135	103.9700343	highly similar to uniprot|Q12460 Saccharomyces cerevisiae YLR197w SIK1 involved in pre-rRNA processing	
YALI1_D27148g	YALI0D21530g1_1	Q6C897	101.1069656	92.34239964	92.6674929	116.839779	115.3947933	69.69088266	82.18726966	57.09437246	72.16313528	72.12504486	66.74303152	uniprot|Q6C897 Yarrowia lipolytica YALI0D21530g IMD4 IMP dehydrogenase	1.1.1.205
YALI1_E21406g	YALI0E18029g1_1	Q6C5H4	121.5845923	173.9470944	103.8934203	130.9939859	129.3739517	117.953609	109.1849098	72.14645509	80.90512333	71.74401282	84.33883968	similar to uniprot|P41921 Saccharomyces cerevisiae YPL091w GLR1 glutathione reductase (NADPH)	1.8.1.7
YALI1_D07729g	YALI0D06039g1_1	Q6CA43	75.35389398	58.24276531	104.5539194	51.29572191	54.33922858	86.62351978	78.25642813	82.06980664	76.47361435	99.77614309	120.3477159	uniprot|Q6CA43 Yarrowia lipolytica YALI0D06039g PHR1 Cell surface glycosidase expressed at alkaline pH	2.4.1.-
YALI1_B11983g	YALI0B08921g1_1	Q6CFA1	25.82576233	84.20561686	107.9588288	186.2895959	145.4169036	233.4594955	278.1467105	294.1700197	118.0544739	73.19927106	185.7841609	uniprot|Q6CFA1 Yarrowia lipolytica YALI0B08921g SOD2 Superoxide dismutase	1.15.1.1
YALI1_F27175g	YALI0F20482g1_1	Q6C0Z7	349.8024787	319.479475	231.9959726	267.7675191	323.3151207	192.2099891	284.3454996	272.9756342	306.1152114	334.2269591	348.5959785	highly similar to uniprot|P0CX47 Saccharomyces cerevisiae YDR025W (ohnolog of YBR048W) RPS11A ribosomal protein	
YALI1_C32184g	YALI0C23364g1_1	Q6CAY4	60.95315115	10.54800092	47.27795761	43.50050905	86.52694823	49.13557383	36.61232023	81.39572284	73.91977024	91.22908396	59.02932443	similar to uniprot|P31382 Saccharomyces cerevisiae YAL023C (ohnolog of YOR321W) PMT2 mannosyltransferase	
YALI1_F22993g	YALI0F17248g1_1	F2Z626	114.343721	0	104.7993666	96.42603075	89.19038084	86.82687414	101.5363767	89.23049906	100.0631912	90.7816548	94.68452177	uniprot|Q9UUU1 Yarrowia lipolytica YALI0F17248g NUCM Central subunit of protein NADH:ubiquinone oxidoreductase (Complex I)	
YALI1_E08382g	YALI0E07073g1_1	Q6C6R1	117.3560785	196.358274	215.2590044	83.75365435	156.6447005	191.2906186	177.0700287	169.9896902	86.91281664	160.7892006	260.9650311	highly similar to uniprot|P43619 Saccharomyces cerevisiae YFR047c putative nicotinate-nucleotide pyrophosphorylase [carboxylating]	2.4.2.19
YALI1_D13510g	YALI0D10813g1_1	Q6C9J1	214.2209036	297.3244166	176.0922926	175.7468509	187.9929337	158.2513517	129.7730962	74.14925618	111.3733804	83.10717667	116.1002083	similar to uniprot|Q9P866 Candida albicans Phosphatidylinositol phospholipase C	
YALI1_B29133g	YALI0B22308g1_1	F2Z672	79.53572156	56.27463	77.38674618	71.20364378	85.97463487	109.9141479	110.6343841	45.86388499	96.45542769	66.35478193	38.09304261	uniprot|O74996 Yarrowia lipolytica YALI0B22308g HXK1 Hexokinase	2.7.1.-
YALI1_C18771g	YALI0C13508g1_1	Q6CC16	129.0928565	127.1205314	92.31094208	160.8441501	78.5620023	66.77902863	207.6635877	128.7045964	110.5632234	110.5048639	103.5574946	uniprot|Q6CC16 Yarrowia lipolytica YALI0C13508g ARA12 Protein of aldo/keto reductase family	
YALI1_C16108g		Q6CC88	249.8983005	43.24513917	218.4675355	246.4621614	291.2492572	201.4480985	171.9107308	207.0247782	208.5943789	397.7823966	266.6133609	No description in CLIB122	
YALI1_E00760g	YALI0E00418g1_1	Q6C7J1	174.1366071	165.0266472	112.232801	251.29073	212.7719296	207.1335651	262.7420277	370.8705827	304.9730818	260.6316958	271.8367222	highly similar to uniprot|Q9C2Y6 Saccharomyces pastorianus MET14-CA Adenosine-5 -phosphosulfate kinase	2.7.1.25
YALI1_B21493g	YALI0B16500g1_1	Q6CED6	65.81582445	62.37266837	42.41896319	119.140257	80.41824291	63.85031094	52.95110054	125.197146	106.9075426	140.3221268	137.6137874	"similar to uniprot|P09232 Saccharomyces cerevisiae YEL060C (ohnolog of YOR003W) PRB1 protease B, vacuolar"	
YALI1_E20269g	YALI0E16995g1_1	Q6C5L5	57.48864412	40.67546146	84.44249657	72.43690088	42.77253922	60.49595381	59.70303205	52.46721934	64.27394244	58.80574791	38.75281945	similar to uniprot|P15303 Saccharomyces cerevisiae YPR181c SEC23 component of COPII coat of ER-golgi vesicles	
YALI1_B07937g	YALI0B05896g1_1	Q6CFL3	393.6162064	0	261.0541096	362.6108581	449.2396789	381.8613134	319.9605597	307.1665871	472.0224783	312.5062773	259.8351035	similar to uniprot|P0C2H6 Saccharomyces cerevisiae YHR010W (ohnolog of YDR471W) RPL27A 60S large subunit ribosomal protein	
YALI1_E05907g	YALI0E05005g1_1	Q6C6Z7	90.75721669	68.87608085	75.50584091	76.5355377	83.8849987	81.66208235	73.77422315	70.82428024	50.18175308	86.71610521	82.793224	similar to uniprot|P38707 Saccharomyces cerevisiae YHR019c DED81 asparaginyl-tRNA-synthetase	
YALI1_F23922g	YALI0F17996g2_1	Q6C1A3	29.65721587	20.98363876	14.27074107	21.16550109	14.61634239	11.82339053	12.65679267	32.07257258	41.59346189	41.5715073	34.56486377	"uniprot|Q6C1A3 Yarrowia lipolytica YALI0F17996g ABC5lf Plasma membrane ATP-binding cassette (ABC) transporter, putative"	
YALI1_C28310g	YALI0C20265g1_1	Q6CBB8	17.61597001	0	2.857509607	5.316325269	2.431907543	2.36746304	0	7.426859608	19.6951565	13.98596176	14.58724346	uniprot|Q6CBB8 Yarrowia lipolytica YALI0C20265g ABC2 Plasma membrane ATP-binding cassette (ABC) transporter	
YALI1_E17699g	YALI0E14729g1_1	Q6C5V9	8.817944957	0	2.525388157	7.092945496	0	0	0	2.150219537	9.858713757	7.356604092	7.672877763	uniprot|Q6C5V9 Yarrowia lipolytica YALI0E14729g ABC1 Plasma membrane ATP-binding cassette (ABC) transporter	
YALI1_A11270g	YALI0A11157g1_1	Q6CH90	61.79909732	133.4736096	109.2430839	117.5532295	92.97224374	105.8508723	105.0951473	77.28866303	60.32903951	60.29719557	72.02555322	highly similar to uniprot|Q07478 Saccharomyces cerevisiae YDL084w SUB2 Probable ATP-dependent RNA helicase involved in pre-mRNA splicing	3.6.4.13
YALI1_C20198g	YALI0C14498g1_1	Q6CBY2	164.7689938	134.8205695	208.0204736	122.1864808	125.7846481	122.4514091	157.7532224	164.273434	126.7953176	155.38233	102.3965105	"highly similar to uniprot|P38988 Saccharomyces cerevisiae YDL198C GGC1 Mitochondrial GTP/GDP transporter, essential for mitochondrial genome maintenance"	
YALI1_D27500g	YALI0D21736g1_1		34.162816	4.712874136	26.49818978	31.82703863	31.74047113	26.42071313	37.88259683	15.70436785	33.02754482	30.43234517	34.42927584	weakly similar to uniprot|P38853 Saccharomyces cerevisiae YHR158C (ohnolog of YGR238C) KEL1 involved in cell fusion and morphology	
YALI1_A20995g	YALI0A19888g1_1	Q6CGF0	158.2239654	118.6420505	218.5275304	170.4688687	110.6904431	98.64166856	154.5046236	17.9413189	61.41553564	51.0053962	20.97331069	similar to uniprot|A5DBK5 Meyerozyma guilliermondii hypothetical protein PGUG_00660	
YALI1_D09055g	YALI0D07084g1_1	Q6C9Z7	173.5202858	199.8336975	187.3164267	172.3500829	145.9316056	155.19273	180.2040619	92.24594762	133.529733	148.5352178	123.5004431	similar to uniprot|Q03161 Saccharomyces cerevisiae YMR099c conserved protein	5.1.3.15
YALI1_E27880g	YALI0E23584g1_1	Q6C4U6	248.5335827	265.466755	231.9959726	294.9883411	298.0673759	167.8291365	179.6590054	298.2014479	362.7290572	390.8827083	230.912655	similar to uniprot|P24000 Saccharomyces cerevisiae YGR148C (ohnolog of YGL031C) RPL24B Ribosomal protein L30 of the large (60S) ribosomal subunit	
YALI1_C04882g	YALI0C03674g1_1	Q6CD53	47.34103392	30.09590498	61.06915033	51.00474175	47.17743026	59.95353872	64.17951831	51.99679099	47.55649709	47.53139498	32.83876514	similar to uniprot|P13188 Saccharomyces cerevisiae YOR168W GLN4 Glutamine tRNA synthetase	
YALI1_F24247g	YALI0F18282g1_1	Q6C191	31.89004656	0	37.34154953	0	31.77983925	46.7049038	33.11840975	31.79413396	53.82482976	35.63516135	18.38109634	weakly similar to uniprot|Q8TFK5 Yarrowia lipolytica YALI0E18788g CWP1 Cell wall protein of the PIR family	
YALI1_E14350g	YALI0E11517g1_1	Q6C689	0	0	19.30508756	0	50.15266176	65.39487448	52.26509767	0	0	0	0	weakly similar to uniprot|Q8TFK5 Yarrowia lipolytica YALI0E18788g CWP1 Cell wall protein of the PIR family	
YALI1_B20289g	YALI0B15444g1_1	P38997	155.4572005	132.3713769	132.837393	167.4879847	133.9606173	79.63923477	117.8141578	81.84388455	115.1301521	91.73138778	95.67508548	uniprot|P38997 Yarrowia lipolytica YALI0B15444g LYS5 Saccharopine dehydrogenase	1.5.1.7
YALI1_E26930g	YALI0E22781g1_1	Q6C4Y2	56.75508239	29.98068877	72.08642908	76.70424326	37.46507991	50.40244274	58.94121447	42.24575047	68.8286425	63.42030621	60.55128521	"weakly similar to uniprot|P38713 Saccharomyces cerevisiae YHR073w OSH3 similarity to OSH1P, YDL019C (ohnolog of YAR042W) and mammalian oxysterol-binding protein"	
YALI1_D10424g	YALI0D08162g1_1	Q6C9V1	151.3929107	161.7076626	222.3742713	163.1091608	208.4927009	221.724083	197.2248695	150.9375809	169.2615886	212.2124855	176.4452657	highly similar to uniprot|P33723 Neurospora crassa GTP-binding protein ypt1	
YALI1_E27207g	YALI0E23067g1_1	P41924	55.61925692	120.1263983	65.12719362	39.69386231	74.2395448	35.74236085	57.76163848	55.45197627	62.18391428	0	0	uniprot|P41924 Yarrowia lipolytica YALI0E23067g RYL1 Ras-like GTP-binding protein	
YALI1_B28830g	YALI0B22154g1_1	Q6CDQ3	15.84004006	0	37.50435241	17.06589581	15.78529921	15.36699557	16.45017784	0	17.7096162	17.70026839	18.46123484	similar to uniprot|P17608 Schizosaccharomyces pombe GTP-binding protein ryh1	
YALI1_E02377g	YALI0E01870g1_1	Q6C7C8	71.53476521	13.52312358	99.25485844	55.77007091	58.14146728	56.60074343	94.91226182	84.50967636	79.97790611	72.55941546	98.79138257	similar to uniprot|P46680 Saccharomyces cerevisiae YMR092c AIP1 actin cytoskeleton component	
YALI1_B01628g	YALI0B00946g1_1	Q6CG46	80.85629295	142.4293161	85.94172204	111.2954695	88.02301356	92.94883546	115.068335	58.33334741	73.72910953	90.35192343	76.85826673	"highly similar to uniprot|Q12499 Saccharomyces cerevisiae YOR310C NOP58 Protein involved in pre-rRNA processing, 18S rRNA synthesis, and snoRNA synthesis"	
YALI1_B09090g	YALI0B07007g1_1	Q6CFH1	265.9540387	574.4071849	198.8040445	203.5830432	265.0349406	239.3017482	216.1872446	188.3912094	168.4146412	232.6158592	175.5623728	"similar to uniprot|Q9Y763 Phanerochaete chrysosporium 1, 4-benzoquinone reductase"	
YALI1_B15380g	YALI0B11594g1_1	Q6CEZ5	62.70395265	44.36549597	58.53158483	49.29922039	37.19084695	52.60140735	78.36859501	37.20757555	37.0195672	46.41345052	43.49546691	similar to uniprot|Q96UQ4 Aspergillus niger Aminopeptidase B	3.4.11.-
YALI1_C12333g	YALI0C08987g1_1	Q6CCI8	58.96156368	0	30.29401939	85.0854661	78.70079341	63.66231653	229.1785021	78.73619337	80.82571916	28.90968057	68.71846721	uniprot|Q6CCI8 Yarrowia lipolytica YALI0C08987g STI1 Hsp90 cochaperone	
YALI1_D20329g	YALI0D16423g1_1	Q6C8W2	137.8395889	67.12731012	111.0928233	113.7633548	94.54648004	133.723169	109.6589033	105.2740722	118.0544739	94.06137772	98.10524589	some similarities with uniprot|Q03362 Saccharomyces cerevisiae YDR476c hypothetical protein	
YALI1_F16984g	YALI0F12639g1_1	Q6C1X5	26.29790577	20.32625885	42.19743259	25.71858214	23.78870226	18.46141911	19.76271979	28.64170553	21.27576893	21.26453877	42.00038942	"similar to uniprot|P08566 Saccharomyces cerevisiae YDR127W ARO1 Pentafunctional arom protein, catalyzes steps 2 through 6 in the biosynthesis of chorismate, which is a precursor to aromatic amino acids"	4.2.3.4; 2.5.1.19; 2.7.1.71; 4.2.1.10; 1.1.1.25
YALI1_F30754g	YALI0F23463g1_1	Q6C0M3	98.48596053	188.7237407	102.3176235	106.1077583	109.2324367	127.97366	113.8333196	187.343413	135.0065719	97.64203867	140.7364226	"similar to uniprot|P47143 Saccharomyces cerevisiae YJR105w ADO1 Adenosine kinase, required for the utilization of S-adenosylmethionine"	
YALI1_A14345g	YALI0A14542g1_1	F2Z6H7	81.92967774	12.12300438	68.16173346	62.71569782	69.81243855	73.71918548	60.45298726	40.39660612	51.88173622	71.65953365	81.64709491	"uniprot|Q8WZL8 Yarrowia lipolytica YALI0A14542g TUP1 Transcriptional repressor, putative"	
YALI1_E27144g	YALI0E22979g1_1	Q6C4X4	76.53923561	26.78220502	59.36721348	61.5663433	63.37935897	61.69983325	59.34510014	63.40786729	71.10566024	85.52787795	96.76095895	similar to uniprot|O13432 Candida albicans FRS1 Phenylalanyl-tRNA synthetase beta chain	
YALI1_B08885g	YALI0B06831g1_1	Q6CFH9	218.4398629	186.00094	203.9047113	187.6129847	239.8144759	255.0336032	388.8997994	284.2942883	169.9942994	145.2780759	332.3385796	"highly similar to uniprot|O13350 Kluyveromyces lactis ATP synthase D chain, mitochondrial"	
YALI1_E39221g	YALI0E33033g1_1	Q6C3Q2	122.9127307	78.13876373	114.7340258	172.8677879	184.9132569	119.2420841	179.6590054	172.4751438	151.3898288	123.40697	114.1982692	similar to uniprot|Q9C1J4 Pichia pastoris Phosphoribosylamidoimidazole-succinocarboxamide synthase (SAICAR synthetase)	
YALI1_E17243g	YALI0E14212g1_1	Q6C5X8	334.1047975	176.489779	226.275046	238.4409746	389.3894993	324.127144	317.6224339	389.5646484	310.3864577	247.30429	257.9363472	similar to uniprot|Q7SBB3 Neurospora crassa NCU06210.1 predicted protein	
YALI1_C13355g	YALI0C09636g1_1	Q6CCG2	132.455926	228.0567076	107.9588288	128.2222677	158.8549517	141.5634182	137.5579563	226.388698	178.2202661	132.988539	154.3746068	"similar to uniprot|P25605 Saccharomyces cerevisiae YCL009C ILV6 Regulatory subunit of acetolactate synthase, which catalyzes the first step of branched-chain amino acid biosynthesis"	
YALI1_E29150g	YALI0E24475g1_1	Q6C4Q8	333.6171797	284.0741072	390.6479853	322.9538504	332.4642478	290.8039779	346.4676803	468.1424839	335.1355711	334.9586739	428.3510489	highly similar to uniprot|P0C2H9 Saccharomyces cerevisiae YLR406C (ohnolog of YDL075W) 60S large subunit ribosomal protein L31B (L34B) (YL28)	
YALI1_D30256g	YALI0D23397g1_1	Q6C823	70.47497771	90.59262185	166.8631134	216.0895558	113.2082002	180.468016	238.5524484	98.89278228	159.3221044	143.0757339	132.3993383	uniprot|Q6C823 Yarrowia lipolytica YALI0D23397g SDH2 Succinate dehydrogenase	1.3.5.1
YALI1_B09367g	YALI0B07359g1_1	Q6CFG0	160.5382433	171.476088	108.7257611	158.3308184	187.1026895	155.7439542	152.6184238	106.0219322	134.0040131	103.7573451	76.88859826	uniprot|Q6CFG0 Yarrowia lipolytica YALI0B07359g NIT3 Nitrilase	
YALI1_E19852g	YALI0E16643g1_1	Q6C5N1	70.10957331	113.0516805	134.4313983	114.031484	105.47475	120.0852409	63.57451439	61.03241798	88.34688882	78.34312665	50.69152993	"uniprot|Q6C5N1 Yarrowia lipolytica YALI0E16643g AGX1 Alanine-glyoxylate aminotransferase, putative"	
YALI1_E03762g	YALI0E03146g1_1	Q6C776	95.07555346	50.22335371	101.9107928	85.11553938	102.7725132	76.64233577	115.4750516	31.05259203	61.48065758	52.54171269	64.08997489	similar to uniprot|P43123 Saccharomyces cerevisiae YDL103c QRI1 UDP-N-acetylglucosamine pyrophosphorylase	
YALI1_B09592g	YALI0B07447g1_1	Q6CFF6	62.52790597	39.75058762	73.21685446	81.07361158	55.9873192	73.00277958	84.76812934	56.01250254	55.72947367	76.97406417	50.72568784	similar to uniprot|P06208 Saccharomyces cerevisiae YNL104C LEU4 (ohnolog of YOR108W) Alpha-isopropylmalate synthase (2-isopropylmalate synthase)	
YALI1_F18920g	YALI0F14047g1_1	Q6C1R7	100.7567113	129.5185177	117.9807536	108.5542417	90.2172889	97.7477286	104.637729	100.4536751	78.41090138	78.36951314	129.3675674	similar to uniprot|P50867 Emericella nidulans Cysteine synthase	
YALI1_C32921g	YALI0C23903g1_1	Q6CAW1	37.46260912	12.08505576	47.29645738	24.64816687	37.33314384	36.34383161	38.90562018	17.02903673	41.88426461	38.59313202	30.05227435	weakly similar to uniprot|P34216 Saccharomyces cerevisiae YBL047c	
YALI1_A17570g		Q6CGP7	84.89448718	67.70035946	86.79767203	149.774719	95.35360009	113.8153802	133.0970558	116.9661269	119.0622759	118.9994303	98.94274625	No description in CLIB122	
YALI1_F04082g	YALI0F02849g1_1	Q6C340	83.9652954	59.40872652	98.31889805	59.92361384	121.5686265	109.1053599	97.0498562	64.85179629	83.28976396	104.4249199	119.9863943	similar to uniprot|P48015 Saccharomyces cerevisiae YDR019c GCV1 glycine decarboxylase	2.1.2.10
YALI1_C08523g	YALI0C06424g1_1	Q6CCU6	103.3010347	142.4293161	42.50263332	79.07508797	80.57686548	42.37836213	53.05554499	58.33334741	98.7535153	123.8126683	68.19138695	similar to uniprot|P10870 Saccharomyces cerevisiae YDL194W (ohnolog of YDL138W) SNF3 high-affinity glucose transporter/regulatory protein	
YALI1_E21097g	YALI0E17765g1_1	Q6C5I6	125.5571699	0	115.0768207	47.53224394	70.86934875	104.152387	55.13947739	116.102068	99.73706634	89.56669268	146.3342511	similar to uniprot|Q9C1M3 Emericella nidulans cdc11p Septin	
YALI1_B20802g	YALI0B15840g1_1	Q6CEG4	46.18711071	24.3981919	67.84217992	126.2186817	212.1069147	206.4861728	171.2391049	81.30032105	144.2947918	104.359643	122.6802189	similar to uniprot|Q12449 Saccharomyces cerevisiae YDR214W AHA1 Co-chaperone that binds to Hsp82p and activates its ATPase activity	
YALI1_E27249g	YALI0E23155g1_1	Q6C4W6	116.8913323	70.71763861	196.6391109	180.9278965	133.4097117	179.4784735	263.2823098	201.4918049	149.6731079	168.6069769	175.8556947	weakly similar to uniprot|P35176 Saccharomyces cerevisiae YDR304C (ohnolog of YHR057C) CYP5 peptidyl- prolyl cis-trans isomerase D precursor(cyclophilin D) of the ER	5.2.1.8
YALI1_E03387g	YALI0E02728g1_1	Q6C791	60.3373383	58.50112957	77.18078549	65.00682607	43.51048426	53.13392296	56.87920437	43.53005547	61.23392033	67.42325638	70.3219037	uniprot|Q6C791 Yarrowia lipolytica YALI0E02728g LYS4 Homoaconitase	4.2.1.36
YALI1_E20596g	YALI0E17325g1_1	Q6C5K4	82.48296851	63.7529917	132.3515847	64.30553017	82.19791949	109.6540443	93.57599816	44.42769481	41.39825032	41.37639876	43.15524473	some similarities with uniprot|P38314 Saccharomyces cerevisiae YBR214W (ohnolog of YGL056C) SDS24	
YALI1_C09773g	YALI0C07414g1_1	Q6CCQ8	73.39506668	131.7186656	115.1112121	119.3752576	110.4175356	143.9752274	180.2496314	85.57830824	151.8875204	137.7989276	129.1355981	similar to uniprot|Q9P7B4 Schizosaccharomyces pombe Putative short chain dehydrogenase	
YALI1_F21850g	YALI0F16379g1_1	Q6C1G8	14.37645956	20.56792988	34.03904307	20.74618932	19.18942958	37.77343032	30.18940002	24.08236784	21.52872926	16.0648074	16.75546243	similar to uniprot|P54861 Saccharomyces cerevisiae YLL001w DNM1 dynamin-related protein	
YALI1_D12282g	YALI0D09713g1_1	Q6C9N5	22.14945784	23.65855202	25.93583785	11.80178508	33.32224712	26.95489272	23.00262619	38.98832392	31.06402956	31.04763279	38.97105916	highly similar to uniprot|P21576 Saccharomyces cerevisiae YKR001c VPS1 member of the dynamin family of GTPases	
YALI1_F37775g	YALI0F30217g1_1	Q6BZX2	16.66303487	11.7897481	19.51152817	11.89192824	5.439860903	10.70809353	0	22.2515119	24.95287277	24.9397017	32.62976655	highly similar to uniprot|Q8X230 Emericella nidulans VpsA GTPase	
YALI1_F03908g	YALI0F02629g1_1	Q6C350	66.65222348	35.20882155	78.04621104	154.4261255	74.86386541	64.66173188	95.65721604	125.8412266	102.9808066	74.47975132	67.82823542	"highly similar to uniprot|P07284 Saccharomyces cerevisiae YDR023w SES1 seryl-tRNA synthetase, cytosolic"	
YALI1_F13220g	YALI0F09669g1_1	Q6C294	121.2103394	36.26576941	121.3589662	244.9104327	138.3390548	117.5905327	254.5318899	279.8519394	274.0190486	214.3683234	264.93476	highly similar to uniprot|P32471 Saccharomyces cerevisiae YAL003w EFB1 translation elongation factor eEF1beta	
YALI1_D10961g	YALI0D08536g1_1	Q6C9T4	89.8522224	28.24946834	41.47973522	77.17201159	62.32681797	60.67518413	50.83957235	48.80669651	29.56909903	39.58424532	30.8240492	"some similarities with uniprot|P40485 Saccharomyces cerevisiae YIL105C (ohnolog of YNL047C) SLM1 phosphoinositide PI4,5P(2) binding protein, forms a complex with Slm2p"	
YALI1_F08392g	YALI0F05654g1_1		102.261399	152.0196949	91.72854805	118.7894724	101.9079987	68.28405027	89.62488586	54.3636706	60.96348698	69.78291328	54.33959736	some similarities with uniprot|Q8EAT4 Shewanella oneidensis	
YALI1_E14505g	YALI0E11671g1_1	Q6C682	232.7626656	64.92825258	180.5410094	166.1160129	153.6509419	195.2611163	176.4005613	60.60388989	119.9889207	85.20675915	143.2522126	uniprot|Q6C682 Yarrowia lipolytica YALI0E11671g SOL3 6-phosphogluconolactonase	
YALI1_F33345g	YALI0F25905g1_1	Q6C0C4	277.6194509	236.3921957	292.0830256	268.7459641	276.6600388	214.704311	288.3129917	304.9219539	247.4348954	247.30429	257.9363472	"highly similar to uniprot|P61830 Saccharomyces cerevisiae YBR010w HHT1, histone H3"	
YALI1_C26167g	YALI0C19041g1_1	Q6CBG6	98.6303239	17.06807159	76.50203779	79.33589006	106.6150645	95.6848433	67.85004549	90.01532245	91.62848629	91.58012132	66.4862286	"highly similar to uniprot|P25374 Saccharomyces cerevisiae YCL017c NFS1 regulates Iron-Sulfur cluster proteins, cellular Iron uptake, and Iron distribution"	
YALI1_E05668g	YALI0E04719g1_1	Q6C708	101.9932636	81.33603062	149.8133404	123.8526677	75.88474098	162.0281186	132.8702118	166.5135366	128.5243526	113.9711853	118.8710119	"similar to uniprot|P40961 Saccharomyces cerevisiae YGR132c PHB1 prohibitin, antiproliferative protein"	
YALI1_B17871g	YALI0B13420g1_1	Q6CES3	82.57788494	101.0176846	138.9157053	101.8931911	94.2472945	161.9886772	98.21700144	154.4011055	159.6246143	146.0443295	124.2332604	similar to uniprot|Q07938 Saccharomyces cerevisiae YLR017w MEU1 multiple enhancer of UAS2 singleton	2.4.2.28
YALI1_B05350g	YALI0B03960g1_1	Q6CFT8	25.85616119	18.29424409	61.21945259	46.80500039	21.41054727	16.61583226	49.70278421	47.71536408	63.40400703	43.61764973	50.63186328	similar to uniprot|Q9Y7U7 Schizosaccharomyces pombe Putative transcription factor	
YALI1_A21775g	YALI0A20746g1_1	Q6CGB1	238.9603444	284.0741072	279.8098622	170.5391178	265.0349406	310.5075049	276.198243	265.1541545	267.1644749	206.8615407	215.7548912	"highly similar to uniprot|P0CX30 Saccharomyces cerevisiae YPR132W RPS23B (ohnolog of YGR118W) Ribosomal protein 28 (rp28) of the small (40S) ribosomal subunit, required for translational accuracy"	
YALI1_C09072g	YALI0C06798g1_1	Q6CCT1	71.07590869	22.92836351	70.23638759	70.59658011	65.29912946	47.46024372	56.54475797	43.27410129	67.06220955	54.66644718	63.45743287	"similar to uniprot|P32775 Saccharomyces cerevisiae YEL011w GLC3 1,4-glucan branching enzyme (glycogen branching enzyme)"	2.4.1.18
YALI1_E02529g	YALI0E02046g1_1	Q6C7C0	39.36955314	20.79683916	50.00451733	35.24524054	32.60049596	47.91097324	23.64784527	16.12988599	36.57468026	29.14133368	26.53882708	similar to uniprot|Q04439 Saccharomyces cerevisiae YMR109W (ohnolog of YKL129C) MYO5 myosin I	
YALI1_B04853g	YALI0B03366g1_1	Q6CFV4	157.4069508	202.3400195	184.315173	118.0446501	125.0485418	199.3429999	180.0881698	172.8871476	104.7421267	104.6868398	164.8343132	uniprot|Q6CFV4 Yarrowia lipolytica YALI0B03366g TFS1 Carboxypeptidase Y inhibitor	
YALI1_E32816g	YALI0E27808g1_1	Q6C4C9	83.75573561	79.37405274	87.01430924	80.06197682	92.89489632	81.25446739	96.8076401	55.31357975	93.6412993	83.03803641	108.642508	similar to uniprot|P38911 Saccharomyces cerevisiae YML074C (ohnolog of YLR449W) NPI46 proline cis-trans isomerase	5.2.1.8
YALI1_A04022g	YALI0A03839g1_1	Q6CHX3	85.29898793	14.76107119	57.76939621	68.61248003	70.63299148	96.77909355	73.60806125	70.66476251	47.16377283	55.12952143	82.60674858	highly similar to uniprot|P32481 Saccharomyces cerevisiae YER025w GCD11 translation initiation factor eIF2 gamma chain	
YALI1_F25485g	YALI0F19074g1_1	Q6C157	47.32082839	24.99707459	50.72285107	33.77151278	27.2750559	42.02417199	49.14356525	19.38755982	43.96148876	52.87810889	36.53273377	similar to uniprot|P41810 Saccharomyces cerevisiae YDR238c SEC26 coatomer complex beta chain of secretory pathway vesicles	
