NCBI_CBS6556	Uniprot_DMKU3_1042	Gene_name_DMKU3_1042	standard_A	standard_B	standard_C	HighTemp_A	HighTemp_B	HighTemp_C	LowpH_A	LowpH_B	LowpH_C	OsmoticStress_A	OsmoticStress_B	OsmoticStress_C	Protein_name	ec_number
KMXK_0B05750	W0T875	KLMA_20558	5639.740881	4758.849493	4799.860206	1918.708658	1877.082263	1411.808863	2719.057637	5319.738914	5963.962241	4846.108526	7923.440334	4967.239943	 60S ribosomal protein L27-A - RPL27A	
KMXK_0D00970	W0T9L0	KLMA_40081	252.855841	405.0853118	175.5471752	60.35612622	62.59072188	9.863336212	199.4104867	282.8126052	77.184566	208.561151	347.2963501	218.5080575	 Bifunctional purine biosynthesis protein ADE17 - ADE17	
KMXK_0D02010	W0T992	KLMA_40173	10246.97603	34529.82596	71543.12801	167379.353	320422.486	200852.369	48759.00619	79700.9134	6205.777373	179555.1571	28247.7766	202076.7189	 Peroxiredoxin type-2 - AHP1	
KMXK_0F04370	W0TCR9	KLMA_60131	11971.49281	29050.49828	5332.200191	18308.06149	20180.12836	2651.67419	25487.85628	34418.02677	17694.34987	6601.951613	2071.533257	5063.560391	 Inorganic pyrophosphatase - IPP1	
KMXK_0F00780	W0TEJ2	KLMA_60484	425.9754544	273.8383676	515.911532	378.4087358	741.9246228	515.1777487	349.1841721	554.2368955	267.9964864	564.465456	801.309093	593.2529286	 Cell division control protein 48 - CDC48	
KMXK_0E01990			17486.16365	24178.60989	10533.71247	3497.265705	17841.45885	1525.004369	12122.84057	13029.42875	3576.267824	7764.46975	11864.89134	9132.418655	No description in DMKU3-1042- NA	
KMXK_0B01820	W0T4T1	KLMA_20169	2.712117646	0.29635261	NA	NA	NA	7.260924413	NA	NA	0.626055813	NA	NA	NA	 Histone H2B - HTB1	
KMXK_0G03710	W0TIL9	KLMA_80365	19334.53648	18996.14456	13562.07713	10765.52476	12310.24039	7230.735938	11597.19167	16045.60144	11234.52499	15521.04373	16699.27551	19547.69599	 40S ribosomal protein S8 - RPS8B	
KMXK_0H04420	W0THL5	KLMA_70443	1765.972095	1241.476391	378.8708768	688.5766427	681.1236617	262.6717918	935.7035725	481.2721002	752.6782616	45.63918178	36.98774919	150.0400785	 Probable 2-methylcitrate dehydratase - PDH1	
KMXK_0H00790	W0TF02	KLMA_70082	2784.025903	1058.913644	1404.574644	1739.040677	615.6045536	548.6503998	946.9489593	1810.504157	957.1318873	879.7212516	998.4683588	1260.846486	 Mannose-1-phosphate guanyltransferase - MPG1	
KMXK_0E01440	W0TBJ5	KLMA_10229 KLMA_50136	938.8656965	379.3871996	951.1806149	832.035905	659.7000149	512.9620249	342.5519159	1020.891839	323.5736656	559.5704532	1425.042208	1417.36962	 Elongation factor Tu - TUF1	
KMXK_0D04150	W0T9W9	KLMA_40393	19251.63548	37549.4397	19948.13015	11141.22803	27340.03612	16715.5509	17178.74392	33925.34549	12171.5392	34869.48013	29405.00427	28614.54263	 Ribosomal protein L23 - RPL25	
KMXK_0E05330	W0TDP1	KLMA_50529	2698.613116	4102.95987	4300.385841	2283.70131	1489.421552	311.8112064	2845.75269	3303.508963	1373.173114	4774.231308	7981.181945	5271.529702	 HYALURONIC ACID-BINDING PROTEIN 4 - KLMA_50529	
KMXK_0A00700	W0T6H7	KLMA_10769	17232.47905	21979.07014	14231.9721	7410.789378	6994.021449	3966.231444	11546.11186	19509.32561	9765.230242	22069.44147	20895.87367	15102.54998	 60S ribosomal protein L21-A - RPL21A	
KMXK_0A08010	W0T3P9	KLMA_10051	353.8775567	422.9681571	812.793999	983.7500076	1991.133266	1241.131011	898.3380947	1138.768177	152.0491284	336.363063	503.2047205	509.7818143	 Phosphotransferase - GLK1	2.7.1.-
KMXK_0A04870			27070.54061	31315.93298	13036.29652	7756.968052	11816.53132	7909.017488	12452.39851	25485.36229	17306.51995	14909.06568	19907.36789	18017.97581	No description in DMKU3-1042- NA	
KMXK_0B00530	W0T518	KLMA_20042	4679.536239	2151.296522	1702.379637	10983.09807	2616.793506	1665.193342	2283.546747	1697.445717	4236.270311	133.3837008	65.43816673	74.68660523	 Acetyl-CoA hydrolase - ACH1	
KMXK_0B07950	W0T8U8	KLMA_20783	29913.09423	30289.61828	30099.95797	28119.70356	48813.56069	24413.97505	27605.41167	39512.35825	14773.41125	53171.45758	43970.14809	46851.28363	 60S ribosomal protein L33-B - RPL33B	
KMXK_0B03200	W0T6S6	KLMA_20305	7207.630702	6978.282792	3948.982854	1603.986312	778.6389312	500.377078	5232.800359	4366.833422	3436.428527	4545.045704	5006.600385	4750.36081	 Serine hydroxymethyltransferase - SHM2	2.1.2.1
KMXK_0B02930	W0T7E5	KLMA_20278	285.1542269	348.3974489	137.4065726	134.5242943	100.167029	145.3760462	280.6468936	328.9675014	203.1447744	404.2975833	856.8968902	700.3775633	 Pyruvate dehydrogenase E1 component subunit beta - PDB1	1.2.4.1
KMXK_0E00220	W0TB60	KLMA_50016	1024.406363	2088.84702	2638.58735	4071.30361	2284.700666	1638.480652	2199.555131	3706.639517	447.6128967	2990.537788	1937.415757	2751.977929	" (2R,3R)-2,3-butanediol dehydrogenase - BDH1"	
KMXK_0D00960	W0TDA4	KLMA_40080	8871.962219	10292.68422	9606.758306	5795.170914	4251.769774	3179.219971	6609.908271	7717.537294	5652.312529	9707.359584	11243.23494	9022.560262	 Ribosomal protein L15 - RPL15B	
KMXK_0H04430	W0TFA8	KLMA_70444	1610.561947	758.5690322	1022.829402	21.55104295	1.202351956	0.806119251	836.1703052	108.5875898	469.2033612	32.85291796	102.7780526	55.53861882	 Citrate synthase - CIT3	
KMXK_0F00350	W0TFK8	KLMA_60532	5937.224186	6601.536952	4248.12656	1311.245065	3918.720867	871.4855203	2536.186378	5990.036096	2931.783785	6385.968755	6475.637615	3734.514389	 60S ribosomal protein L16-A - RPL16A	
KMXK_0F01890	W0THR7	KLMA_60383	1749.192226	3645.584458	4836.637336	1691.721584	4723.457146	3747.546571	3149.237251	2597.331116	1601.87484	1604.486584	1915.192968	1616.910585	 Acetyl-CoA acetyltransferase - ERG10	
KMXK_0G04170	W0TKM4	KLMA_80413	9332.581691	11589.57307	5268.017351	2519.194104	7239.843593	1858.312643	5572.623053	7723.180355	5266.7463	6591.548507	10108.62012	4648.168075	 60S ribosomal protein L8-B - RPL8B	
KMXK_0D05180	W0TBW6	KLMA_40494	113.96312	166.5888931	105.4360107	20.69251896	0.151590255	9.642762611	110.3220267	116.5545137	83.05565928	127.6139343	98.66362394	61.43468716	 Sulfite reductase [NADPH] subunit beta - MET5	
KMXK_0C07020	W0T9A7	KLMA_30695	642.1471637	437.1565275	640.0330918	605.4266537	370.8390501	281.3842911	465.6826098	529.999708	414.0069592	443.7615955	262.0994085	408.0504702	 Cys-Gly metallodipeptidase DUG1 - DUG1	
KMXK_0A06050	W0T3B0	KLMA_10253	271.7111728	198.4373565	237.4531363	70.22135305	76.43703231	40.32855573	162.7951718	183.2035421	124.7526817	190.0704553	229.2463231	135.3365571	 Pyruvate carboxylase - PYC2	6.4.1.1
KMXK_0B04770	W0TA03	KLMA_20466	670.5548903	404.3874684	961.2828829	633.8193318	73.98465959	47.54401836	515.8348426	217.8801373	186.0046784	649.9082165	292.6049914	322.1411611	" Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial - SDH1"	1.3.5.1
KMXK_0B04170	W0T7U8	KLMA_20403	16054.75805	15001.5215	7739.421988	7250.616703	5745.655211	3277.239571	4876.591472	13018.42268	3147.447869	14476.18701	16323.53064	11765.48911	 Ribosomal_L18e super family - RPL28	
KMXK_0A00570	W0T4T2	KLMA_10783	1081.988994	4076.533662	5974.357602	10917.40857	8632.379472	9908.826339	5994.038479	6586.547555	5493.04015	10116.52813	8831.672152	7746.045517	 Sorbose reductase SOU1 - SOU1	
KMXK_0A01320	W0T4M2	KLMA_10708	1741.226612	2929.733301	3623.513408	4181.139674	3540.03311	1638.225513	3929.176904	4121.197653	2613.45319	3012.110509	1798.91168	3014.395278	 Eukaryotic translation initiation factor 5A - HYP2	
KMXK_0B00660	W0T4H8	KLMA_20054	6611.027499	6141.825254	5346.997961	4850.924121	2356.359158	1130.680951	4137.933236	5222.932354	2702.526069	5508.29911	5604.079632	5883.300581	 60S ribosomal protein L24 - RPL24	
KMXK_0A07730	W0T4F1	KLMA_10079	3896.362915	4416.775164	6392.83993	2067.845357	2009.119631	1988.840995	3029.636373	4358.743536	2256.141215	2343.226991	2103.510123	1820.566849	 S-adenosylmethionine synthase - SAM2	2.5.1.6
KMXK_0A03200			1812.904069	1947.46356	561.9048978	223.1694501	186.5195567	19.01113461	1001.877531	2194.841738	1035.199011	772.6577405	1812.610331	957.5047443	No description in DMKU3-1042- NA	
KMXK_0G03210	W0THS3	KLMA_80312	74.98486437	64.13513627	132.2815754	85.81448202	78.04431087	6.945700755	123.5826957	168.5729851	18.92334063	174.2761685	59.65338683	54.66364418	 Glycyl-tRNA synthetase 1 - GRS1	
KMXK_0B03190	W0T562	KLMA_20304	1699.076416	4306.023692	5903.594769	5422.199939	2531.414773	1761.51449	6293.130214	5767.611616	5466.485028	7199.882744	4171.546171	7560.573819	 Alanine--glyoxylate aminotransferase 1 - AGX1	
KMXK_0B03580	W0T7P1	KLMA_20343	367.9771778	950.2796636	115.3582884	318.8315505	1006.362476	7.313084042	1063.06352	1150.99215	456.4697346	372.73249	137.9684492	225.8074541	 Sphingolipid long chain base-responsive protein PIL1 - PIL1	
KMXK_0A01570	W0T4K1	KLMA_10683	112.1459214	111.6513086	2.010952299	551.8893988	1.798514523	NA	639.2275258	146.6598137	17.55174257	628.3841127	0.656448339	15.96362661	 NAD(P)H-dependent D-xylose reductase - XYL1	
KMXK_0C01110	W0T7M0	KLMA_30105	192.7052693	251.8427891	218.4828733	132.4545787	120.2523953	34.62184872	128.4324753	90.63168491	74.59738251	155.0404782	149.7143122	44.85842956	 Acetolactate synthase - ILV2	2.2.1.6
KMXK_0B02790	W0T523	KLMA_20264	46.67008034	51.89548642	88.37846506	111.0538455	98.44037172	67.76835839	115.8765297	86.49156381	82.22485757	111.2990564	121.1311528	133.1182786	 Clathrin heavy chain - CHC1	
KMXK_0B03710	W0T9R4	KLMA_20356	2926.397663	4483.091787	2457.327808	511.0957735	697.4130709	258.0390165	1125.833915	3603.881378	309.6120351	2769.507489	3718.258461	3932.377222	 40S ribosomal protein S15 - RPS15	
KMXK_0B05680	W0T871	KLMA_20553	68.49068989	133.0491515	100.799285	163.2338215	119.9214253	35.54105351	179.418246	120.1216767	120.1764506	82.67152286	98.62774707	72.4836756	 Superoxide dismutase - SOD2	1.15.1.1
KMXK_0C06630	W0TCY5	KLMA_30664	2909.069556	2337.39395	2366.700188	993.416094	856.5570262	454.9903678	2238.044337	1521.539367	2471.801347	2182.459277	2543.159556	1337.415687	 60S ribosomal protein L12 - RPL12B	
KMXK_0E00150	W0TAI9	KLMA_50008	3567.633399	5794.476904	1407.799462	2782.49513	8094.502169	1733.629646	6143.331696	5351.940629	2967.78076	2516.131455	1133.485488	1406.803298	 40S ribosomal protein S12 - RPS12	
KMXK_0A01400	W0T419	KLMA_10700	4815.375829	3885.783753	1742.40466	1042.730875	1345.215428	437.4775908	3049.154395	3208.191578	3638.566411	2126.92738	2609.102796	2414.114205	 40S ribosomal protein S16 - RPS16	
KMXK_0E04070	W0TE03	KLMA_50402	483.4681554	841.1869412	1070.686112	238.5941779	125.5141998	18.5724346	560.7852437	395.2472783	375.1886694	520.6912097	607.7536047	515.2870989	 2-isopropylmalate synthase - LEU4	
KMXK_0D01140	W0TAQ3	KLMA_40094	64.4424392	411.6084433	99.91829896	50.49933337	100.4165754	1.688865848	148.0111196	416.8484709	24.59176118	167.7348336	271.0122217	173.9830314	 40S ribosomal protein S13 - RPS13	
KMXK_0A01770	W0T4F5	KLMA_10663	1305.757405	6555.803777	3586.124727	7360.320749	4417.075962	1562.296499	10440.55108	10595.13617	7226.069883	13188.39271	9079.833009	11425.0233	 Nucleoside diphosphate kinase - NDK1	2.7.4.6
KMXK_0E02140	W0TFJ3	KLMA_50210	4938.248258	5572.019809	5109.31489	1882.744121	845.7038363	376.2676683	3587.15239	5174.686786	2658.33713	5384.888597	7552.670096	2900.413559	 40S ribosomal protein S25 - RPS25B	
KMXK_0E03660	W0TC80	KLMA_50361	2318.202333	1319.468456	76.84216755	23.99783484	170.255509	103.0153419	1056.288878	1272.335084	497.9679698	NA	NA	NA	 Hexose transporter 2 - KHT2	
KMXK_0E03650	W0TFY3	KLMA_50360	NA	6.460841766	NA	2.274575291	NA	NA	5.008467392	0.410388763	NA	0.667613362	11.34010769	21.16115383	 Hexose transporter 2 - KHT2	
KMXK_0A03230	W0T408	KLMA_10518	23146.02208	27797.04947	30298.69901	1661.943447	2163.004177	2561.500656	12168.42597	3593.655641	44977.76885	601.0239666	1628.610897	886.5903204	 Inulinase - INU1	
KMXK_0C01060	W0TBD3	KLMA_30099	77.53147805	61.14983031	636.4037088	14503.56371	282.44955	622.2598471	302.4909636	73.64380818	632.5566962	588.868321	394.7891395	1188.477129	 Phosphoglucomutase-2 - PGM2	
KMXK_0E00410	W0TEZ7	KLMA_50035	436.3845869	833.6730866	325.8492155	696.3295382	34.836399	NA	758.9827606	128.1142107	55.31524904	1075.426716	104.5809823	72.92275119	 Nuclear segregation protein BFR1 - BFR1	
KMXK_0C03840	W0T7T0	KLMA_30387	418.0080765	475.9246656	821.4511192	57.28423264	54.04370095	153.4977603	593.0217284	1018.35413	699.6071673	664.9156722	1270.574018	1504.127413	 Acyl-coenzyme A thioesterase 10 - Acot10	
KMXK_0C02950	W0TBW0	KLMA_30299	29.05297328	56.10601283	93.76326794	23.97449039	1.713785206	1.304303689	56.18597424	49.21882517	65.90817339	50.16751431	51.54516348	20.91452868	 Polyadenylate-binding protein - PAB1	
KMXK_0E06260	W0TCY6	KLMA_50631	46.11631925	114.1877363	132.6990501	141.7997395	216.0568533	91.01980377	161.1488154	179.2697121	32.49088374	284.2739603	339.7007255	255.5284088	 Glucose-6-phosphate 1-dehydrogenase - ZWF	1.1.1.49
KMXK_0G01480	W0TGG7	KLMA_80139	948.3379154	531.7987704	696.9734854	837.595072	857.9669091	568.5984209	654.3784058	1058.626553	187.3203891	455.6759625	1203.906742	812.4554556	" Isocitrate dehydrogenase [NAD] subunit, mitochondrial - IDH1"	
KMXK_0C06820	W0T8M2	KLMA_30677	535.7558692	619.8892593	305.8050852	370.7212618	202.7903374	206.5414601	333.4400242	780.3219965	186.6101911	1119.392333	1840.597138	880.5014718	 ABC transporter ATP-binding protein ARB1 - ARB1	
KMXK_0C03950	W0T9G4	KLMA_30398	260.2798948	1567.325247	358.6850083	2088.093925	460.8974837	150.2899761	279.1399377	568.1581384	56.33578069	305.4188031	26.57975119	289.2183099	 2-deoxyglucose-6-phosphate phosphatase 2 - DOG2	
KMXK_0F00710	W0TI30	KLMA_60493	1262.842144	1999.101354	644.4114472	523.6976477	563.9307843	327.7499034	1449.473866	1020.049021	534.4222733	1056.834763	1551.289609	1483.335061	 Homocitrate synthase - LYS21	
KMXK_0A01700	W0T3Y8	KLMA_10670	379.847998	865.6666529	902.5195598	910.1605007	650.6757664	289.8036123	699.3409497	726.6503723	319.4887925	925.1122155	962.3188174	990.7921989	 Aspartyl-tRNA synthetase - DPS1	
KMXK_0F02550	W0TEV0	KLMA_60317	105.8395894	159.450979	20.95596873	282.2389413	114.0978132	36.51042891	235.9307861	162.4262691	32.28203197	104.7601991	105.5012362	76.74580087	 UTP--glucose-1-phosphate uridylyltransferase - UGP1	2.7.7.9
KMXK_0E02670	W0TD12	KLMA_50264	2583.575143	2765.378182	1680.69127	435.6925703	1031.787136	573.9767769	1069.078755	1845.960057	1335.244456	2104.163628	2143.770576	1961.137045	 40S ribosomal protein S14 - RPS14	
KMXK_0G00710	W0TFG9	KLMA_80061	119.8579483	238.0526763	115.16462	20.22305633	6.913721349	8.701639722	158.7178833	201.3016923	182.1093981	100.8475777	137.8967872	138.469372	 Sulfate adenylyltransferase - MET3	2.7.7.4
KMXK_0E05070	W0TBX9	KLMA_50503	1238.692346	868.3444851	1274.938961	1327.848186	952.5574398	613.9563621	761.4633353	699.1622095	758.4545096	1412.37745	1228.207891	756.7793085	 Aspartate-semialdehyde dehydrogenase - HOM2	
KMXK_0B02570	W0T5J7	KLMA_20242	256.0779863	227.1006109	880.796026	495.9736361	104.142451	107.7273116	489.9275812	256.6894534	131.225854	494.6719428	454.122423	587.3115301	 GU4 nucleic-binding protein 1 - ARC1	
KMXK_0H02650	W0TGB1	KLMA_70265	192.5471366	171.5803506	226.6964818	89.85708064	61.73148618	2.620511389	114.3989156	161.3501591	66.53630019	226.432989	274.9072376	77.60664873	 Eukaryotic translation initiation factor 4B - TIF3	
KMXK_0H00330	W0TE22	KLMA_70034	1388.343247	1258.358688	1390.559596	5183.420791	531.3249116	293.2743865	1610.627448	1196.093548	1333.448123	789.1980781	121.7582062	231.1905879	 Phosphomannomutase - SEC53	5.4.2.8
KMXK_0B08130	W0T873	KLMA_20800	1231.206321	1327.177161	252.1736374	379.4304324	1572.215161	79.16598116	298.7449111	1157.984389	608.3594704	796.4860315	723.4560868	274.713733	 60S ribosomal protein L5 - RPL5	
KMXK_0H02790	W0TIZ7	KLMA_70281	118.4028658	287.803609	221.4258425	68.01642874	27.07019365	24.35248951	177.7422123	114.799097	193.1903833	96.18588467	123.4385803	114.3216058	 Asparagine synthetase [glutamine-hydrolyzing] 1 - ASN1	
KMXK_0F01410	W0TFX4	KLMA_60425	274.5003779	379.6425089	453.0753366	231.604412	120.9840676	16.95962816	569.3930083	480.8828546	581.6838168	442.5758218	272.6538965	607.423356	 NADPH-dependent methylglyoxal reductase GRE2 - GRE2	
KMXK_0C04000	W0T9G9	KLMA_30403	190.4043522	369.7541189	272.8996969	3005.83941	38.6613035	47.17820862	377.7427476	367.4984382	330.1830811	684.0677049	198.6488513	281.203361	 Aminopeptidase - APE2	3.4.11.-
KMXK_0B07240	W0T8M4	KLMA_20708	1158.661231	1859.33725	2124.22015	1104.702544	1252.520348	999.1588	1618.870703	2305.304722	950.4618653	1130.480103	1592.108689	878.2718203	 V-type proton ATPase subunit B - VMA2	
KMXK_0A03790	W0T3V3	KLMA_10458	6582.893818	1686.942343	659.5055669	190.7205971	232.5344	95.73159775	1049.578021	255.1580481	115.989339	928.3560456	304.2576201	645.2446162	 Enoate reductase 1 - KYE1	
KMXK_0H00650			7497.216014	7969.474449	3815.141162	5840.147429	7860.285894	2413.235913	3019.494966	7182.796982	1145.176309	6132.763054	6848.47255	9463.357023	No description in DMKU3-1042- NA	
KMXK_0E01420	W0T2P8	KLMA_10225 KLMA_50134	61.8648466	205.789199	43.75440204	360.5882657	366.7265997	176.2026847	108.2765751	323.6200625	3.306071188	345.7440135	70.75598945	195.841037	 GTP-binding nuclear protein - GSP1	
KMXK_0A02470	W0T7Z3	KLMA_10592	775.9483631	331.3994962	460.7923549	139.8487872	26.16663749	11.18240843	406.4139356	294.2892614	126.2640257	1512.701568	423.185832	1185.775493	 Enoate reductase 1 - KYE1	
KMXK_0A01880			707.6500546	2506.34501	498.8628996	1290.259758	616.5788666	544.7081309	3179.918167	3923.141893	604.6733787	1857.440119	2539.200312	1511.12939	No description in DMKU3-1042- NA	
KMXK_0B05430	W0T855	KLMA_20528	166.8581121	290.0220993	148.2300701	250.1868132	531.2287158	236.1730039	212.8131043	481.0121777	114.8526883	275.8600269	508.6796262	393.0977142	 cAMP-dependent protein kinase regulatory subunit - PKAR	
KMXK_0D01380	W0TDD9	KLMA_40115	3004.565005	1865.430256	3005.269192	3771.571782	3924.153807	2677.159477	4353.710266	2862.232621	1817.287786	1735.506586	1696.327021	1673.661641	 Coproporphyrinogen-III oxidase - HEM13	
KMXK_0B02660	W0T6M3	KLMA_20250	81.75141511	157.6078181	60.36528111	109.4626104	52.99206547	4.288672286	201.4997215	245.9846635	70.89952644	146.1982928	178.0012021	69.98810754	 Actin-binding protein - ABP1	
KMXK_0D01000	W0T8Z5	KLMA_40083	556.0348237	596.4276326	1007.191274	1923.522621	1619.582872	947.8928705	790.1928488	907.3412902	362.8567987	1322.910422	1055.243228	1012.944815	 Aspartate aminotransferase - AAT2	
KMXK_0H01220	W0TGP2	KLMA_70123	116.2151832	303.1994013	194.9373545	72.40564716	15.02988693	2.67469724	445.9825593	463.4318102	169.1471124	227.9347101	467.1572615	102.0069603	 Glutamine synthetase - GLN1	6.3.1.2
KMXK_0C07160	W0TD23	KLMA_30709	127.5969161	236.4444156	164.113105	249.2299671	128.8639318	65.76151416	412.4538252	247.3314521	190.9118169	184.6790026	275.6664467	218.527556	 Glutamyl-tRNA synthetase - GUS1	
KMXK_0B00650	W0T6S5	KLMA_20053	1001.977349	4026.846622	651.7994739	115.1046555	784.103574	306.6207283	2099.641204	2689.776548	928.9399778	693.5225306	1434.053615	998.3894521	 60S ribosomal protein L30 - RPL30	
KMXK_0E02660	W0TDN9	KLMA_50262	879.66651	750.8786135	1129.076774	295.4422807	85.1954733	235.1063264	940.8017727	550.2852595	1636.965843	1043.52476	1009.896694	675.2940967	 40S ribosomal protein S22 - RPS22	
KMXK_0B01030	W0T8Y0	KLMA_20091	29403.48381	23776.05595	16208.27895	17269.21022	34708.30034	15385.175	11434.28053	24038.70265	12854.11588	36653.07199	16507.25111	19990.27738	 40S ribosomal protein S27 - KLMA_20091	
KMXK_0D04650	W0TA15	KLMA_40443	1840.61723	4902.507153	836.9379637	603.2138933	2257.980517	416.8438822	2908.647883	3908.581203	1295.152682	1406.934949	2039.108999	1141.124493	 60S ribosomal protein L6-B - RPL6B	
KMXK_0E04320	W0TCE4	KLMA_50431	107.831266	89.3903037	98.84531222	71.00327363	7.722509669	3.502088233	115.6686369	84.24913894	60.16314062	53.28870794	32.70782913	60.12083706	 Valyl-tRNA synthetase - VAS1	
KMXK_0D01570	W0T944	KLMA_40133	4.844895024	126.5685001	375.1756681	545.092431	282.5812206	104.6004949	154.8578648	271.6837929	57.05817813	561.9853906	411.0420861	295.905949	 Uncharacterized sugar kinase YDR109C - KLMA_40133	
KMXK_0D06060	W0TCR0	KLMA_40577	120.9441667	258.1567745	111.0581906	15.37903827	0.828588073	4.048522594	144.4421876	205.3770746	332.6687982	91.92647471	107.9216167	79.14862766	 40S ribosomal protein S18 - rps13	
KMXK_0C04880	W0TAG0	KLMA_30491	194.3840932	211.9930415	192.2117266	164.5305805	36.05266352	9.254305081	213.4841381	145.6910623	125.427328	180.673255	25.09111192	143.2181856	 Threonine synthase - THR4	
KMXK_0H01530	W0TG11	KLMA_70155	4.427113914	4.804120856	NA	4.780834566	29.53351441	NA	NA	6.696464876	NA	11.27828658	3.447766481	2.097048717	 60S ribosomal protein L23 - RPL23B	
KMXK_0C00110	W0TB61	KLMA_30009	0.341247178	0.640851736	0.994550211	6496.783648	3.681711194	0.159740873	1.600636118	1.569010373	0.069240763	681.4458188	15.19534537	12.04090575	 Beta-galactosidase - LAC4	
KMXK_0E01130	W0TCJ3	KLMA_50104	278.4724072	208.3302748	198.2720483	80.19455817	29.87407401	21.79455741	215.9569611	175.7893492	114.550112	235.8916154	170.2948572	98.50933389	 Alanine--tRNA ligase - ALA1	6.1.1.7
KMXK_0A04000	W0T382	KLMA_10435	55.75450191	72.39069769	4.753006732	57.37338467	8.434587153	15.12660192	66.93791493	50.65485853	20.92525081	44.9041473	8.603714853	9.523053757	 Putative prolyl-tRNA synthetase YHR020W - KLMA_10435	
KMXK_0G03470	W0TGY9	KLMA_80339	11.25400512	8.842260809	1.544496523	42.1286058	65.45487187	40.2545301	9.832657039	52.77615367	16.29158037	50.70554097	1.566521378	6.404364695	 NADP-dependent alcohol dehydrogenase 6 - ADH6	
KMXK_0B02740	W0T517	KLMA_20259	718.908131	882.4458957	372.6981505	164.7571852	268.9769155	51.33239227	461.1878913	1329.758266	165.5082886	326.1303443	1532.424592	834.8354758	 Aromatic amino acid aminotransferase 1 - ARO8	
KMXK_0G04220	W0TI32	KLMA_80417	1423.316141	5259.626802	2520.166925	12896.20162	18150.79357	2853.122031	7038.181823	15722.56868	2654.167694	3193.540863	1479.033808	4590.016457	 Actin-depolymerizing factor 1 - COF1	
KMXK_0C00350	W0T8H0	KLMA_30033	30.66613945	58.3461759	34.84766153	40.87531677	16.01082398	NA	40.06738449	49.21443771	13.54676905	28.15585362	57.12484443	17.0468294	 Ubiquitin-activating enzyme E1 1 - UBA1	
KMXK_0A01420	W0T4L3	KLMA_10698	151.0577569	89.28107514	67.24686144	43.26218755	5.510932363	1.294593404	186.871659	42.03214886	49.39576439	76.7449596	62.62310482	31.04056217	 ATP-dependent RNA helicase SUB2 - SUB2	
KMXK_0F00270	W0TGC2	KLMA_60540	2647.033402	1251.510688	1313.246542	613.3297697	408.2795561	55.16549443	866.186176	888.3690343	1907.072507	908.809247	1597.926001	1153.479504	 60S ribosomal protein L9-B - RPL9B	
KMXK_0E04970	W0TBX1	KLMA_50493	1704.495531	1371.426114	911.7427838	641.2127537	1841.369038	305.0428431	1466.047622	1532.959092	768.4912321	1281.49654	2460.807618	830.5785069	 Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex - KGD2	
KMXK_0A01850	W0T3V0	KLMA_10655	36.60480327	94.24799332	182.0532658	12.9092765	15.31000244	11.97943869	128.3439967	86.31289183	47.0511312	11.61374316	20.3118473	26.42439043	 ABC_PDR_domain2 - CDR4	
KMXK_0E02020	W0TDH9	KLMA_50197	46.40333099	43.07659205	42.88916779	4.403095934	0.402848399	2.906035413	39.88396686	76.28615672	4.567036021	18.17598233	38.86686739	17.97489853	" 1,3-beta-glucan synthase component FKS1 - FKS1"	
KMXK_0A00690			1342.584736	5364.461297	2344.25222	1920.909401	4110.124985	1257.132739	4635.151071	7110.062523	1614.899024	3654.559752	5016.860298	3809.227365	No description in DMKU3-1042- NA	
KMXK_0A05670	W0T4G0	KLMA_10296	1119.321511	621.1729101	725.6913547	1013.002466	3231.240444	1488.828173	60.55245994	385.7883852	218.4121724	5.906415175	619.5677859	1426.235408	 UPF0676 protein C1494.01 - KLMA_10296	
KMXK_0E02400	W0TDL5	KLMA_50237	417.7955581	303.1355607	49.69540907	189.2686282	169.3644821	55.94047897	203.9214666	265.5659343	40.39660065	148.6758354	133.8531505	237.1568444	 ATP synthase subunit gamma - ATP3	
KMXK_0A03270	W0T5N8	KLMA_10514	177.8626999	133.7179199	50.99765759	61.43295658	19.5527794	NA	78.39082938	87.10540752	126.5932614	62.07877217	67.29911198	70.87190152	 Branched-chain-amino-acid aminotransferase - BAT1	2.6.1.42
KMXK_0B03480	W0T7N1	KLMA_20333	NA	9.299432229	NA	4750.055833	2.559858811	1.142854997	1.475217887	5.320528438	NA	78.7791551	7.339518561	42.92176987	 Galactokinase - GAL1	
KMXK_0E02630	W0TFP1	KLMA_50260	51.84525522	215.0775889	250.8222598	14.67884352	16.58103362	0.975339285	132.0472605	38.70540205	221.5967091	4.264611085	3.959327781	NA	 Peroxidase - CCP1	1.11.1.-
KMXK_0D01450	W0TBE8	KLMA_40122	311.9273642	195.3942343	395.4348453	289.315445	167.7212226	86.14875781	256.6213754	277.5628258	190.916319	141.5990697	233.5247923	201.7863894	 Lysine--tRNA ligase - KRS1	6.1.1.6
KMXK_0D02230	W0T9B9	KLMA_40198	1.113245292	14.25353551	20.50798228	1.524478649	2.694071556	0.996324969	13.47639533	9.59679414	10.13451209	9.969291943	15.15475481	8.990352286	 4-aminobutyrate aminotransferase - UGA1	
KMXK_0H04290	W0TF68	KLMA_70429	934.3191261	95.38044492	93.59227925	0.135581793	NA	NA	67.92539536	8.607201876	40.87516985	3.019023183	0.252042758	0.222135704	 Isocitrate lyase - ICL2	
