W29_NCBI	CLIB122_UNIPROT	CLIB122_NCBI	standard_A	standard_B	standard_C	standard_D	HighTemp_A	HighTemp_B	HighTemp_C	LowpH_A	LowpH_B	LowpH_C	LowpH_D	Protein_name	ec_number
YALI1_E17100g	Q6C5Y5	YALI0E14058g1_1	2234.74545	315.1485246	1732.460617	2195.178025	2201.736105	2656.932275	1706.605081	2256.018958	1494.485584	2039.33335	1785.386476	"similar to uniprot|P38922 Saccharomyces cerevisiae HRB1 TOM34 YNL004W (ohnolog of YCL011C) Poly(A+) RNA- binding protein, involved in the export of mRNAs from the nucleus to the cytoplasm"	
YALI1_F24667g	Q6C181	YALI0F18502g1_1	1255.079053	202.3803566	1044.548727	936.3764473	1325.743036	1360.819263	1164.967568	1043.933687	925.0643854	869.7854723	973.1043631	similar to uniprot|P23337 Saccharomyces cerevisiae YFR015C (ohnolog of YLR258W) GSY1 UDP glucose--starch glucosyltransferase	2.4.1.11
YALI1_E27441g	Q6C4W0	YALI0E23287g1_1	844.9110075	111.1262764	494.4000719	688.1480354	529.8216526	489.9725288	546.3549857	1759.551601	3694.935564	5184.688942	2374.243528	similar to uniprot|P49374 Kluyveromyces lactis High- affinity glucose transporter	
YALI1_D06828g	Q6CA74	YALI0D05291g1_1	2783.233131	291.0961664	1773.964346	1410.199725	2598.176218	1997.162469	1780.658685	1409.279263	1385.289359	1661.564421	1267.273639	"uniprot|B5MFD1 Yarrowia lipolytica YALI0D05291g SCS2 VAMP-associated protein involved in alkane utilization, not inositol response"	
YALI1_E19603g	Q6C5P4	YALI0E16368g1_1	692.8771711	68.51869697	505.7907311	635.5669717	739.8272027	714.0122183	527.4164347	727.2393036	670.4868257	824.1771338	646.3029265	similar to uniprot|P39692 Saccharomyces cerevisiae YFR030w MET10 sulfite reductase flavin-binding subunit	
YALI1_E36758g	Q6C3Y8	YALI0E31196g1_1	136.0164684	5.903592313	148.0019587	140.7699728	152.1100791	152.7915973	109.6183666	134.4102856	119.0930637	129.7746459	143.4948585	weakly similar to uniprot|Q7SEG5 Neurospora crassa NCU03263.5	
YALI1_F27904g	Q99148	YALI0F21010g1_1	803.8111643	99.93690201	919.1329865	597.8928136	813.5557863	1173.463453	872.6132237	855.9577043	509.2887845	549.6886144	651.7044295	uniprot|Q99148 Yarrowia lipolytica YALI0F21010g ADE1 Bifunctional purine biosynthetic protein	6.3.4.13; 6.3.3.1
YALI1_E05929g	Q6C6Z6	YALI0E05027g1_1	973.6689878	42.57282587	494.7704993	711.151989	1283.217193	957.6731133	727.2397107	500.4620265	577.3577771	703.0768668	559.804439	"similar to uniprot|P38708 Saccharomyces cerevisiae YHR020W Conserved protein of unknown function that may interact with ribosomes, putative prolyl-tRNA ligase"	
YALI1_A15925g	Q6CGV1	YALI0A15972g1_1	3153.115054	1282.642468	2966.014178	2107.019577	3068.756051	3138.682474	2411.281318	2517.527743	2128.948353	2376.547513	2339.772069	"uniprot|Q6CGV1 Yarrowia lipolytica YALI0A15972g FBP1 Fructose-1,6-bisphosphatase"	
YALI1_D26146g	Q6C8D2	YALI0D20614g1_1	6480.449702	4508.816034	4704.628701	5353.156069	5464.643827	3679.927438	4117.648319	4406.977503	5775.647684	6069.232114	4464.05597	highly similar to uniprot|P0CX55 Saccharomyces cerevisiae YDR450W (ohnolog of YML026C) RPS18A Protein component of the small (40S) ribosomal subunit	
YALI1_E19172g	Q6C5Q8	YALI0E16016g1_1	801.6560254	39.79402103	714.265861	466.6454215	989.5220527	1193.511146	893.7019149	1000.318872	833.8672173	827.6432613	756.2984534	"uniprot|Q6C5Q8 Yarrowia lipolytica YALI0E16016g FAT1 Very long chain fatty acyl-CoA synthetase and long chain fatty acid transporter, putative"	
YALI1_B19276g	Q6CEL9	YALI0B14641g1_1	626.9367329	119.6121316	519.4003551	474.3075384	544.5184195	627.7114359	521.7112423	566.8510072	568.8025834	559.4665682	494.6042123	similar to uniprot|P32454 Saccharomyces cerevisiae YKL157W (ohnolog of YHR047C) APE2 aminopeptidase yscII	3.4.11.-
YALI1_C33005g	Q6CAV8	YALI0C23969g1_1	764.7185937	304.2796632	675.8650382	834.4013786	685.8405413	669.5651096	551.9815118	851.6982397	718.9160576	995.2035681	726.609373	"highly similar to uniprot|P03965 Saccharomyces cerevisiae YJR109c CPA2 arginine-specific carbamoylphosphate synthase, large chain"	
YALI1_E35988g	Q6C414	YALI0E30635g1_1	286.482023	48.15195342	321.256008	241.0938304	309.7372254	404.1836839	277.2316567	254.9918831	183.8496481	257.8339454	353.6905001	uniprot|Q8J0E5 Yarrowia lipolytica YALI0E30635g SEC31 Component of the COPII coat of ER-golgi vesicles	
YALI1_B21070g	Q6CEF3	YALI0B16104g1_1	1004.568378	103.4123099	977.4128396	864.4494784	764.1238455	1080.498098	860.6917625	773.0499059	698.6990247	751.8052547	768.6044502	highly similar to uniprot|P38625 Saccharomyces cerevisiae YMR217w GUA1 GMP synthase (glutamine- hydrolyzing) singleton	6.3.5.2
YALI1_F08284g	Q6C2S5	YALI0F05544g1_1	7584.177417	2623.303276	6122.190045	7002.79009	7434.403807	6049.839469	5208.590568	6192.757493	6642.961989	8225.116706	6152.407527	highly similar to uniprot|P05755 Saccharomyces cerevisiae YBR189W (ohnolog of YPL081W) SUP46 ribosomal protein	
YALI1_E41251g	Q6C3H7	YALI0E34749g1_1	3135.545717	1130.160547	2772.138161	3001.298504	405.9967775	379.3040642	85.89297245	289.5518502	401.8427498	419.3010594	93.31095959	uniprot|Q6C3H7 Yarrowia lipolytica YALI0E34749g CTT1 Catalase T	1.11.1.6
YALI1_D07348g	Q6CA56	YALI0D05731g1_1	4463.550207	2418.496708	3531.909161	4735.898992	3478.084418	3407.179395	3887.272151	3305.402244	4919.841117	3787.858683	3158.512027	highly similar to uniprot|P0C0W1 Saccharomyces cerevisiae YJL190c RPS22A Ribosomal Protein of the Small subunit	
YALI1_F32659g	Q6C0E7	YALI0F25399g1_1	121.5183474	NA	140.9910715	153.68769	95.69801035	152.0014316	221.6230362	116.188914	157.4990786	76.77447519	93.39213985	highly similar to uniprot|P0C0W1 Saccharomyces cerevisiae YLR367w RPS22B ribosomal protein	
YALI1_F21769g	Q6C1H2	YALI0F16291g1_1	1668.509664	577.4424203	1183.064247	1624.355589	1786.66138	1298.51322	1381.795279	1418.950693	1621.640896	1490.622594	1286.138857	"highly similar to uniprot|P15180 Saccharomyces cerevisiae YDR037w KRS1 lysyl-tRNA synthetase, cytosolic"	6.1.1.6
YALI1_B14044g	Q6CF43	YALI0B10406g1_1	3003.793814	1171.912211	2859.147798	3756.306473	4373.633744	4515.793941	4774.061416	3617.614576	2946.313712	2676.21644	2390.578088	uniprot|Q6CF43 Yarrowia lipolytica YALI0B10406g ECH2 Enoyl-CoA hydratase	
YALI1_A00309g	Q6CIA2	YALI0A00264g1_1	503.0410771	26.77448646	527.2056162	447.7898312	503.724783	512.6657268	297.9297591	295.8624759	394.3076857	366.4749091	358.728082	similar to uniprot|P09436 Saccharomyces cerevisiae YBL076c ILS1 isoleucyl-tRNA synthetase	
YALI1_F39620g	Q6BZP5	YALI0F31999g1_1	2150.685901	557.4497876	1662.326312	1579.111457	2248.833112	2561.854471	1266.581445	1908.185724	1535.553621	1520.386491	1590.299668	uniprot|Q6BZP5 Yarrowia lipolytica YALI0F31999g ICL2 Methylisocitrate lyase	4.1.3.30
YALI1_C05908g	Q6CD21	YALI0C04433g1_1	886.1374384	96.4359238	575.7400249	776.707154	1265.132887	1440.324902	890.1171074	1633.493044	1135.404687	1194.325235	1538.909423	highly similar to uniprot|Q92413 Emericella nidulans Ornithine aminotransferase (Ornithine--oxo-acid aminotransferase)	
YALI1_D28087g	Q6C868	YALI0D22264g1_1	1557.026886	247.5515405	1431.517457	1351.492661	1477.964185	1512.633555	1235.507926	545.3132938	1320.308961	1135.549336	1008.556079	"highly similar to uniprot|P04802 Saccharomyces cerevisiae YLL018c DPS1 aspartyl-tRNA synthetase, cytosolic"	
YALI1_E36437g	Q6C3Z9	YALI0E30965g1_1	1154.704286	86.25237195	1221.959371	766.6441118	3420.552888	4105.693151	3465.678969	259.1208852	228.0056928	251.4274963	222.4267132	"uniprot|Q6C3Z9 Yarrowia lipolytica YALI0E30965g ACH1 CoA transferase for CoASH transfer from succinyl-CoA to acetate, putative"	3.1.2.1
YALI1_E30028g	Q6C4N1	YALI0E25091g1_1	3057.294622	2880.5367	2568.433224	2782.048206	3952.003406	4364.854915	3031.00223	2499.461227	1434.142351	1718.156829	1294.900723	weakly similar to uniprot|P38013 Saccharomyces cerevisiae YLR109w AHP1 Alkyl hydroperoxide reductase	
YALI1_B27485g	Q6CDU7	YALI0B21076g1_1	5900.050808	2582.758555	4608.709602	4336.807466	5135.833968	6192.273508	5754.241818	7997.058269	4550.341897	5080.901751	5972.626802	highly similar to uniprot|P02406 Saccharomyces cerevisiae YGL103w CYH2 60S large subunit ribosomal protein L27a	
YALI1_B02696g	Q6CG14	YALI0B01738g1_1	666.001287	159.1549995	670.1583248	934.5706071	731.2736537	1319.791005	2093.066081	1678.080791	942.8900828	607.4269472	1052.634196	weakly similar to uniprot|Q04947 Saccharomyces cerevisiae YDR233c RTN1 (ohnolog of YDL204W) ER membrane protein that interacts with exocyst subunit Sec6p and with Yip3p	
YALI1_C23948g	Q6CBP3	YALI0C16797g1_1	2324.118378	212.275522	1398.810242	1690.339185	2791.835034	2017.517367	1877.059426	1539.217592	1776.568921	2061.911339	1348.844731	"uniprot|Q6CBP3 Yarrowia lipolytica YALI0C16797g ACD3 Acyl CoA dehydrogenase, putative"	
YALI1_F08705g	Q6C2Q9	YALI0F05874g1_1	1073.993307	228.2137691	704.1175974	619.6330833	1716.689907	1988.409959	1942.811977	680.5794122	254.788415	450.9228924	452.2683751	similar to uniprot|P31373 Saccharomyces cerevisiae YAL012w CYS3 Cystathionine gamma-lyase	
YALI1_F24773g	Q6C177	YALI0F18590g1_1	1168.098324	152.5752957	791.3907686	1994.889674	1398.537698	1474.130341	3770.579542	2772.256623	1622.858314	1059.110249	1765.863275	uniprot|Q6C177 Yarrowia lipolytica YALI0F18590g GCY15 Glycerol dehydrogenase of the aldo/keto reductase family	
YALI1_E33633g	Q6C4A4	YALI0E28468g1_1	648.7451955	17.98307826	493.6462275	392.2691333	843.8922944	784.6120121	570.4538895	406.8805008	427.791406	475.9916203	329.5685959	"similar to uniprot|P46655 Saccharomyces cerevisiae YGL245w Glutamyl-tRNA synthetase, cytoplasmic"	
YALI1_F29395g	Q6C0S2	YALI0F22187g1_1	2607.497626	32.05908196	2042.080063	946.3576264	1819.638297	1539.406858	474.7912429	51.28292109	33.0773946	258.758111	288.2825268	some similarities with uniprot|Q7S1U2 Neurospora crassa NCU09057.1 hypothetical protein	
YALI1_E28575g	Q6C4S9	YALI0E24013g1_1	4445.436137	1268.219822	4060.287775	3321.065523	5231.356762	5848.207056	5171.500536	6797.450234	4523.303838	5986.795298	6794.191162	"uniprot|Q6C4S9 Yarrowia lipolytica YALI0E24013g LSC1 Succinyl-CoA ligase alpha subunit, putative"	6.2.1.5
YALI1_C29762g	Q6CB66	YALI0C21538g1_1	938.2613956	149.1157395	563.7880585	524.0283143	603.0518474	745.9752141	489.9781444	161.1408751	194.4082006	273.0304676	177.9809855	some similarities with uniprot|C5P4B2 Coccidioides posadasii hypothetical protein CPC735_064030	
YALI1_E36179g	Q6C406	YALI0E30811g1_1	3861.956648	1776.215418	4381.403845	3142.574411	4624.133044	6732.318396	4303.404597	7257.186163	3577.282912	4499.195221	6051.671488	highly similar to uniprot|P38061 Saccharomyces cerevisiae YBL092w RPL32 60S large subunit ribosomal protein L32.e	
YALI1_E01105g	Q6C7H8	YALI0E00726g1_1	1534.898966	489.8130853	1152.722457	1235.163297	1544.637831	1646.943562	1136.998235	2562.825016	2451.825115	2487.631025	2188.688872	highly similar to uniprot|P02557 Saccharomyces cerevisiae YFL037w TUB2 beta-tubulin	
YALI1_F31215g	Q6C0L0	YALI0F23793g1_1	900.1443929	149.8869168	936.4275626	658.5257642	1257.640842	1325.173668	1082.72838	481.8434888	560.7679461	609.4605847	514.4690524	"uniprot|Q6C0L0 Yarrowia lipolytica YALI0F23793g HFD1 Fatty aldehyde dehydrogenase, putative"	
YALI1_F26967g	Q6C105	YALI0F20306g1_1	2677.58532	1694.731239	2225.144657	3393.371201	3111.888739	3415.399802	3583.004634	4350.337966	3678.599534	2678.93784	2879.973695	similar to uniprot|P05626 Saccharomyces cerevisiae YPL078c ATP4 Subunit b of the stator stalk of mitochondrial F1F0 ATP synthase	
YALI1_F34429g	Q6C080	YALI0F27071g1_1	3481.063875	1444.761092	2485.203467	2773.711166	3351.914919	2868.208217	2840.813589	2989.62014	2672.886755	3416.532267	2885.720478	similar to uniprot|P07267 Saccharomyces cerevisiae YPL154c PEP4 aspartyl protease	
YALI1_B16996g	Q6CEU6	YALI0B12826g1_1	7350.731867	5579.92478	7303.716346	6557.787748	9108.272049	8714.176403	6896.024207	8395.327735	4180.812636	4891.741669	5719.129564	similar to uniprot|Q12690 Saccharomyces cerevisiae YDL082W (ohnolog of YMR142C) RPL13A 60S large subunit ribosomal protein L13	
YALI1_F12138g	Q6C2D9	YALI0F08701g1_1	651.8785352	102.2697753	729.3215231	532.3337111	339.1628845	625.4679068	402.9140727	1640.893572	1228.663867	1437.49759	1883.700574	"uniprot|Q6C2D9 Yarrowia lipolytica YALI0F08701g ERG6 Delta(24)-sterol C-methyltransferase, putative"	2.1.1.41
YALI1_F06351g	Q6C2Y0	YALI0F04169g1_1	417.8555698	75.70659077	343.0977734	366.1679341	348.3623361	298.2636294	194.2709395	76.07990526	47.01112533	138.3682726	83.43533096	similar to uniprot|P06738 Saccharomyces cerevisiae YPR160w GPH1 glycogen phosphorylase	2.4.1.1
YALI1_F08635g	Q6C2R3	YALI0F05803g1_1	7286.521117	4042.559508	6558.413541	6800.648037	7478.95419	8570.877123	6513.074395	10590.18902	7025.894135	7302.802928	8312.617639	highly similar to uniprot|Q01855 Saccharomyces cerevisiae YOL040c RPS21 40S small subunit ribosomal protein	
YALI1_D26586g	Q6C8B8	YALI0D20966g1_1	1070.166227	184.3537232	856.0148411	977.9578966	1041.155059	1089.896617	982.0679519	966.3097823	753.8093664	678.2946322	638.9400288	similar to uniprot|P38615 Saccharomyces cerevisiae YMR139W (ohnolog of YDL079C) MDS1 ser/thr protein kinase	
YALI1_D17108g	Q6C959	YALI0D13794g1_1	3830.791384	828.3513008	2864.494735	4034.147193	4066.533338	3678.898251	3582.644724	4277.269587	3479.865881	3129.292407	3630.468451	highly similar to uniprot|Q3E754 Saccharomyces cerevisiae YJL136C (ohnolog of YKR057W) RPS25B 40S small subunit ribosomal protein	
YALI1_E21915g	Q6C5G6	YALI0E18238g1_1	878.6390149	156.0177001	910.730362	627.6186366	1539.467147	1582.00666	1237.951694	603.8539921	626.8782656	600.029524	801.9924685	similar to uniprot|P17649 Saccharomyces cerevisiae YGR019w UGA1 4-aminobutyrate aminotransferase (GABA transaminase)	
YALI1_B14187g	Q6CF38	YALI0B10516g1_1	746.3121878	68.64273138	604.5245284	487.1815933	683.9212907	849.9527771	692.8435954	710.913414	567.0844856	652.7000293	711.8997421	Similar to uniprot|P17555 Saccharomyces cerevisiae YNL138w SRV2 adenylate cyclase-associated protein 70kDa	
YALI1_C22857g	Q6CBS8	YALI0C15873g1_1	1255.555116	14.04591235	975.0282903	1211.273353	1622.842294	1532.602165	1395.205549	1664.075811	1328.934937	1580.176919	1494.034588	highly similar to uniprot|P15646 Saccharomyces cerevisiae YDL014w NOP1 fibrillarin	
YALI1_A13454g	Q6CH25	YALI0A13387g1_1	555.3249619	46.4264923	358.2396555	372.9866349	415.691527	410.3001845	425.5925788	516.0543847	294.8141073	404.1591924	448.0589948	highly similar to uniprot|P49090 Saccharomyces cerevisiae YGR124W (ohnolog of YPR145W) ASN2 asparagine synthetase	
YALI1_D00474g	Q6CAS0	YALI0D00451g1_1	1061.61335	14.93684376	835.4212378	1344.311547	427.1597787	232.1768039	323.9972842	NA	1.228563338	1.03852174	NA	hypothetical protein conserved in the Yarrowia clade	
YALI1_F04110g	Q6C338	YALI0F02893g1_1	749.4846529	51.40222817	924.742578	1641.384308	944.8969542	1214.804709	2649.561827	2424.008693	1449.220149	798.626078	1407.122963	"similar to uniprot|P38077 Saccharomyces cerevisiae YBR039w ATP3 F1F0-ATPase complex, F1 gamma subunit"	
YALI1_B23834g	Q6CE59	YALI0B18348g1_1	1380.200649	275.3735639	814.1410543	1064.858717	1221.959139	1062.955303	756.2988181	895.1986832	917.4448438	1020.825883	634.9578155	similar to uniprot|P29952 Saccharomyces cerevisiae YER003c PMI40 mannose-6-phosphate isomerase	5.3.1.8
YALI1_E37886g	Q6C3V2	YALI0E31911g1_1	3901.077469	1636.751062	3313.938326	4821.931034	4926.068777	3391.023764	4943.82596	5406.086491	4481.515075	4362.294998	4387.251264	highly similar to uniprot|P0CX43 Saccharomyces cerevisiae YPL220W (ohnolog of YGL135W) SSM1A ribosomal protein	
YALI1_E00928g			5161.026721	669.3972757	3526.887038	4039.911845	4557.373439	4531.263476	3825.956159	5629.258839	4062.687369	4301.452855	4830.55253	No description in CLIB122	
YALI1_E36334g	Q6C403	YALI0E30877g1_1	1594.811261	30.82656323	1447.567744	1086.032104	1705.938468	2096.368385	2060.996084	1798.521394	1505.063583	1698.553522	1703.30394	weakly similar to uniprot|P34167 Saccharomyces cerevisiae YPR163c TIF3 translation initiation factor eIF4B	
YALI1_D12930g	Q6C9L1	YALI0D10263g1_1	1144.049362	260.2602979	1148.626619	1142.124526	1229.261516	1570.485089	1228.851999	1373.563635	1106.297451	1086.033312	1204.797742	highly similar to uniprot|P0CX42 Saccharomyces cerevisiae YER117W (ohnolog of YBL087C) RPL23B ribosomal protein L23.e	
YALI1_E41367g	B5FVG8	YALI0E34826g1_1	4806.587714	816.5332894	5104.523052	4507.479306	4820.802617	5655.918565	4251.932731	5704.969518	3247.05093	4941.308588	4711.261	similar to uniprot|P38711 Saccharomyces cerevisiae YHR021C (ohnolog of YKL156W) R27B 40S ribosomal protein S27-B	
YALI1_C14369g	Q6CCE0	YALI0C10208g1_1	480.6966612	43.18546649	220.1605188	288.5578669	608.809675	438.4358445	379.5744815	174.9170938	369.2078003	440.7561334	287.3236735	weakly similar to uniprot|G8YTD8 Millerozyma farinosa Piso0_000212	
YALI1_F33681g	Q6C0B4	YALI0F26191g1_1	1339.369315	142.9679509	752.4879387	809.9739982	1579.904123	1548.912974	1023.329485	854.3364065	598.0972914	632.402351	564.4090281	similar to uniprot|P38067 Saccharomyces cerevisiae YBR006w UGA2 succinate semialdehyde dehydrogenase	
YALI1_F02655g	Q6C390	YALI0F01694g1_1	372.873605	1.026600207	270.6230367	181.6797907	427.0076418	306.4648446	327.4056325	320.304832	181.3893158	254.1215982	391.6573049	some similarities with uniprot|P25623 Saccharomyces cerevisiae YCR030c	
YALI1_B09266g	W0TYP0	YALI0B07183g1_1	5335.730889	1612.926069	4516.363732	4296.407719	6187.634782	6182.69566	5466.409572	4489.341374	2750.255688	3615.569232	3435.358131	similar to uniprot|P07274 Saccharomyces cerevisiae YOR122c PFY1 profilin	
YALI1_C03874g	Q6CD89	YALI0C02805g1_1	1716.225272	238.4655804	1086.269042	1419.971022	2119.0486	1852.175622	1144.514228	1436.969861	987.2697245	901.5594664	1096.312386	similar to uniprot|Q9HE38 Neurospora crassa Probable NADPH-dependent beta-ketoacyl reductase (rhlG)	
YALI1_E06616g	Q6C6W8	YALI0E05643g1_1	2735.120972	1397.99918	1862.69074	2293.37879	2629.024169	2007.33988	1714.891262	1610.503158	2305.22658	2338.197129	1701.248154	"similar to uniprot|Q9WYD3 Thermotoga maritima TM0297 Oxidoreductase, short chain dehydrogenase/reductase"	
YALI1_C33299g	Q6CAU5	YALI0C24255g1_1	1906.144261	137.9874227	1329.733035	1580.730798	2214.53231	1882.793459	1388.521912	3837.495828	2459.798977	2666.588048	2606.110155	similar to uniprot|Q03148 Saccharomyces cerevisiae YMR096w SNZ1 stationary phase protein	
YALI1_C04067g	Q6CD80	YALI0C03003g1_1	2578.421802	915.3114976	2061.169097	2361.50348	2979.904173	3040.096652	2561.84703	1967.864761	1772.930066	1646.556979	1608.843629	"uniprot|Q6CD80 Yarrowia lipolytica YALI0C03003g SPS193 Peroxisomal 2,4-dienoyl-CoA reductase, putative"	
YALI1_E17355g	Q6C5X5	YALI0E14322g1_1	7.711842042	NA	9.344893576	8.756971701	11.46905375	19.13219051	8.495531361	7.337734915	NA	8.628848871	7.840047679	"uniprot|Q6C5X5 Yarrowia lipolytica YALI0E14322g SPS192 Peroxisomal 2,4-dienoyl-CoA reductase, putative"	
YALI1_E15398g	Q6C650	YALI0E12419g1_1	494.6825284	26.34508023	558.4171959	404.7924921	500.1952444	555.259971	451.659284	164.8619728	133.9475859	152.004685	128.9861126	"uniprot|Q6C650 Yarrowia lipolytica YALI0E12419g AAL4 Acyl/aryl-CoA ligase, putative"	
YALI1_E00869g	Q6C7I9	YALI0E00484g1_1	536.113404	28.64710671	554.9304827	673.8553724	633.0275173	595.5860725	598.4930338	460.0602729	313.9467919	302.9498618	448.4407274	hypothetical protein conserved in the Yarrowia clade	
YALI1_F06858g	Q6C2W9	YALI0F04444g1_1	851.7025095	208.7413368	486.6173168	594.3390571	855.1592945	579.9590763	483.1280518	895.2506645	768.8278733	700.5090898	653.5165696	"uniprot|Q6C2W9 Yarrowia lipolytica YALI0F04444g ALD2 Cytoplasmic aldehyde dehydrogenase, putative"	
YALI1_D10197g	Q6C9V7	YALI0D07942g1_1	248.8633394	57.45062141	230.852791	225.5391772	297.2818269	423.1857683	216.7212046	244.260923	167.7928947	195.6252058	141.7484539	"uniprot|Q6C9V7 Yarrowia lipolytica YALI0D07942g ALD3 Cytoplasmic aldehyde dehydrogenase, putative"	
YALI1_F36966g	Q6BZZ9	(YALI0F29337g1_1-YALI0F29337g2_1)	1602.279095	226.8124098	1710.316216	1260.756795	1206.187453	1377.498659	1343.639854	793.7620064	724.2268357	922.5749318	885.4315858	similar to uniprot|P23542 Saccharomyces cerevisiae YLR027c AAT2 aspartate aminotransferase	2.6.1.1
YALI1_D34865g	Q6C7P9	YALI0D26367g1_1	916.2492458	80.9266199	870.452716	1237.019421	865.4632956	901.8218891	1137.392341	1000.242521	1046.879272	727.1074121	941.2309118	highly similar to uniprot|P04076 Saccharomyces cerevisiae YHR018c ARG4 arginosuccinate lyase	
YALI1_D16290g	Q6C985	YALI0D13112g1_1	1825.265641	98.2295952	782.9188423	1367.503362	1596.675076	1263.799291	976.7567728	1014.771831	979.7205278	1673.672395	964.1955678	highly similar to uniprot|P31353 Candida albicans SEC53 Phosphomannomutase (PMM)	5.4.2.8
YALI1_F14712g	Q6C242	YALI0F11055g1_1	1992.5255	872.0071434	1926.423441	2024.069529	1801.676904	1651.161995	2217.980495	2359.16679	2156.939025	1955.027639	2119.5297	highly similar to uniprot|P05756 Saccharomyces cerevisiae YDR064w YS15 ribosomal protein	
YALI1_F27871g	Q6C0X4	YALI0F20988g1_1	778.6471889	214.1305186	560.1539426	704.8871601	806.5923864	949.1197846	860.1036655	1447.535704	879.6741663	1013.9966	1392.438676	"similar to uniprot|P25375 Saccharomyces cerevisiae YCL057W PRD1 Zinc metalloendopeptidase, found in the cytoplasm and intermembrane space of mitochondria, Saccharolysin"	
YALI1_C29141g	Q6CB88	YALI0C21087g1_1	493.6262442	81.4590136	515.5879472	275.0875097	390.118106	416.3029283	365.6794634	545.3377835	256.0173962	288.8749379	499.5558334	similar to uniprot|P25342 Saccharomyces cerevisiae YCR002c CDC10 cell division control protein	
YALI1_E37930g	Q6C3V0	YALI0E31955g1_1	758.7984015	40.06592912	579.6969523	719.442337	510.5093308	711.8103703	343.6185119	1606.438933	864.9296043	927.3272636	888.7053544	highly similar to uniprot|P41056 Saccharomyces cerevisiae RPL33B RPL37B YOR234C (ohnolog of YPL143W) Ribosomal protein L37 of the large (60S) ribosomal subunit	
YALI1_F39051g	Q6BZR8	YALI0F31405g1_1	30.66336003	NA	26.77624115	59.82571471	31.26390621	26.98108052	25.18841859	112.8474019	72.93941826	83.7207591	81.44804349	similar to uniprot|P41056 Saccharomyces cerevisiae YOR234C (ohnolog of YPL143W) RPL37B ribosomal protein L35a.e.c15	
YALI1_F08260g	Q6C2S6	YALI0F05522g1_1	8806.222409	2530.938483	8350.537088	8555.363592	8726.697552	6691.467505	7280.278137	9190.009347	9805.338581	10315.62754	7317.610266	highly similar to uniprot|Q12672 Saccharomyces cerevisiae YPL079W (ohnolog of YBR191W) URP1B ribosomal protein L21	
YALI1_E35815g	Q6C421	YALI0E30481g1_1	987.9303469	158.199783	606.8499026	871.9044076	1001.339186	896.4737066	659.3617261	512.9378705	597.406314	648.1542854	427.9671053	similar to uniprot|P54885 Saccharomyces cerevisiae YOR323c PRO2 gamma-glutamyl phosphate reductase	
YALI1_C08702g	Q6CCU3	YALI0C06490g1_1	1343.927651	151.0499376	1323.92113	1150.3684	1174.173976	1415.727234	1226.090342	1078.985828	892.2176834	1030.361485	1048.065377	highly similar to uniprot|O93827 Candida albicans CaPSA1 Mannose-1-phosphate guanyltransferase	2.7.7.13
YALI1_B27534g	Q6CDU5	YALI0B21120g1_1	204.6806856	26.11336261	240.0169083	700.1649593	292.6196914	306.1508606	888.1603638	620.7395688	538.6145274	249.7434348	477.3555042	similar to uniprot|P40531 Saccharomyces cerevisiae YIL041W GVP36 BAR domain-containing protein that localizes to both early and late Golgi vesicles	
YALI1_D05474g	F2Z6C9	YALI0D04422g1_1	731.9259959	81.32095308	488.9695425	562.1322257	705.7540248	590.2218917	441.4219146	425.1034268	363.4455964	513.8052062	556.1107509	uniprot|Q6L8F1 Yarrowia lipolytica YALI0D04422g CPR1 NADPH-cytochrome P450 reductase	1.6.2.4
YALI1_B15996g	Q8TG23	YALI0B12166g1_1	1538.840146	33.79208481	762.2288534	1532.926509	2598.562991	2087.935785	2317.935318	2107.817927	1624.557509	2248.811426	2044.483356	uniprot|Q8TG23 Yarrowia lipolytica YALI0B12166g MBF1 Putative multi-protein binding factor 1	
YALI1_B26153g	Q6CDZ3	YALI0B20020g1_1	411.09438	190.8681927	356.8464032	270.7664492	448.0176428	496.2569861	319.4895471	514.3897426	279.5454101	311.8349752	423.1015019	"highly similar to uniprot|P14843 Saccharomyces cerevisiae YDR035w ARO3 2-dehydro-3-deoxyphosphoheptonate aldolase, phenylalanine-inhibited"	2.5.1.54
YALI1_C09308g	Q6CCS4	YALI0C06952g1_1	81.51447693	1.754423901	43.97279586	68.35730596	104.2473155	75.47741132	78.0128016	102.6323061	68.56518945	87.84606311	80.25753004	"highly similar to uniprot|P32449 Saccharomyces cerevisiae YBR249C ARO4 3-deoxy-D-arabino-heptulosonate-7- phosphate (DAHP) synthase, catalyzes the first step in aromatic amino acid biosynthesis"	2.5.1.54
YALI1_D18408g	Q6C916	YALI0D15114g1_1	921.2311975	29.51969199	719.9855689	421.0044538	969.9657722	1056.280355	928.6865336	232.2268689	58.07765866	176.1737271	96.37169002	similar to uniprot|Q96UC2 Neurospora crassa Conserved hypothetical protein	
YALI1_D05633g	P45816	YALI0D04488g1_1	520.207463	29.16392272	438.1776228	375.4186321	344.4194251	424.9815165	317.9327867	172.2682131	261.3210057	279.5953709	263.4916892	uniprot|P45816 Yarrowia lipolytica YALI0D04488g SEC14 Phosphatidylinositol / phosphatidylcholine transfer protein	
