GeneName_CENPK	uniprotID_S288c	GeneName_S288C	standard_A	standard_B	standard_C	high_temp_A	high_temp_B	high_temp_C	low_pH_A	low_pH_B	low_pH_C	osmotic_stress_A	osmotic_stress_B	osmotic_stress_C	uniprotID_CENPK	Protein_name
CENPK1137D_3886	P33327	YDL215C	102.0292777	115.6762198	105.2946614	145.4312864	111.2794632	124.4626124	107.2607941	114.988701	49.57019381	82.530892	98.53375005	77.59933198	N1P679	 NAD-specific glutamate dehydrogenase - GDH2
CENPK1137D_5433	P07275	YHR037W	121.4081278	168.2041804	159.2093772	213.5136844	244.301543	197.2664081	174.5152482	198.9170317	153.224023	166.8257521	177.5521172	207.0291787	N1P2U9	" Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial - PUT2"
CENPK1137D_2838	P41811	YGL137W	97.25842369	112.7460509	122.0921406	104.2782299	84.08941504	101.5340189	104.2778874	88.04782461	123.4820678	117.8468964	143.0878927	149.810574	N1P9N3	 Coatomer subunit beta - SEC27
CENPK1137D_528	P21801	YLL041C	310.3273259	324.8221671	291.7339777	366.518874	346.7397288	307.4070795	334.9867675	335.7579723	279.0812307	320.2265705	360.3235912	318.3254612	N1NZC0	" Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial - SDH2"
CENPK1137D_3336	P07283	YFL045C	323.7620878	458.1782902	401.7168148	329.3835542	249.3103972	320.7154174	369.492982	350.2936836	454.695693	353.2123711	317.9819417	296.0544825	N1P4H2	 Phosphomannomutase - SEC53
CENPK1137D_3891	Q12447	YDR071C	399.1135288	395.1386581	416.7201037	427.9202842	366.1370634	467.3976327	427.9188789	408.4418125	527.8337521	458.8776104	438.32532	454.7040433	N1P685	 Polyamine N-acetyltransferase 1 - PAA1
CENPK1137D_384	P54839	YML126C	212.5370797	259.3397187	228.0792851	130.6229438	145.0259874	164.3640654	190.8226239	220.3394785	204.0608478	161.3679323	162.9631811	171.5145701	N1NXW8	 Hydroxymethylglutaryl-CoA synthase - ERG13
CENPK1137D_3847	(P0CX48-P0CX47)	YBR048W YDR025W	608.9874943	530.177797	501.8262726	515.3138504	491.2648704	408.8055353	609.2094091	491.8573174	429.3123348	522.676821	527.8438922	519.5738125	N1P4H4	40S ribosomal protein S11
CENPK1137D_799	Q06440	YLR429W	108.3303547	128.1793742	148.9096969	116.149298	125.5697095	159.7885439	77.94493728	132.4947961	122.7061106	148.8557086	150.3272643	155.0084631	N1NYV0	 Coronin-like protein - CRN1
CENPK1137D_2315 CENPK1137D_2659	(P0CX49-P0CX50)	YOL120C YNL301C	582.7022783	428.0544115	426.9935748	438.4698752	481.5566974	426.9309966	357.2443429	418.5111974	409.7764736	444.7348743	449.131428	418.1601376	N1NWY0	60S ribosomal protein L18
CENPK1137D_1287	P47079	YJL008C	114.705139	136.9198578	176.5055166	191.0148838	165.2215632	217.7406675	195.463507	175.8333678	147.0348192	168.7123701	188.6981569	167.1779035	N1P3A5	 T-complex protein 1 subunit theta - CCT8
CENPK1137D_4622	P38247	YBR077C	0	0	0	0	0	76.21649187	78.27617623	70.41500433	0	0	0	0	N1P6J6	 Protein SLM4 - SLM4
CENPK1137D_2341	P54885	YOR323C	160.0340061	187.9072887	215.9383415	192.4794681	192.8351818	221.5636695	204.2283945	235.8188826	199.2233056	149.9131472	197.1596756	204.5268607	N1NW80	 Gamma-glutamyl phosphate reductase - PRO2
CENPK1137D_2995	Q3E792	YGR027C	959.8424109	551.1737988	558.4305181	761.1731921	653.3507136	746.1807589	677.9260962	728.8411263	819.5104896	816.2392585	697.2580316	767.4656079	N1P5P3	 40S ribosomal protein S25-A - RPS25A
CENPK1137D_1679	O14455	YPL249C-A	1143.071138	838.0829029	638.5055235	562.9899074	586.7022742	520.1493157	631.5458592	654.4918945	685.1946816	695.5019895	656.1783762	696.7051519	N1NXC9	 60S ribosomal protein L36-B - RPL36B
CENPK1137D_230	P05745	YMR194W	954.2010558	797.4969179	638.5055235	519.7649312	586.7022742	520.1493157	583.0573261	654.4918945	566.2691735	603.7186666	609.6869001	610.9295029	N1P5S3	 60S ribosomal protein L36-A - RPL36A
CENPK1137D_2661	P0CT04	YNL015W	941.4970909	985.4727568	882.2748757	1171.887202	1060.081367	1397.05024	1254.117306	963.502238	1145.373005	964.9697346	974.5092187	739.2343885	N1NWQ7	 Protease B inhibitor 2 - PBI2
CENPK1137D_4357	P00128	YDR529C	642.9234417	640.3640366	667.6805001	554.8447792	653.6285409	568.8345114	507.1107444	594.0794559	550.1890005	739.1961216	746.5036562	728.5394208	N1P5Y3	 Cytochrome b-c1 complex subunit 7 - QCR7
CENPK1137D_2940	P04449	YGL031C	612.5937095	451.1172993	426.9935748	347.5871044	468.9098586	411.2263415	612.8169384	466.3050896	405.3482696	465.1093371	500.4221442	408.5524131	N1P5K0	 60S ribosomal protein L24-A - RPL24A
CENPK1137D_3114	P24000	YGR148C	612.5937095	423.428689	400.7856268	376.4933337	418.0070965	442.5842724	550.0063294	437.6842853	458.2164379	434.5165638	530.9696028	379.6057037	N1P442	 60S ribosomal protein L24-B - RPL24B
CENPK1137D_4499	P25349	YCR004C	332.1763745	347.6917462	345.8471549	481.5241126	354.893835	389.0082392	379.0957737	341.0236912	366.650537	263.2085375	224.8412642	266.3523092	N1P814	 Flavoprotein-like protein YCP4 - YCP4
CENPK1137D_5006	P41277	YIL053W	260.8252801	218.7851873	292.1120838	224.1086908	219.5865441	285.3586357	293.0702044	226.1510399	226.8608704	548.0557057	534.6246024	480.1532078	N1P256	 Glycerol-1-phosphate phosphohydrolase 1 - GPP1
CENPK1137D_3469	P40106	YER062C	156.0330949	125.4111786	172.2413001	147.9928743	133.8733697	182.7287073	166.014143	129.6334034	156.3473075	319.491496	342.3455619	300.400566	N1P561	 Glycerol-1-phosphate phosphohydrolase 2 - GPP2
CENPK1137D_114	P07246	YMR083W	203.1995943	188.1508287	189.7348882	217.8659	208.3604177	224.2744271	173.2581983	181.6929549	144.343347	233.62712	181.1713001	281.9626248	N1NXA5	" Alcohol dehydrogenase 3, mitochondrial - ADH3"
CENPK1137D_2085	P07143	YOR065W	270.4413173	311.8233147	281.5713799	275.1369776	248.8870797	284.2497087	291.9313097	322.3214869	284.7768582	310.937757	281.8270323	336.8051142	N1NWH9	" Cytochrome c1, heme protein, mitochondrial - CYT1"
CENPK1137D_557	P14306	YLR178C	483.1123358	466.8529764	441.8877786	478.2124907	432.587838	500.4905071	536.4449954	462.393904	484.0852064	271.3811066	296.8557763	233.7859862	N1P1A0	 Carboxypeptidase Y inhibitor - TFS1
CENPK1137D_2476	P40159	YNL208W	405.0668463	488.4454986	380.7971534	434.3032934	492.0203123	425.7490469	462.281912	526.9209811	426.5386111	345.440283	324.1381803	324.7988063	N1NWE8	 Uncharacterized protein YNL208W - YNL208W
CENPK1137D_3353	P43567	YFL030W	209.7017379	207.6132662	285.1386878	224.8373477	192.3752841	191.9678304	252.2160595	275.4625864	232.7148973	343.5388264	321.3673356	323.0109695	N1PA19	 Alanine--glyoxylate aminotransferase 1 - AGX1
CENPK1137D_91	Q04728	YMR062C	224.7547089	245.5178916	212.9180237	166.0756787	169.8250563	157.4584234	210.5972326	232.5204968	205.4360607	178.0902037	214.9449276	221.6383238	N1NYP4	" Arginine biosynthesis bifunctional protein ArgJ, mitochondrial - ARG7"
CENPK1137D_4015	Q03940	YDR190C	148.1251479	215.1145335	212.9391338	189.806085	208.457631	207.3164514	154.6449459	181.1663159	215.3632856	170.3057125	149.292401	181.0143481	N1P8D2	 RuvB-like protein 1 - RVB1
CENPK1137D_554	P33322	YLR175W	169.3218014	177.2305236	176.7912975	161.835426	164.2225131	165.9159082	181.5423186	232.1251394	205.9874877	130.5392101	196.6009257	183.0436817	N1NYB9	 H/ACA ribonucleoprotein complex subunit 4 - CBF5
CENPK1137D_3990	P06101	YDR168W	154.3336047	124.0452179	135.2619541	203.0953117	192.1352986	211.6272557	164.2059407	118.3769279	163.4958574	177.4438365	209.8235446	195.3544927	N1P8B5	 Hsp90 co-chaperone Cdc37 - CDC37
CENPK1137D_3344	P01123	YFL038C	311.5564991	283.0731535	308.6699232	289.9609184	302.1736766	292.3946799	224.1684876	247.5045254	208.0849223	214.291169	191.4406641	292.357948	N1P4U5	 GTP-binding protein YPT1 - YPT1
CENPK1137D_3377	P07560	YFL005W	158.5299343	144.036695	197.8218201	101.6821555	133.4649785	281.1377937	190.669833	171.5211161	116.6339484	109.0382163	208.0780644	171.3772391	N1P371	 Ras-related protein SEC4 - SEC4
CENPK1137D_636	Q99260	YLR262C	50.18836163	99.26678588	72.14889845	78.07978879	70.63045755	58.77505954	60.36340437	54.30118824	50.28942877	57.70367023	84.55608841	78.72525359	N1NZW8	 GTP-binding protein YPT6 - YPT6
CENPK1137D_354	P32497	YMR309C	88.43732302	122.5249718	115.9728873	125.5062619	85.7739483	96.75578158	113.3223302	108.1643747	100.1732152	108.3291183	95.93112656	156.8154971	N1NXU3	 Eukaryotic translation initiation factor 3 subunit C - NIP1
CENPK1137D_1898	Q08972	YPL226W	70.06102917	56.31136296	61.40329405	92.19681339	98.59741154	91.41756415	89.08811876	84.45899329	78.21918203	85.1627154	86.00461577	88.68280396	N1NWL9	 [NU+] prion formation protein 1 - NEW1
CENPK1137D_363	Q04894	YMR318C	223.0345616	182.4879426	256.5252211	160.3490061	157.1134255	175.1418398	268.2519411	228.2474384	247.5108963	297.695994	382.5220847	343.5479871	N1NYX0	 NADP-dependent alcohol dehydrogenase 6 - ADH6
CENPK1137D_4057	Q04947	YDR233C	367.5076816	295.3833064	322.0932165	255.9354931	231.5175445	262.3885934	269.4794168	258.2678864	268.3140945	257.6056066	243.0406113	226.2809706	N1P514	 Reticulon-like protein 1 - RTN1
CENPK1137D_1009	Q02196	YKL001C	296.3510611	353.7447886	436.0416986	295.2282144	367.6968696	395.7805696	305.7514371	320.6363832	379.8777025	364.7166809	416.3611774	431.9191755	N1NZE6	 Adenylyl-sulfate kinase - MET14
CENPK1137D_408	Q04697	YML048W	168.2550369	176.1139325	220.6423913	192.1957146	141.6524582	171.0386897	189.0558233	217.5651344	179.6184565	243.6542033	208.1373181	229.0948632	N1NZ11	 Glucose-signaling factor 2 - GSF2
CENPK1137D_3249	P15703	YGR282C	239.8731284	236.6323408	251.2532378	227.5127195	232.6491193	280.9128838	238.4301887	259.5302073	254.1135668	322.9260341	246.383679	229.3935064	N1P4I5	" Glucan 1,3-beta-glucosidase - BGL2"
CENPK1137D_5037	Q01852	YIL022W	158.1922081	229.7344072	217.4492442	224.4992501	222.6250803	173.0718458	190.2636371	193.4789599	199.6476428	205.602243	195.6892497	204.3816312	N1P463	 Mitochondrial import inner membrane translocase subunit TIM44 - TIM44
CENPK1137D_2840	(P0CX44-P0CX43)	YGL135W YPL220W	561.2675773	371.5653477	351.6957038	360.0007613	325.6542939	301.9402015	357.2443429	363.2815231	278.0478979	341.503432	389.8608932	383.7526846	N1P598	60S ribosomal protein L1
CENPK1137D_3646	P32775	YEL011W	94.18759961	153.1218891	163.836808	197.5529307	141.8833558	178.7929554	175.9471937	192.5641091	133.7148117	10.27741765	10.379018	0	N1P5D9	" 1,4-alpha-glucan-branching enzyme - GLC3"
CENPK1137D_366	P09733	YML085C	122.6009803	201.6890898	181.1439193	196.0345794	138.6188982	143.5767115	171.8989941	154.6354076	173.2875558	152.6820551	165.949255	186.9543413	N1NZ92	 Tubulin alpha-1 chain - TUB1
CENPK1137D_406	P09734	YML124C	91.89807189	107.1754001	111.7472573	75.66006492	68.44159143	69.90272911	71.79178953	52.6183727	133.6131709	81.1335921	94.3923365	76.2855265	N1NZC7	 Tubulin alpha-3 chain - TUB3
CENPK1137D_1875	P14020	YPR183W	245.5378493	240.1017725	290.7306751	297.5960845	284.6119768	325.0505072	333.8347143	283.0309725	309.8828534	263.7364429	322.2800832	282.7935576	N1NW70	 Dolichol-phosphate mannosyltransferase - DPM1
CENPK1137D_3328	P32496	YFR052W	286.5593398	299.9440204	268.534134	323.7960126	307.8100913	299.156827	307.2412799	359.9326861	318.0070324	257.5439513	332.7263886	242.1546416	N1PA14	 26S proteasome regulatory subunit RPN12 - RPN12
CENPK1137D_4524	P32445	YCR028C-A	637.1680449	605.438071	514.3260384	459.9984556	561.0013417	430.9940976	330.4276776	464.1905172	490.2544643	698.8797752	705.788751	657.1188361	N1P844	" Single-stranded DNA-binding protein RIM1, mitochondrial - RIM1"
CENPK1137D_2377	P06103	YOR361C	78.74364918	96.08373211	141.2536345	146.168801	120.0323126	115.0702361	110.406573	127.0557049	104.895252	142.2914413	106.5851993	160.8543095	N1P3W6	 Eukaryotic translation initiation factor 3 subunit B - PRT1
CENPK1137D_923	P31412	YKL080W	206.2612266	204.2070198	226.3203296	221.1485112	200.0494721	228.4731061	138.3577547	174.4457038	195.4873732	185.3763738	226.5258169	222.976687	N1P072	 V-type proton ATPase subunit C - VMA5
CENPK1137D_446	P15624	YLR060W	102.1294583	123.1517085	124.1885343	126.1482484	128.9962116	164.6720039	141.5094709	135.6220538	86.56224255	126.3765507	180.8218306	118.8250324	N1NZH0	 Phenylalanine--tRNA ligase beta subunit - FRS1
CENPK1137D_3954	P32599	YDR129C	145.2326753	129.8281703	157.7348441	132.9871626	113.3783077	111.5391271	166.2176264	134.1991023	131.3982403	84.08750899	110.5884728	102.9624918	N1P6M4	 Fimbrin - SAC6
CENPK1137D_1843	Q12464	YPL235W	107.0627101	152.624361	191.2137416	176.7286596	214.1588004	170.760838	163.8400995	178.3392247	174.6171167	156.6209721	180.3765592	147.2622253	N1NWJ1	 RuvB-like protein 2 - RVB2
CENPK1137D_178	P40217	YMR146C	193.0287834	215.2568178	240.8712615	233.954196	187.2155366	226.0539668	232.1628786	236.0862693	193.4174964	221.9333108	267.8611088	276.2023176	N1NYG2	 Eukaryotic translation initiation factor 3 subunit I - TIF34
CENPK1137D_4904	P36775	YBL022C	52.19792666	63.69239493	89.53306975	87.95944885	99.64887707	96.07405793	68.00135939	70.47206135	73.77796737	79.7848221	85.49204	111.0694081	N1P905	" Lon protease homolog, mitochondrial - PIM1"
CENPK1137D_1388	P33303	YJR095W	193.1467169	314.0008905	284.1900487	335.6760603	290.9544829	335.9243046	329.1320245	324.5723753	274.2035787	253.2477948	271.3632748	281.5031955	N1P169	 Succinate/fumarate mitochondrial transporter - SFC1
CENPK1137D_2754	P32074	YNL287W	77.69568631	70.59253458	87.01552555	83.30351583	90.05993549	114.6020487	117.6990693	111.2670578	72.73138697	100.9810001	84.27928913	72.90796848	N1NZV4	 Coatomer subunit gamma - SEC21
CENPK1137D_3099	P40961	YGR132C	244.8083936	271.8848974	242.54024	246.3675622	208.2035807	215.6501446	184.212002	281.0384608	319.4523608	264.1906972	301.600545	280.8027173	N1P430	 Prohibitin-1 - PHB1
CENPK1137D_3797	P32381	YDL029W	150.1610751	169.1601494	171.3873013	197.6044712	200.5191549	215.8342698	235.198306	211.577654	195.9463449	250.5111006	213.994702	223.5001991	N1P4B9	 Actin-related protein 2 - ARP2
CENPK1137D_4048	P04911	YDR225W	590.4791701	522.7981104	494.8412184	535.5188874	513.9978734	549.0213408	600.7296603	406.4883224	469.7565571	322.4531515	399.6794873	406.1473477	N1PAF8	 Histone H2A.1 - HTA1
CENPK1137D_2009	Q12692	YOL012C	77.46751464	117.6561006	76.74977689	156.9500101	174.2559885	48.01029569	93.17305367	121.6172348	112.6321811	89.06765978	169.9681715	83.74550102	N1NY54	 Histone H2A.Z - HTZ1
CENPK1137D_361	Q04869	YMR315W	229.4803233	253.1404792	215.0455118	246.0434891	173.9809246	224.8643468	230.9411101	248.2857346	229.9424408	235.2015411	222.9478152	221.1472823	N1NZ88	 Uncharacterized protein YMR315W - YMR315W
CENPK1137D_3608	P32614	YEL047C	87.40025685	132.7417493	125.6433175	177.0738517	150.9644483	159.840565	152.5290631	137.2107729	127.0736721	189.8840249	202.7371129	115.9651637	N1PA70	 Fumarate reductase 1 - FRD1
CENPK1137D_476	P52893	YLR089C	125.9329762	155.833678	199.4233715	118.3989819	99.5144866	110.9335515	142.1677113	127.8899978	141.552929	126.9643994	146.2218067	136.1386155	N1NZK1	" Probable alanine aminotransferase, mitochondrial - ALT1"
CENPK1137D_1214	P05150	YJL088W	274.3566205	247.3663836	208.7213281	225.8789471	166.4777395	246.7171785	253.3844956	269.470891	287.5034101	136.0089813	168.5826287	156.9574757	N1NZT4	 Ornithine carbamoyltransferase - ARG3
CENPK1137D_938	P36010	YKL067W	382.4584326	428.507673	405.5930096	410.0630757	474.5343847	447.8930257	524.5813794	500.7046428	410.2103808	470.6882763	568.0944564	557.4170387	N1P086	 Nucleoside diphosphate kinase - YNK1
CENPK1137D_5330	P23180	YHL021C	137.8356089	144.2736667	174.6958387	199.2425033	171.0192018	195.3181272	189.0558233	149.130936	157.5045254	169.6330886	171.310045	149.0058405	N1P9H9	 Probable oxidoreductase AIM17 - AIM17
CENPK1137D_3811	P15646	YDL014W	149.6691382	241.1905153	215.1587161	175.146418	210.6305002	223.0147465	229.0415259	249.3106893	217.6081362	234.3649501	298.1057388	220.360681	N1P5Y0	 rRNA 2-O-methyltransferase fibrillarin - NOP1
CENPK1137D_4297	P32891	YDL174C	134.6649335	124.6917787	133.4172608	144.3846236	130.60937	121.0984171	133.8548662	137.3180716	134.9361159	136.965945	129.2219041	162.2032146	N1P5Q4	" D-lactate dehydrogenase [cytochrome] 1, mitochondrial - DLD1"
CENPK1137D_1004	P36105	YKL006W	850.4532144	563.0094399	532.9022268	386.7088773	605.6340094	386.9948621	576.7067491	454.9175782	450.9712019	449.1710651	488.2014694	486.5382492	N1NZD8	 60S ribosomal protein L14-A - RPL14A
CENPK1137D_3630	P08067	YEL024W	319.1506863	334.0576511	354.6982047	363.0741642	309.5391576	327.7388446	360.2942137	324.1103467	339.3146465	411.6251577	278.7416403	428.6391409	N1P7D2	" Cytochrome b-c1 complex subunit Rieske, mitochondrial - RIP1"
CENPK1137D_2277	Q08723	YOR261C	236.3279237	260.6940891	284.2672414	198.069603	266.094108	246.7171785	190.5958445	227.9374289	262.2631031	227.3529258	289.1866378	255.4799966	N1P3K9	 26S proteasome regulatory subunit RPN8 - RPN8
CENPK1137D_5253	P32468	YHR107C	166.7362443	219.8168956	239.693745	213.6541581	193.2701301	208.0315839	252.5841743	215.6012328	156.0827747	153.6289371	129.0425114	132.3463266	N1P284	 Cell division control protein 12 - CDC12
CENPK1137D_2766	P53839	YNL274C	216.4871078	174.0009281	202.1419251	218.7586943	173.5244949	194.6776	260.3770755	260.9765143	278.4406047	374.9543578	350.7553548	287.2412942	N1NWX8	 Glyoxylate reductase 1 - GOR1
CENPK1137D_1742	P38431	YPR041W	210.9597478	209.5244618	209.0052024	167.7690653	183.6353715	144.0204807	161.4386367	145.2255699	189.7187297	192.5726476	181.6846093	251.2183511	N1P234	 Eukaryotic translation initiation factor 5 - TIF5
CENPK1137D_2563	P30952	YNL117W	158.229659	199.1251019	180.596431	134.6942018	176.7956106	222.7872998	180.5793537	179.9087037	174.6511609	144.4384755	164.8912069	135.8076829	N1NXW0	" Malate synthase 1, glyoxysomal - MLS1"
CENPK1137D_5095	P21826	YIR031C	11.13842061	11.65867656	20.8524176	11.94235667	10.8029764	13.04408658	13.39659167	12.05118985	0	0	0	12.04108095	N1P985	" Malate synthase 2, glyoxysomal - DAL7"
CENPK1137D_3006	P31787	YGR037C	997.4576182	998.3118364	1031.337137	1116.116637	839.7509288	1219.082836	934.6269767	984.4529425	999.4662549	738.3749615	798.1746721	393.270912	N1P3G4	 Acyl-CoA-binding protein - ACB1
CENPK1137D_844	P54861	YLL001W	118.7972623	111.6012346	147.4010072	101.1270739	103.410151	110.4564488	105.9797772	115.3585194	100.6894348	101.3100931	109.5150222	128.4246215	N1NYY6	 Dynamin-related protein DNM1 - DNM1
CENPK1137D_1554	P35844	YPL145C	125.9684962	175.2888108	124.8013961	201.4191167	211.5214826	196.1185228	164.1066903	136.2913393	136.7191231	215.9905159	170.5074302	192.0894691	N1NX15	 Oxysterol-binding protein homolog 4 - KES1
CENPK1137D_265	Q05016	YMR226C	277.562499	307.1559966	259.1702502	228.5183602	222.4792642	287.5467786	295.3174801	248.1852917	278.1214423	337.39122	359.084402	368.2778723	N1P5V4	 NADP-dependent 3-hydroxy acid dehydrogenase - YMR226C
CENPK1137D_3915	Q03195	YDR091C	93.70998252	138.3602208	138.4572412	108.8293201	135.5432794	127.9335944	149.8384159	126.5172021	140.0334727	116.7024332	126.8432091	151.0775862	N1P858	 Translation initiation factor RLI1 - RLI1
CENPK1137D_1769	Q12074	YPR069C	210.6292095	251.4213545	266.9560262	273.2600132	344.9284906	315.5529824	306.5352105	291.5335524	240.6856541	190.3302213	278.9004401	211.5657731	N1NXL5	 Spermidine synthase - SPE3
CENPK1137D_3386	P43588	YFR004W	216.6494852	241.5975375	284.1047814	247.4761135	331.4510581	237.0276434	208.819456	187.8479967	287.3391005	232.7069523	235.0074434	234.2068126	N1P4N6	 Ubiquitin carboxyl-terminal hydrolase RPN11 - RPN11
CENPK1137D_3659	P40008	YER004W	389.1181808	350.8381063	403.174349	280.9208084	325.0879946	306.8368705	403.1362245	303.4397848	335.8573073	301.2436522	239.0996277	342.7286505	N1P5Q0	" Protein FMP52, mitochondrial - FMP52"
CENPK1137D_1544	P07267	YPL154C	178.4445895	175.3153016	176.7912975	249.1586232	183.6353715	196.1481615	201.4488949	181.2176512	200.5777601	205.1652497	155.8509497	145.1037503	N1NX07	 Saccharopepsin - PEP4
CENPK1137D_4227	Q04178	YDR399W	367.8893476	265.3833463	251.1918383	229.9419639	188.8259704	204.6298082	210.1597507	232.0374728	195.0812796	246.5768107	316.8368993	253.0441214	N1P5H4	 Hypoxanthine-guanine phosphoribosyltransferase - HPT1
CENPK1137D_1428	P47165	YJR133W	74.74078191	125.0438583	74.04830738	104.3590639	136.9786091	87.52813927	89.89351106	105.3101097	27.31409605	85.93262048	59.80825451	55.68398552	N1P1A8	 Xanthine phosphoribosyltransferase 1 - XPT1
CENPK1137D_3852	Q12335	YDR032C	301.8431038	490.7098859	277.8585122	436.3166825	414.7755768	403.1152616	363.0378984	417.7834238	386.9176792	272.7535506	275.4499338	372.1183132	N1P4I8	 Protoplast secreted protein 2 - PST2
CENPK1137D_4579	P38075	YBR035C	265.1732155	449.9061299	354.1940736	284.3125816	346.7397288	266.3857738	363.7125483	266.5759211	284.4147139	283.2794188	351.1237908	266.3523092	N1P890	 Pyridoxamine 5-phosphate oxidase - PDX3
CENPK1137D_498	P38013	YLR109W	522.3507715	376.8067669	517.5111833	436.3166825	484.4268232	449.1509411	404.4967513	440.2929271	431.1035981	440.963531	390.4963777	389.1660223	N1NZ91	 Peroxiredoxin AHP1 - AHP1
CENPK1137D_1821	P09064	YPL237W	122.3855379	304.8852805	332.4544025	215.2326009	296.8852345	235.0886646	222.9044307	217.1940604	261.9518245	248.4031503	286.0798585	217.0118714	N1NVL4	 Eukaryotic translation initiation factor 2 subunit beta - SUI3
CENPK1137D_2933	P53184	YGL037C	317.7938922	352.9427995	334.0690058	361.5306397	401.394552	326.3455399	335.1647441	322.7324677	298.8890662	387.685095	391.5176669	364.5193171	N1P9S1	 Nicotinamidase - PNC1
CENPK1137D_5399	P10614	YHR007C	139.3959951	109.7512126	129.6279323	64.44191607	30.84938663	70.3869392	126.1114135	94.35773837	105.0648321	79.60974121	69.78702731	64.97464021	N1P1H0	 Lanosterol 14-alpha demethylase - ERG11
CENPK1137D_3826	P41920	YDR002W	297.7044156	289.5315303	336.3571767	386.2271178	329.278226	348.6384927	358.0601445	367.3241769	319.3064429	390.3405038	321.1758659	344.4893976	N1P601	 Ran-specific GTPase-activating protein 1 - YRB1
CENPK1137D_4075	P38988	YDL198C	220.6243633	215.7398578	303.2677882	236.5483338	213.9800492	258.3708586	317.1312843	315.953497	278.4406047	186.2489798	117.6757768	158.9737597	N1P8H5	 Mitochondrial GTP/GDP carrier protein 1 - GGC1
CENPK1137D_3530 CENPK1137D_4643	(P0CX42-P0CX41)	YER117W YBL087C	482.7076265	536.0964613	389.6446208	485.7819597	381.4441861	460.5759381	473.022602	425.5175734	483.6796821	382.4858664	456.6504232	553.6804158	N1P744	60S ribosomal protein L23
CENPK1137D_5400	P00447	YHR008C	314.5366381	310.2871149	329.4589488	317.8370526	357.2005306	304.4179356	268.1897638	281.246089	278.8063	277.6933919	427.626844	300.7951028	N1P9K8	" Superoxide dismutase [Mn], mitochondrial - SOD2"
CENPK1137D_3841	P48015	YDR019C	191.5092242	234.7125861	232.8735533	205.3317558	185.7417404	158.9937332	190.3572141	219.0627728	202.8784648	89.47644081	90.36098575	84.1298557	N1P622	" Aminomethyltransferase, mitochondrial - GCV1"
CENPK1137D_4693	P38113	YBR145W	140.2465287	186.779421	176.7912975	218.1864277	185.2558452	208.9745716	168.6797028	165.6155125	178.8039334	131.3770679	147.8273862	151.6121418	N1PAT7	 Alcohol dehydrogenase 5 - ADH5
CENPK1137D_3407	P43603	YFR024C-A	129.6058789	135.6595406	138.1965658	128.2913839	163.7007349	104.6033452	95.03506567	118.6136862	119.8960154	126.0459532	161.9617387	182.4621037	N1P394	 LAS seventeen-binding protein 3 - LSB3
CENPK1137D_5409	P32793	YHR016C	24.57324044	48.603033	46.00396136	38.22944924	45.03576506	90.89934423	55.84810451	72.89760046	67.51194227	28.25288805	41.40037697	61.61019278	N1P1I2	 Protein YSC84 - YSC84
CENPK1137D_1281	P39077	YJL014W	104.1323665	144.903204	137.1544323	139.3187503	134.2678892	132.0898457	125.2438602	186.0856327	138.7158323	149.3975808	140.9506564	149.6560265	N1P1E5	 T-complex protein 1 subunit gamma - CCT3
CENPK1137D_4525	P25623	YCR030C	77.54926119	98.21874219	92.96644554	83.1465222	91.00987994	97.2112316	93.27137327	77.95947904	77.70542651	70.0755991	64.24349775	77.89408428	N1P9A7	 Suppressor of yeast profilin deletion - SYP1
CENPK1137D_3220	P32379	YGR253C	268.0529521	228.5984392	329.937952	234.1607197	275.8503555	255.7629777	262.6747495	254.3132486	218.8372781	308.1917531	214.498414	307.4649371	N1P678	 Proteasome subunit alpha type-5 - PUP2
CENPK1137D_269	Q05022	YMR229C	38.35447046	55.27392621	57.94295569	44.25857897	22.67901958	48.34160895	56.61867109	50.93253352	47.1696495	40.71203154	37.66972555	53.99629573	N1NXM1	 rRNA biogenesis protein RRP5 - RRP5
CENPK1137D_2826	P28777	YGL148W	260.18834	236.4012117	212.3200717	154.0733974	185.2881556	139.9712418	172.8350985	168.4074054	191.4262663	137.4197567	152.8731926	181.09722	N1P2X6	 Chorismate synthase - ARO2
CENPK1137D_4179	P29509	YDR353W	167.1132515	174.9188163	233.5436898	238.2011878	202.2498046	211.9798516	217.7084226	225.6184501	195.2060436	192.1371339	242.125748	240.1703335	N1P789	 Thioredoxin reductase 1 - TRR1
CENPK1137D_5251	P38816	YHR106W	47.55484979	49.77605282	47.11425336	35.13921464	60.06489771	38.38094698	91.420714	82.23945371	32.83970981	37.68131458	38.05382399	35.42970116	N1P2R5	" Thioredoxin reductase 2, mitochondrial - TRR2"
CENPK1137D_3274	P39938	YGL189C	447.5840534	432.5204141	443.4371801	443.0445449	500.1015391	402.4932025	328.1963771	521.189875	516.6685915	435.2901207	598.702478	483.8563749	N1P4K9	 40S ribosomal protein S26-A - RPS26A
CENPK1137D_3545	P39939	YER131W	447.5840534	359.744474	305.6067318	292.5698036	367.1962231	319.5605319	284.8852803	333.742667	344.3833728	313.7353785	399.0627301	294.9884001	N1P755	 40S ribosomal protein S26-B - RPS26B
